Curso,Codigo,Nota_Real,Nota_Simulada,Erro
Estudos Clássicos,0505-9133,131.5,127.0,-4.5
Estudos Europeus,0505-9135,157.5,162.0,4.5
Filosofia,0505-9139,133.5,128.5,-5.0
Geografia,0505-9143,125.5,123.0,-2.5
História,0505-9181,154.0,155.5,1.5
História da Arte,0505-9182,137.0,135.5,-1.5
Ciência da Informação,0505-9694,135.4,131.5,-3.9
Jornalismo e Comunicação,0505-9773,161.0,180.5,19.5
Línguas Modernas,0505-9779,153.5,154.5,1.0
"Turismo, Território e Patrimónios",0505-L109,142.5,137.5,-5.0
Medicina Dentária,0506-9548,182.5,200.0,17.5
Medicina,0506-9813,185.8,200.0,14.2
Ciências da Educação,0507-9026,139.5,135.5,-4.0
Serviço Social,0507-9238,150.0,149.0,-1.0
Ciências do Desporto,0508-9707,144.2,138.5,-5.7
Biologia Humana,0602-8262,131.6,130.0,-1.6
Agronomia,0602-9003,130.8,131.0,0.2
Biologia,0602-9011,134.2,133.0,-1.2
Bioquímica,0602-9015,125.1,122.0,-3.1
Biotecnologia,0602-9016,120.7,121.0,0.3
Engenharia Informática,0602-9119,133.9,132.8,-1.1
Geografia,0602-9143,116.8,115.0,-1.8
Matemática Aplicada à Economia e à Gestão,0602-9210,113.9,113.2,-0.7
Engenharia Mecatrónica,0602-9751,107.9,108.5,0.6
Enologia,0602-9752,127.9,124.5,-3.4
Ciência e Tecnologia Animal,0602-9818,133.4,131.5,-1.9
Medicina Veterinária,0602-9847,165.8,190.0,24.2
Engenharia de Energias Renováveis,0602-9910,126.1,121.0,-5.1
Ecologia e Ambiente,0602-L090,120.2,117.0,-3.2
Design,0603-9069,147.9,147.0,-0.9
Teatro,0603-9243,125.3,120.5,-4.8
Arquitetura,0603-9257,135.7,136.2,0.5
Artes Plásticas e Multimédia,0603-9347,122.7,121.0,-1.7
História e Arqueologia,0604-8251,124.4,122.5,-1.9
Ciências da Educação,0604-9026,128.3,127.0,-1.3
Economia,0604-9081,132.9,133.5,0.6
Gestão,0604-9147,146.4,146.0,-0.4
Psicologia,0604-9219,153.7,154.0,0.3
Relações Internacionais,0604-9229,148.8,146.5,-2.3
Sociologia,0604-9240,128.8,125.0,-3.8
Turismo,0604-9254,129.5,123.0,-6.5
Património Cultural,0604-9787,110.4,106.2,-4.2
Educação Básica,0604-9853,114.9,112.0,-2.9
Línguas e Literaturas,0604-L047,120.6,121.0,0.4
Ciências da Nutrição,0901-9554,170.3,175.0,4.7
Medicina,0901-9813,184.5,200.0,15.5
Sociologia (regime pós-laboral),0902-8109,132.0,129.5,-2.5
Arqueologia,0902-9006,135.5,134.0,-1.5
Ciência Política e Relações Internacionais,0902-9020,179.0,200.0,21.0
Ciências da Comunicação,0902-9023,178.5,200.0,21.5
Ciências da Linguagem,0902-9040,145.0,146.0,1.0
Ciências Musicais,0902-9046,144.0,143.5,-0.5
Filosofia,0902-9139,150.5,149.5,-1.0
Geografia e Planeamento Regional,0902-9145,145.5,145.0,-0.5
História,0902-9181,169.0,198.0,29.0
História da Arte,0902-9182,138.0,137.0,-1.0
"Línguas, Literaturas e Culturas",0902-9204,158.5,95.0,-63.5
Sociologia,0902-9240,152.0,152.5,0.5
Tradução,0902-9252,162.5,95.0,-67.5
Antropologia,0902-9448,132.0,95.0,-37.0
Estudos Portugueses,0902-9917,127.5,126.0,-1.5
Conservação - Restauro,0903-8036,149.4,151.0,1.6
Bioquímica,0903-9015,165.0,164.0,-1.0
Engenharia Geológica,0903-9116,114.2,111.5,-2.7
Matemática,0903-9209,169.4,170.0,0.6
Química Aplicada,0903-9224,147.2,142.5,-4.7
Biologia Celular e Molecular,0903-9348,169.4,169.5,0.1
Matemática Aplicada à Gestão do Risco,0903-L167,171.4,174.0,2.6
Economia,0904-9081,176.5,187.5,11.0
Gestão,0904-9147,182.0,200.0,18.0
Sistemas e Tecnologias de Informação,0906-8259,159.8,156.0,-3.8
Gestão de Informação,0906-9155,167.9,161.5,-6.4
Direito,0911-9078,173.2,199.0,25.8
Geografia e Planeamento,1000-8183,135.0,129.5,-5.5
Optometria e Ciências da Visão,1000-8184,115.4,114.5,-0.9
Direito (regime pós-laboral),1000-8358,168.0,195.0,27.0
Educação (regime pós-laboral),1000-8427,129.2,127.0,-2.2
Design de Produto,1000-8494,157.0,153.0,-4.0
Administração Pública,1000-9002,154.4,153.5,-0.9
Arqueologia,1000-9006,133.8,129.5,-4.3
Biologia e Geologia,1000-9012,128.2,129.5,1.3
Bioquímica,1000-9015,154.4,149.0,-5.4
Ciência Política,1000-9019,159.4,165.0,5.6
Ciências da Comunicação,1000-9023,164.8,180.0,15.2
Direito,1000-9078,175.6,200.0,24.4
Economia,1000-9081,171.8,173.5,1.7
Estudos Culturais,1000-9134,143.2,143.5,0.3
Filosofia,1000-9139,126.4,119.5,-6.9
Física,1000-9141,137.2,130.0,-7.2
Geologia,1000-9146,110.0,108.5,-1.5
Gestão,1000-9147,176.4,200.0,23.6
História,1000-9181,156.6,156.5,-0.1
Línguas Aplicadas,1000-9192,163.6,183.5,19.9
Línguas e Literaturas Europeias,1000-9195,151.0,151.0,0.0
Marketing,1000-9205,159.6,182.0,22.4
Matemática,1000-9209,152.2,151.0,-1.2
Química,1000-9223,132.0,128.0,-4.0
Relações Internacionais,1000-9229,168.4,189.0,20.6
Sociologia,1000-9240,145.0,138.5,-6.5
Teatro,1000-9243,139.0,138.5,-0.5
Arquitetura,1000-9257,167.8,169.0,1.2
Educação,1000-9353,141.2,129.0,-12.2
Ciências do Ambiente,1000-9379,130.2,127.5,-2.7
Estatística Aplicada,1000-9381,134.0,132.5,-1.5
Ciências da Computação,1000-9397,144.8,141.5,-3.3
Design e Marketing de Moda,1000-9499,161.2,159.5,-1.7
Biologia Aplicada,1000-9688,147.4,143.5,-3.9
Negócios Internacionais,1000-9785,164.0,164.0,0.0
Medicina,1000-9813,187.8,200.0,12.2
Artes Visuais,1000-9817,158.0,178.5,20.5
Educação Básica,1000-9853,132.6,129.8,-2.8
Estudos Portugueses,1000-9917,125.6,120.5,-5.1
Criminologia e Justiça Criminal,1000-L078,167.2,192.0,24.8
Proteção Civil e Gestão do Território,1000-L112,117.8,111.5,-6.3
Estudos Orientais: Estudos Chineses e Japoneses,1000-L147,158.8,174.0,15.2
Ciências da Nutrição,1101-9554,158.5,161.0,2.5
Arquitetura,1102-9257,180.5,200.0,19.5
Arquitetura Paisagista,1103-8258,137.5,135.0,-2.5
Biologia,1103-9011,156.5,160.0,3.5
Bioquímica,1103-9015,175.5,176.0,0.5
Física,1103-9141,176.3,200.0,23.7
Geologia,1103-9146,115.5,113.5,-2.0
Matemática,1103-9209,165.0,163.0,-2.0
Química,1103-9223,113.3,109.0,-4.3
Ciência de Computadores,1103-9696,161.0,159.0,-2.0
Ciências e Tecnologia do Ambiente,1103-9709,136.5,132.5,-4.0
Engenharia Geoespacial,1103-L096,126.5,119.8,-6.7
Economia,1104-9081,178.0,200.0,22.0
Gestão,1104-9147,185.0,200.0,15.0
Ciências Farmacêuticas,1106-9494,161.0,176.5,15.5
Arqueologia,1107-9006,143.2,142.5,-0.7
Ciências da Linguagem,1107-9040,136.2,95.0,-41.2
Filosofia,1107-9139,143.6,139.0,-4.6
Geografia,1107-9143,136.6,95.0,-41.6
História,1107-9181,162.4,162.7,0.3
História da Arte,1107-9182,156.2,163.0,6.8
Línguas Aplicadas,1107-9192,175.6,95.0,-80.6
Línguas e Relações Internacionais,1107-9197,183.8,95.0,-88.8
"Línguas, Literaturas e Culturas",1107-9204,168.6,95.0,-73.6
Sociologia,1107-9240,158.0,95.0,-63.0
Ciência da Informação,1107-9694,144.4,139.0,-5.4
Medicina,1108-9813,188.5,200.0,11.5
Ciências da Educação,1109-9026,148.5,148.5,0.0
Ciências do Meio Aquático,1110-9708,155.0,158.0,3.0
Medicina,1110-9813,189.8,200.0,10.2
Medicina Veterinária,1110-9847,178.0,200.0,22.0
Ciências do Desporto,1111-9707,155.5,174.8,19.3
Medicina Dentária,1113-9548,182.0,200.0,18.0
Criminologia,1114-9066,170.2,197.8,27.6
Direito,1114-9078,181.2,200.0,18.8
Engenharia Agronómica,1201-9086,122.5,123.0,0.5
Engenharia Zootécnica,1201-9129,121.4,119.0,-2.4
Enologia,1201-9752,108.0,103.5,-4.5
Medicina Veterinária,1201-9847,171.2,194.5,23.3
Animação Sociocultural,1202-9005,104.8,98.5,-6.3
Ciências da Comunicação,1202-9023,141.7,95.0,-46.7
Economia,1202-9081,140.1,95.0,-45.1
Gestão,1202-9147,157.8,152.5,-5.3
Línguas e Relações Empresariais,1202-9196,142.6,95.0,-47.6
"Línguas, Literaturas e Culturas",1202-9204,129.8,95.0,-34.8
Psicologia,1202-9219,153.9,95.0,-58.9
Serviço Social,1202-9238,138.9,137.0,-1.9
Turismo,1202-9254,130.6,126.5,-4.1
Teatro e Artes Performativas,1202-9803,120.3,115.5,-4.8
Educação Básica,1202-9853,121.8,123.5,1.7
Comunicação e Multimédia,1203-9052,131.3,124.0,-7.3
Engenharia Civil,1203-9089,121.7,121.5,-0.2
Engenharia e Gestão Industrial,1203-9104,119.5,121.0,1.5
Engenharia Informática,1203-9119,134.6,131.5,-3.1
Engenharia Mecânica,1203-9123,132.5,128.5,-4.0
Engenharia Biomédica,1203-9455,135.3,131.0,-4.3
Matemática Aplicada e Ciência de Dados,1203-L193,102.8,98.0,-4.8
Biologia,1204-9011,124.7,120.0,-4.7
Biologia e Geologia,1204-9012,106.5,104.5,-2.0
Bioquímica,1204-9015,128.6,127.0,-1.6
Ciências do Ambiente,1204-9379,121.4,115.5,-5.9
Bioengenharia,1204-9540,122.9,124.0,1.1
Ciências da Nutrição,1204-9554,139.3,136.0,-3.3
Ciências do Desporto,1204-9707,140.5,139.0,-1.5
Genética e Biotecnologia,1204-9761,140.4,137.0,-3.4
Design,1306-9069,120.8,121.0,0.2
Línguas e Relações Empresariais,1306-9196,148.4,149.5,1.1
Psicologia,1306-9219,147.8,147.5,-0.3
"Comunicação, Cultura e Organizações",1306-9720,129.7,128.0,-1.7
Artes Visuais,1306-9817,135.2,132.0,-3.2
Estudos de Cultura,1306-L150,110.6,108.0,-2.6
Bioquímica,1307-9015,123.6,118.0,-5.6
Engenharia Civil,1307-9089,152.6,152.0,-0.6
Engenharia Eletrónica e Telecomunicações,1307-9107,142.9,140.5,-2.4
Engenharia Informática,1307-9119,114.4,112.5,-1.9
Matemática,1307-9209,148.3,145.0,-3.3
Engenharia de Computadores,1307-L208,,95.5,
Ciências da Educação,1308-9026,125.6,124.5,-1.1
Economia,1308-9081,108.0,108.8,0.8
Gestão,1308-9147,143.9,141.5,-2.4
Educação Física e Desporto,1308-9736,140.2,137.0,-3.2
Educação Básica,1308-9853,113.5,109.2,-4.3
Ciclo Básico de Medicina,1309-8083,182.8,200.0,17.2
Biologia,1309-9011,132.1,130.5,-1.6
Enfermagem,1320-9500,152.0,153.0,1.0
Direção e Gestão Hoteleira,1321-9076,140.4,136.0,-4.4
Design,1501-9069,170.5,200.0,29.5
Design de Moda,1501-9071,166.5,169.5,3.0
Arquitetura,1501-9257,153.5,149.0,-4.5
Desenho,1502-8399,175.0,197.8,22.8
Design de Comunicação,1502-9070,178.0,200.0,22.0
Design de Equipamento,1502-9072,163.5,162.5,-1.0
Escultura,1502-9754,158.0,155.5,-2.5
Pintura,1502-9790,171.0,198.0,27.0
Arte Multimédia,1502-9904,174.0,171.5,-2.5
Ciências da Arte e do Património,1502-L010,153.5,150.5,-3.0
Biologia,1503-9011,160.8,157.5,-3.3
Bioquímica,1503-9015,160.5,156.0,-4.5
Engenharia Informática,1503-9119,161.5,156.0,-5.5
Física,1503-9141,169.0,168.0,-1.0
Geologia,1503-9146,134.0,132.5,-1.5
Matemática,1503-9209,158.5,155.0,-3.5
"Meteorologia, Oceanografia e Geofísica",1503-9212,138.0,135.0,-3.0
Química,1503-9223,145.0,141.0,-4.0
Química Tecnológica,1503-9226,126.8,122.5,-4.3
Estatística Aplicada,1503-9381,144.3,137.0,-7.3
Matemática Aplicada,1503-9385,160.5,155.0,-5.5
Tecnologias de Informação,1503-L079,145.0,140.0,-5.0
Engenharia Geoespacial,1503-L096,123.0,119.0,-4.0
Direito (regime pós-laboral),1504-8358,155.0,154.2,-0.8
Direito,1504-9078,162.0,163.0,1.0
Ciências Farmacêuticas,1505-9494,154.5,155.5,1.0
"Estudos Artísticos, variante de Artes do Espetáculo",1506-8104,145.5,146.0,0.5
Artes e Humanidades,1506-8413,141.0,138.5,-2.5
Estudos Gerais,1506-8458,148.5,148.0,-0.5
Arqueologia,1506-9006,134.5,131.5,-3.0
Ciências da Linguagem,1506-9040,133.5,125.8,-7.7
Estudos Africanos,1506-9131,119.5,118.5,-1.0
Estudos Clássicos,1506-9133,131.5,130.0,-1.5
Estudos Europeus,1506-9135,155.0,156.5,1.5
Filosofia,1506-9139,136.5,131.5,-5.0
História,1506-9181,158.5,176.0,17.5
História da Arte,1506-9182,138.0,137.5,-0.5
"Línguas, Literaturas e Culturas",1506-9204,150.0,147.5,-2.5
Tradução,1506-9252,145.3,145.0,-0.3
Estudos Asiáticos,1506-9914,157.0,159.0,2.0
Estudos Portugueses,1506-9917,134.0,132.8,-1.2
Estudos Comparatistas,1506-L097,137.5,139.0,1.5
Ciências da Nutrição,1507-9554,168.8,199.0,30.2
Medicina,1507-9813,183.3,200.0,16.7
Medicina Dentária,1508-9548,180.8,200.0,19.2
Higiene Oral,1508-9556,145.3,145.5,0.2
Prótese Dentária,1508-9791,133.0,125.5,-7.5
Medicina Veterinária,1509-9847,170.0,194.0,24.0
Dança,1510-9068,107.5,95.0,-12.5
Gestão do Desporto,1510-9162,153.5,151.5,-2.0
Ciências do Desporto,1510-9707,141.0,140.5,-0.5
Reabilitação Psicomotora,1510-9841,143.5,143.5,0.0
Educação e Formação,1513-L040,132.0,130.0,-2.0
Planeamento e Gestão do Território,1514-8411,136.5,131.5,-5.0
Geografia,1514-9143,133.0,131.0,-2.0
Arquitetura Paisagista,1515-8258,140.0,138.0,-2.0
Engenharia Florestal e dos Recursos Naturais,1515-8377,113.0,106.0,-7.0
Biologia,1515-9011,144.8,141.5,-3.3
Engenharia Agronómica,1515-9086,127.3,123.0,-4.3
Engenharia Alimentar,1515-9087,111.5,108.0,-3.5
Engenharia do Ambiente,1515-9099,128.8,125.0,-3.8
Engenharia Zootécnica,1515-9129,120.5,116.0,-4.5
Serviço Social (regime pós-laboral),1516-8014,135.5,131.5,-4.0
Administração Pública (regime pós-laboral),1516-8102,136.5,134.5,-2.0
Sociologia (regime pós-laboral),1516-8109,129.5,127.0,-2.5
Gestão de Recursos Humanos (regime pós-laboral),1516-8111,147.5,147.0,-0.5
Administração Pública e Políticas do Território (regime pós-laboral),1516-8363,129.0,125.5,-3.5
Relações Internacionais (regime pós-laboral),1516-8364,153.5,154.5,1.0
Administração Pública,1516-9002,149.5,148.5,-1.0
Ciência Política,1516-9019,164.5,190.5,26.0
Ciências da Comunicação,1516-9023,170.5,198.5,28.0
Gestão de Recursos Humanos,1516-9157,161.0,176.5,15.5
Relações Internacionais,1516-9229,170.5,195.0,24.5
Serviço Social,1516-9238,153.5,154.0,0.5
Sociologia,1516-9240,146.0,145.0,-1.0
Antropologia,1516-9448,131.5,127.5,-4.0
Economia,1517-9081,164.0,158.0,-6.0
Gestão,1517-9147,167.5,164.0,-3.5
Matemática Aplicada à Economia e à Gestão,1517-9210,187.5,200.0,12.5
Gestão (ensino em Inglês),1517-A001,167.0,166.0,-1.0
Economia (ensino em Inglês),1517-A006,162.5,160.5,-2.0
Finanças (ensino em inglês),1517-A013,160.0,159.5,-0.5
Engenharia Informática e de Computadores,1518-9121,183.5,200.0,16.5
Arquitetura,1518-9257,170.5,192.2,21.7
Matemática Aplicada e Computação,1518-9345,188.3,200.0,11.7
Engenharia Naval e Oceânica,1518-L162,170.3,170.5,0.2
Engenharia de Telecomunicações e Informática,1519-9098,154.0,149.5,-4.5
Engenharia e Gestão Industrial,1519-9104,177.3,200.0,22.7
Engenharia Informática e de Computadores,1519-9121,177.0,200.0,23.0
Engenharia Eletrónica,1519-9912,156.5,155.0,-1.5
Marketing (regime pós-laboral),3011-8005,139.5,138.0,-1.5
Contabilidade,3011-9056,139.3,135.0,-4.3
Finanças,3011-9140,147.2,145.5,-1.7
Marketing,3011-9205,155.1,156.0,0.9
Contabilidade (regime pós-laboral),3011-9869,122.7,118.0,-4.7
Finanças (regime pós-laboral),3011-9888,113.9,109.0,-4.9
Gestão da Qualidade,3012-8405,125.7,123.0,-2.7
Secretariado e Comunicação Empresarial,3012-9235,138.0,136.0,-2.0
Gestão Comercial,3012-L021,142.5,140.5,-2.0
Gestão Pública,3012-L140,123.6,122.0,-1.6
Eletrónica e Mecânica Industrial,3012-L194,127.3,123.5,-3.8
Enfermagem,3013-9500,157.0,152.5,-4.5
Fisioterapia,3013-9504,163.6,159.0,-4.6
Terapia da Fala,3013-9890,134.8,134.5,-0.3
Imagem Médica e Radioterapia,3013-L066,148.2,147.0,-1.2
Design de Produto e Tecnologia,3014-L138,146.2,145.0,-1.2
Agronomia,3021-9003,103.0,96.0,-7.0
Engenharia do Ambiente,3021-9099,,99.0,
Ciência e Tecnologia dos Alimentos,3021-9350,127.1,123.0,-4.1
Audiovisual e Multimédia,3022-9010,113.2,109.5,-3.7
Serviço Social,3022-9238,95.0,95.0,0.0
Desporto,3022-9563,134.3,131.0,-3.3
Educação Básica,3022-9853,122.6,120.2,-2.4
Engenharia Informática,3023-9119,121.3,122.8,1.5
Gestão de Empresas,3023-9152,113.5,112.0,-1.5
Solicitadoria,3023-9242,125.8,122.0,-3.8
Turismo,3023-9254,109.7,107.5,-2.2
Gestão de Empresas (regime pós-laboral),3023-9994,95.0,95.0,0.0
Solicitadoria (regime pós-laboral),3031-8015,131.5,125.0,-6.5
Contabilidade,3031-9056,143.8,143.0,-0.8
Finanças,3031-9140,141.5,140.5,-1.0
Gestão de Empresas,3031-9152,153.9,162.5,8.6
Solicitadoria,3031-9242,149.7,149.5,-0.2
Fiscalidade,3031-9759,135.8,133.5,-2.3
Contabilidade (regime pós-laboral),3031-9869,126.7,122.8,-3.9
Fiscalidade (regime pós-laboral),3031-9990,122.8,121.0,-1.8
Gestão de Empresas (regime pós-laboral),3031-9994,141.0,139.5,-1.5
Gestão Pública,3031-L140,138.6,137.5,-1.1
Engenharia em Desenvolvimento de Jogos Digitais,3032-8311,134.3,130.8,-3.5
Engenharia de Sistemas Informáticos,3032-8409,140.0,135.8,-4.2
Engenharia de Sistemas Informáticos (regime pós-laboral),3032-8417,128.8,125.5,-3.3
Engenharia e Gestão Industrial,3032-9104,119.1,95.0,-24.1
Engenharia Eletrotécnica e de Computadores,3032-9112,115.5,109.0,-6.5
Engenharia Informática Médica,3032-L181,117.5,114.0,-3.5
Design Industrial,3033-9074,145.2,145.5,0.3
Design Gráfico,3033-9470,164.4,192.5,28.1
Design Gráfico (regime pós-laboral),3033-9873,145.5,145.5,0.0
Gestão de Atividades Turísticas,3034-8156,135.5,129.0,-6.5
Gestão de Atividades Turísticas (regime pós-laboral),3034-8341,121.0,116.0,-5.0
Enfermagem Veterinária,3041-9085,109.3,107.0,-2.3
Engenharia Agronómica,3041-9086,130.3,129.5,-0.8
Engenharia Alimentar,3041-9087,,98.5,
Engenharia do Ambiente,3041-9099,,98.0,
Engenharia Zootécnica,3041-9129,,99.5,
Enologia,3041-9752,,110.0,
Biologia e Biotecnologia,3041-L029,121.4,119.0,-2.4
Línguas Estrangeiras: Inglês e Espanhol,3042-8323,114.0,114.0,0.0
Línguas para Relações Internacionais,3042-8374,111.3,108.5,-2.8
Educação Ambiental,3042-9082,117.2,116.0,-1.2
Educação Social,3042-9084,95.0,95.0,0.0
Desporto,3042-9563,129.2,129.0,-0.2
Educação Básica,3042-9853,108.6,104.8,-3.8
Arte e Design,3042-9898,116.1,118.5,2.4
Animação e Produção Artística,3042-9933,123.7,123.0,-0.7
Relações Lusófonas e Língua Portuguesa,3042-L088,,124.5,
Música em Contextos Comunitários,3042-L175,140.2,139.5,-0.7
Contabilidade,3043-9056,111.3,112.0,0.7
Engenharia Eletrotécnica e de Computadores,3043-9112,,95.5,
Engenharia Informática,3043-9119,111.4,113.5,2.1
Engenharia Mecânica,3043-9123,,111.0,
Engenharia Química,3043-9125,137.6,134.5,-3.1
Gestão,3043-9147,125.4,121.2,-4.2
Informática de Gestão,3043-9186,115.2,112.5,-2.7
Engenharia de Energias Renováveis,3043-9910,,102.0,
"Gestão de Negócios Internacionais (Curso Europeu, ensino em Inglês)",3043-A004,105.8,101.0,-4.8
Tecnologia Biomédica,3043-L069,104.2,103.0,-1.2
Design de Jogos Digitais,3045-8309,105.0,101.5,-3.5
Gestão e Administração Pública,3045-9165,110.0,111.0,1.0
Informática e Comunicações,3045-9188,,99.5,
Marketing,3045-9205,111.3,111.0,-0.3
Multimédia,3045-9213,95.0,95.5,0.5
Solicitadoria,3045-9242,118.6,117.0,-1.6
Turismo,3045-9254,103.8,102.0,-1.8
Engenharia de Proteção Civil,3051-8397,,114.5,
Agronomia,3051-9003,128.0,124.5,-3.5
Enfermagem Veterinária,3051-9085,128.0,126.0,-2.0
Biotecnologia Alimentar,3051-L093,,112.0,
Serviço Social,3052-9238,127.1,126.2,-0.9
Secretariado,3052-9485,95.0,95.5,0.5
Desporto e Atividade Física,3052-9850,126.1,122.0,-4.1
Educação Básica,3052-9853,112.7,110.5,-2.2
Engenharia das Energias Renováveis,3053-8463,,96.0,
Engenharia Civil,3053-9089,,99.0,
