Curso,Codigo,Nota_Real,Nota_Simulada,Erro
Design Multimédia,0400-9075,145.7,145.0,-0.7
Engenharia Civil,0400-9089,125.3,125.3,0.0
Engenharia e Gestão Industrial,0400-9104,125.4,125.2,-0.2
Engenharia Eletromecânica,0400-9105,123.5,123.5,0.0
Engenharia Eletrotécnica e de Computadores,0400-9112,124.3,124.5,0.2
Engenharia Informática,0400-9119,127.2,127.0,-0.2
Marketing,0400-9205,128.9,128.5,-0.4
Psicologia,0400-9219,162.1,163.0,0.9
Química Industrial,0400-9225,124.8,125.0,0.2
Sociologia,0400-9240,139.6,139.8,0.2
Arquitetura,0400-9257,149.7,149.5,-0.2
Ciências Biomédicas,0400-9351,158.4,158.5,0.1
Ciências Farmacêuticas,0400-9494,164.6,164.5,-0.1
Ciências do Desporto,0400-9707,139.0,139.0,0.0
Engenharia Aeronáutica,0400-9740,165.1,164.5,-0.6
Medicina,0400-9813,183.2,181.2,-2.0
Estudos Portugueses e Espanhóis,0400-9918,112.5,113.0,0.5
Física e Aplicações,0400-L205,143.1,142.8,-0.3
Química Medicinal,0501-8408,112.8,113.0,0.2
Biologia,0501-9011,156.5,156.5,0.0
Bioquímica,0501-9015,164.0,163.5,-0.5
Engenharia Civil,0501-9089,120.0,119.5,-0.5
Engenharia do Ambiente,0501-9099,116.8,117.0,0.2
Engenharia e Gestão Industrial,0501-9104,154.8,154.5,-0.3
Engenharia Física,0501-9113,158.3,158.5,0.2
Engenharia Informática,0501-9119,144.0,141.2,-2.8
Engenharia Mecânica,0501-9123,143.8,140.5,-3.3
Engenharia Química,0501-9125,133.3,132.3,-1.0
Física,0501-9141,147.0,147.0,0.0
Geologia,0501-9146,121.0,121.5,0.5
Matemática,0501-9209,134.0,134.0,0.0
Química,0501-9223,123.5,123.5,0.0
Arquitetura,0501-9257,148.5,144.5,-4.0
Antropologia,0501-9448,136.5,137.0,0.5
Engenharia Biomédica,0501-9455,170.5,170.5,0.0
Design e Multimédia,0501-9891,152.0,152.0,0.0
Engenharia Eletrotécnica e de Computadores,0501-L209,124.8,121.0,-3.8
Direito,0502-9078,168.5,169.8,1.3
Economia,0503-9081,142.5,139.0,-3.5
Gestão,0503-9147,160.0,160.0,0.0
Relações Internacionais,0503-9229,174.5,190.5,16.0
Ciências Farmacêuticas,0504-9494,164.0,162.0,-2.0
Ciências Bioanalíticas,0504-9819,153.8,153.0,-0.8
Farmácia Biomédica,0504-9832,156.2,156.0,-0.2
Português,0505-8393,141.0,141.5,0.5
Arqueologia,0505-9006,137.0,139.0,2.0
Estudos Artísticos,0505-9132,140.5,140.5,0.0
Estudos Clássicos,0505-9133,132.0,134.5,2.5
Estudos Europeus,0505-9135,159.0,160.0,1.0
Filosofia,0505-9139,148.0,150.0,2.0
Geografia,0505-9143,148.0,148.0,0.0
História,0505-9181,155.5,157.5,2.0
História da Arte,0505-9182,141.5,142.0,0.5
Ciência da Informação,0505-9694,135.2,136.0,0.8
Jornalismo e Comunicação,0505-9773,166.0,168.0,2.0
Línguas Modernas,0505-9779,159.5,160.5,1.0
"Turismo, Território e Patrimónios",0505-L109,145.5,146.2,0.7
Medicina Dentária,0506-9548,183.5,183.5,0.0
Medicina,0506-9813,185.2,181.2,-4.0
Ciências da Educação,0507-9026,146.5,147.0,0.5
Psicologia,0507-9219,168.2,169.5,1.3
Serviço Social,0507-9238,158.5,159.5,1.0
Ciências do Desporto,0508-9707,143.6,143.5,-0.1
Biologia Humana,0602-8262,138.5,138.5,0.0
Agronomia,0602-9003,128.1,128.0,-0.1
Biologia,0602-9011,149.0,149.0,0.0
Bioquímica,0602-9015,141.7,141.5,-0.2
Biotecnologia,0602-9016,138.0,138.0,0.0
Engenharia Informática,0602-9119,96.3,98.0,1.7
Geografia,0602-9143,136.8,137.0,0.2
Matemática Aplicada à Economia e à Gestão,0602-9210,122.3,122.2,-0.1
Enologia,0602-9752,95.0,99.2,4.2
Ciência e Tecnologia Animal,0602-9818,127.7,127.8,0.1
Medicina Veterinária,0602-9847,172.6,172.8,0.2
Ecologia e Ambiente,0602-L090,117.5,117.8,0.3
Design,0603-9069,150.7,150.5,-0.2
Teatro,0603-9243,143.8,144.0,0.2
Arquitetura,0603-9257,145.7,145.8,0.1
Artes Plásticas e Multimédia,0603-9347,138.2,137.5,-0.7
História e Arqueologia,0604-8251,137.0,137.0,0.0
Ciências da Educação,0604-9026,127.2,127.5,0.3
Economia,0604-9081,121.9,122.0,0.1
Gestão,0604-9147,151.7,151.5,-0.2
Psicologia,0604-9219,161.0,162.0,1.0
Relações Internacionais,0604-9229,153.4,153.5,0.1
Sociologia,0604-9240,134.7,135.0,0.3
Turismo,0604-9254,133.9,134.0,0.1
Património Cultural,0604-9787,119.1,120.0,0.9
Educação Básica,0604-9853,126.7,126.8,0.1
Línguas e Literaturas,0604-L047,129.2,129.0,-0.2
Ciências da Nutrição,0901-9554,175.3,177.2,1.9
Medicina,0901-9813,184.5,185.5,1.0
Arqueologia,0902-9006,141.0,145.0,4.0
Ciência Política e Relações Internacionais,0902-9020,176.5,194.5,18.0
Ciências da Comunicação,0902-9023,178.5,199.0,20.5
Ciências da Linguagem,0902-9040,149.5,153.5,4.0
Ciências Musicais,0902-9046,140.5,144.0,3.5
Filosofia,0902-9139,164.0,169.2,5.2
Geografia e Planeamento Regional,0902-9145,153.5,157.0,3.5
História,0902-9181,164.0,168.0,4.0
História da Arte,0902-9182,146.0,149.5,3.5
"Línguas, Literaturas e Culturas",0902-9204,162.5,95.0,-67.5
Sociologia,0902-9240,152.5,156.2,3.7
Tradução,0902-9252,167.5,95.0,-72.5
Antropologia,0902-9448,141.0,95.0,-46.0
Estudos Portugueses,0902-9917,140.0,144.0,4.0
Conservação - Restauro,0903-8036,156.6,160.2,3.6
Bioquímica,0903-9015,175.0,175.7,0.7
Engenharia Civil,0903-9089,132.0,134.2,2.2
Engenharia de Materiais,0903-9096,156.2,159.5,3.3
Engenharia do Ambiente,0903-9099,142.8,145.2,2.4
Engenharia e Gestão Industrial,0903-9104,166.6,168.8,2.2
Engenharia Física,0903-9113,176.0,179.0,3.0
Engenharia Informática,0903-9119,157.0,158.0,1.0
Engenharia Mecânica,0903-9123,167.4,169.8,2.4
Engenharia Química e Biológica,0903-9126,154.8,156.2,1.4
Química Aplicada,0903-9224,152.6,154.8,2.2
Biologia Celular e Molecular,0903-9348,178.0,179.2,1.2
Engenharia Biomédica,0903-9455,177.6,180.8,3.2
Engenharia Eletrotécnica e de Computadores,0903-L209,145.6,146.5,0.9
Engenharia de Micro e Nanotecnologias,0903-L231,155.0,156.5,1.5
Sistemas e Tecnologias de Informação,0906-8259,162.6,166.0,3.4
Gestão de Informação,0906-9155,170.3,173.2,2.9
Ciência de Dados,0906-L188,160.6,164.0,3.4
Direito,0911-9078,174.4,192.0,17.6
Geografia e Planeamento,1000-8183,146.4,146.5,0.1
Optometria e Ciências da Visão,1000-8184,135.2,135.0,-0.2
Direito (regime pós-laboral),1000-8358,168.2,170.0,1.8
Educação (regime pós-laboral),1000-8427,132.8,133.0,0.2
Design de Produto,1000-8494,154.0,154.0,0.0
Administração Pública,1000-9002,160.2,160.5,0.3
Arqueologia,1000-9006,139.0,139.0,0.0
Biologia e Geologia,1000-9012,144.0,144.0,0.0
Bioquímica,1000-9015,165.4,165.5,0.1
Ciência Política,1000-9019,159.8,160.0,0.2
Ciências da Comunicação,1000-9023,170.0,173.0,3.0
Contabilidade,1000-9056,162.8,163.0,0.2
Direito,1000-9078,176.0,198.0,22.0
Economia,1000-9081,165.6,165.5,-0.1
Engenharia Civil,1000-9089,122.8,122.5,-0.3
Engenharia de Materiais,1000-9096,148.0,148.0,0.0
Engenharia de Telecomunicações e Informática,1000-9098,119.6,119.2,-0.4
Engenharia e Gestão Industrial,1000-9104,179.4,179.5,0.1
Engenharia Física,1000-9113,168.2,168.0,-0.2
Engenharia Informática,1000-9119,154.0,153.8,-0.2
Engenharia Mecânica,1000-9123,163.0,162.5,-0.5
Engenharia Química e Biológica,1000-9126,146.4,146.0,-0.4
Engenharia Têxtil,1000-9127,118.6,118.5,-0.1
Estudos Culturais,1000-9134,151.8,152.5,0.7
Filosofia,1000-9139,139.6,139.5,-0.1
Física,1000-9141,131.6,131.5,-0.1
Geologia,1000-9146,125.4,125.5,0.1
Gestão,1000-9147,169.4,169.0,-0.4
História,1000-9181,154.8,155.0,0.2
Línguas Aplicadas,1000-9192,171.0,187.5,16.5
Línguas e Literaturas Europeias,1000-9195,153.8,154.0,0.2
Marketing,1000-9205,168.4,170.0,1.6
Matemática,1000-9209,137.4,137.5,0.1
Psicologia,1000-9219,168.2,168.8,0.6
Química,1000-9223,127.4,127.0,-0.4
Relações Internacionais,1000-9229,168.4,170.5,2.1
Sociologia,1000-9240,153.4,153.5,0.1
Teatro,1000-9243,141.8,142.0,0.2
Arquitetura,1000-9257,172.3,186.0,13.7
Educação,1000-9353,148.8,149.0,0.2
Ciências do Ambiente,1000-9379,140.0,140.0,0.0
Estatística Aplicada,1000-9381,118.0,118.2,0.2
Ciências da Computação,1000-9397,120.4,120.2,-0.2
Engenharia Biomédica,1000-9455,176.8,177.5,0.7
Design e Marketing de Moda,1000-9499,162.4,162.5,0.1
Biologia Aplicada,1000-9688,160.4,160.2,-0.2
Negócios Internacionais,1000-9785,170.2,170.8,0.6
Medicina,1000-9813,187.8,192.5,4.7
Artes Visuais,1000-9817,152.5,152.5,0.0
Educação Básica,1000-9853,143.8,143.2,-0.6
Estudos Portugueses,1000-9917,133.2,133.5,0.3
Criminologia e Justiça Criminal,1000-L078,170.0,172.5,2.5
Proteção Civil e Gestão do Território,1000-L112,125.2,125.5,0.3
Estudos Orientais: Estudos Chineses e Japoneses,1000-L147,164.4,165.5,1.1
Engenharia e Gestão de Sistemas de Informação,1000-L215,128.0,127.8,-0.2
Engenharia Eletrónica Industrial e Computadores,1000-L218,128.2,95.0,-33.2
Engenharia de Polímeros,1000-L229,130.6,130.2,-0.4
Ciências da Nutrição,1101-9554,166.5,167.8,1.3
Arquitetura,1102-9257,184.0,199.0,15.0
Arquitetura Paisagista,1103-8258,151.5,155.2,3.7
Biologia,1103-9011,165.0,165.5,0.5
Bioquímica,1103-9015,180.5,182.3,1.8
Engenharia Física,1103-9113,169.5,170.8,1.3
Física,1103-9141,162.0,164.5,2.5
Geologia,1103-9146,132.5,135.5,3.0
Matemática,1103-9209,165.5,168.5,3.0
Química,1103-9223,123.3,123.8,0.5
Ciência de Computadores,1103-9696,146.5,150.0,3.5
Ciências e Tecnologia do Ambiente,1103-9709,144.0,147.0,3.0
Engenharia Geoespacial,1103-L096,128.0,95.0,-33.0
Inteligência Artificial e Ciência de Dados,1103-L227,163.5,166.5,3.0
Economia,1104-9081,169.5,169.8,0.3
Gestão,1104-9147,175.8,179.8,4.0
Engenharia Civil,1105-9089,117.5,118.8,1.3
Engenharia de Materiais,1105-9096,145.5,149.0,3.5
Engenharia do Ambiente,1105-9099,129.5,132.5,3.0
Engenharia e Gestão Industrial,1105-9104,189.8,196.2,6.4
Engenharia Mecânica,1105-9123,179.8,180.8,1.0
Engenharia Química,1105-9125,170.8,173.0,2.2
Bioengenharia,1105-9540,187.5,193.8,6.3
Engenharia Eletrotécnica e de Computadores,1105-L209,124.5,124.5,0.0
Engenharia Informática e Computação,1105-L224,172.5,174.2,1.7
Engenharia de Minas e Geo-Ambiente,1105-L236,123.0,125.8,2.8
Ciências Farmacêuticas,1106-9494,169.3,169.2,-0.1
Arqueologia,1107-9006,142.8,145.5,2.7
Ciências da Linguagem,1107-9040,138.2,95.0,-43.2
Filosofia,1107-9139,141.2,144.5,3.3
Geografia,1107-9143,149.0,95.0,-54.0
História,1107-9181,161.8,164.7,2.9
História da Arte,1107-9182,145.6,95.0,-50.6
Línguas Aplicadas,1107-9192,178.8,95.0,-83.8
Línguas e Relações Internacionais,1107-9197,185.4,95.0,-90.4
"Línguas, Literaturas e Culturas",1107-9204,170.0,95.0,-75.0
Sociologia,1107-9240,162.4,95.0,-67.4
Ciência da Informação,1107-9694,145.4,149.0,3.6
Medicina,1108-9813,188.2,192.3,4.1
Ciências da Educação,1109-9026,155.5,159.5,4.0
Psicologia,1109-9219,176.5,192.5,16.0
Ciências do Meio Aquático,1110-9708,162.0,165.2,3.2
Medicina,1110-9813,190.3,196.8,6.5
Medicina Veterinária,1110-9847,181.0,184.0,3.0
Ciências do Desporto,1111-9707,157.5,156.5,-1.0
Medicina Dentária,1113-9548,184.8,188.8,4.0
Criminologia,1114-9066,172.0,191.8,19.8
Direito,1114-9078,177.2,195.2,18.0
Medicina Veterinária,1201-9847,175.1,172.5,-2.6
Animação Sociocultural,1202-9005,117.8,118.2,0.4
Ciências da Comunicação,1202-9023,149.0,95.0,-54.0
Economia,1202-9081,130.4,95.0,-35.4
Gestão,1202-9147,160.2,160.0,-0.2
Línguas e Relações Empresariais,1202-9196,146.8,95.0,-51.8
"Línguas, Literaturas e Culturas",1202-9204,141.8,95.0,-46.8
Psicologia,1202-9219,164.1,95.0,-69.1
Serviço Social,1202-9238,147.0,147.0,0.0
Turismo,1202-9254,136.6,136.5,-0.1
Teatro e Artes Performativas,1202-9803,128.5,128.5,0.0
Educação Básica,1202-9853,129.6,129.5,-0.1
Comunicação e Multimédia,1203-9052,136.3,136.5,0.2
Engenharia Civil,1203-9089,119.3,119.2,-0.1
Engenharia e Gestão Industrial,1203-9104,116.3,116.2,-0.1
Engenharia Informática,1203-9119,115.8,115.2,-0.6
Engenharia Mecânica,1203-9123,127.8,127.8,0.0
Engenharia Biomédica,1203-9455,145.6,145.5,-0.1
Matemática Aplicada e Ciência de Dados,1203-L193,125.6,125.8,0.2
Engenharia Eletrotécnica e de Computadores,1203-L209,126.2,126.2,0.0
Biologia,1204-9011,143.9,144.0,0.1
Biologia e Geologia,1204-9012,139.1,139.2,0.1
Bioquímica,1204-9015,147.1,146.8,-0.3
Ciências do Ambiente,1204-9379,127.7,127.8,0.1
Bioengenharia,1204-9540,132.4,132.2,-0.2
Ciências da Nutrição,1204-9554,155.5,155.5,0.0
Ciências do Desporto,1204-9707,144.9,144.5,-0.4
Genética e Biotecnologia,1204-9761,150.6,150.2,-0.4
Design,1306-9069,130.3,130.0,-0.3
Línguas e Relações Empresariais,1306-9196,138.9,139.0,0.1
Psicologia,1306-9219,156.9,157.5,0.6
"Comunicação, Cultura e Organizações",1306-9720,123.1,123.5,0.4
Artes Visuais,1306-9817,124.3,124.0,-0.3
Estudos de Cultura,1306-L150,106.8,108.5,1.7
Bioquímica,1307-9015,127.1,127.0,-0.1
Engenharia Civil,1307-9089,,95.8,
Engenharia Eletrónica e Telecomunicações,1307-9107,124.2,124.2,0.0
Ciências da Educação,1308-9026,125.8,126.0,0.2
Economia,1308-9081,123.6,123.5,-0.1
Gestão,1308-9147,134.8,134.5,-0.3
Educação Física e Desporto,1308-9736,141.5,142.0,0.5
Educação Básica,1308-9853,124.8,124.8,0.0
Ciclo Básico de Medicina,1309-8083,182.8,181.5,-1.3
Biologia,1309-9011,136.8,136.5,-0.3
Enfermagem,1320-9500,159.5,159.5,0.0
Direção e Gestão Hoteleira,1321-9076,130.8,131.0,0.2
Design,1501-9069,175.0,175.5,0.5
Design de Moda,1501-9071,169.0,169.0,0.0
Arquitetura,1501-9257,163.5,163.5,0.0
Desenho,1502-8399,177.0,194.8,17.8
Design de Comunicação,1502-9070,181.0,196.5,15.5
Design de Equipamento,1502-9072,163.5,162.8,-0.7
Escultura,1502-9754,160.0,159.5,-0.5
Pintura,1502-9790,175.5,190.2,14.7
Arte Multimédia,1502-9904,174.5,175.5,1.0
Ciências da Arte e do Património,1502-L010,161.0,160.8,-0.2
Biologia,1503-9011,169.5,166.5,-3.0
Bioquímica,1503-9015,165.3,165.2,-0.1
Engenharia Física,1503-9113,168.3,167.5,-0.8
Engenharia Informática,1503-9119,152.0,152.0,0.0
Física,1503-9141,169.8,170.5,0.7
Geologia,1503-9146,148.0,147.8,-0.2
Matemática,1503-9209,151.0,151.0,0.0
"Meteorologia, Oceanografia e Geofísica",1503-9212,108.5,108.5,0.0
Química,1503-9223,153.0,153.0,0.0
Química Tecnológica,1503-9226,140.3,140.0,-0.3
Estatística Aplicada,1503-9381,129.0,129.0,0.0
Matemática Aplicada,1503-9385,155.5,155.5,0.0
Tecnologias de Informação,1503-L079,137.5,137.5,0.0
Engenharia Geoespacial,1503-L096,110.0,110.0,0.0
Engenharia Biomédica e Biofísica,1503-L204,174.8,175.2,0.4
Engenharia da Energia e Ambiente,1503-L214,120.8,120.8,0.0
Direito (regime pós-laboral),1504-8358,155.5,155.5,0.0
Direito,1504-9078,162.5,161.5,-1.0
Ciências Farmacêuticas,1505-9494,166.0,164.8,-1.2
Artes e Humanidades,1506-8413,143.5,143.5,0.0
Estudos Gerais,1506-8458,155.5,156.0,0.5
Arqueologia,1506-9006,142.5,142.5,0.0
Ciências da Linguagem,1506-9040,136.0,136.0,0.0
Estudos Africanos,1506-9131,132.0,132.5,0.5
Estudos Clássicos,1506-9133,136.0,136.0,0.0
Estudos Europeus,1506-9135,158.5,158.8,0.3
Filosofia,1506-9139,153.0,153.2,0.2
História,1506-9181,154.5,155.0,0.5
História da Arte,1506-9182,144.5,144.8,0.3
"Línguas, Literaturas e Culturas",1506-9204,151.5,151.5,0.0
Tradução,1506-9252,150.8,151.0,0.2
Estudos Asiáticos,1506-9914,161.0,162.0,1.0
Estudos Portugueses,1506-9917,138.0,138.2,0.2
Estudos Comparatistas,1506-L097,140.5,140.5,0.0
Ciências da Nutrição,1507-9554,175.3,175.5,0.2
Medicina,1507-9813,183.5,183.5,0.0
Medicina Dentária,1508-9548,182.8,182.8,0.0
Higiene Oral,1508-9556,149.5,149.2,-0.3
Prótese Dentária,1508-9791,145.0,145.0,0.0
Medicina Veterinária,1509-9847,175.8,175.8,0.0
Dança,1510-9068,108.5,109.0,0.5
Gestão do Desporto,1510-9162,157.0,157.0,0.0
Ciências do Desporto,1510-9707,145.0,144.8,-0.2
Reabilitação Psicomotora,1510-9841,149.5,149.2,-0.3
Psicologia,1511-9219,165.3,164.8,-0.5
Educação e Formação,1513-L040,137.0,137.0,0.0
Planeamento e Gestão do Território,1514-8411,146.0,146.0,0.0
Geografia,1514-9143,146.5,146.2,-0.3
Arquitetura Paisagista,1515-8258,156.0,156.0,0.0
Engenharia Florestal e dos Recursos Naturais,1515-8377,116.3,116.2,-0.1
Biologia,1515-9011,156.5,155.5,-1.0
Engenharia Agronómica,1515-9086,127.0,126.8,-0.2
Engenharia Alimentar,1515-9087,119.5,119.5,0.0
Engenharia do Ambiente,1515-9099,126.5,126.5,0.0
Engenharia Zootécnica,1515-9129,126.5,126.2,-0.3
Serviço Social (regime pós-laboral),1516-8014,144.5,144.5,0.0
Administração Pública (regime pós-laboral),1516-8102,142.0,142.0,0.0
Sociologia (regime pós-laboral),1516-8109,133.5,134.0,0.5
Gestão de Recursos Humanos (regime pós-laboral),1516-8111,146.5,146.5,0.0
Administração Pública e Políticas do Território (regime pós-laboral),1516-8363,133.0,133.0,0.0
Relações Internacionais (regime pós-laboral),1516-8364,156.5,157.0,0.5
Administração Pública,1516-9002,156.0,156.0,0.0
Ciência Política,1516-9019,164.5,165.5,1.0
Ciências da Comunicação,1516-9023,175.0,194.5,19.5
Gestão de Recursos Humanos,1516-9157,166.0,167.5,1.5
Relações Internacionais,1516-9229,174.0,188.5,14.5
Serviço Social,1516-9238,159.0,159.5,0.5
Sociologia,1516-9240,149.0,149.5,0.5
Antropologia,1516-9448,136.0,136.0,0.0
Engenharia Civil,1518-9089,140.8,140.5,-0.3
Engenharia de Materiais,1518-9096,163.0,162.5,-0.5
Engenharia do Ambiente,1518-9099,157.5,157.5,0.0
Engenharia Informática e de Computadores,1518-9121,174.0,172.5,-1.5
Engenharia Mecânica,1518-9123,180.3,180.2,-0.1
Engenharia Química,1518-9125,168.5,168.5,0.0
Arquitetura,1518-9257,162.0,161.8,-0.2
Matemática Aplicada e Computação,1518-9345,184.5,200.0,15.5
Engenharia Biomédica,1518-9455,183.5,186.2,2.7
Engenharia Biológica,1518-9474,176.3,176.5,0.2
Engenharia Naval e Oceânica,1518-L162,166.3,166.5,0.2
Engenharia Eletrotécnica e de Computadores,1518-L209,165.5,165.5,0.0
Engenharia Aeroespacial,1518-L221,190.5,198.2,7.7
Engenharia Física Tecnológica,1518-L233,189.5,195.0,5.5
Engenharia de Minas e Recursos Energéticos,1518-L239,128.3,128.2,-0.1
Engenharia de Telecomunicações e Informática,1519-9098,147.3,147.0,-0.3
Engenharia e Gestão Industrial,1519-9104,175.5,175.8,0.3
Engenharia Informática e de Computadores,1519-9121,165.0,164.5,-0.5
Engenharia Eletrónica,1519-9912,153.5,153.5,0.0
Marketing (regime pós-laboral),3011-8005,137.9,138.0,0.1
Contabilidade,3011-9056,140.6,140.5,-0.1
Finanças,3011-9140,158.1,158.5,0.4
Marketing,3011-9205,160.5,161.5,1.0
Contabilidade (regime pós-laboral),3011-9869,112.5,112.5,0.0
Finanças (regime pós-laboral),3011-9888,111.9,112.0,0.1
Gestão da Qualidade,3012-8405,128.9,129.0,0.1
Secretariado e Comunicação Empresarial,3012-9235,141.1,141.5,0.4
Gestão Comercial,3012-L021,144.9,145.5,0.6
Gestão Pública,3012-L140,135.3,135.5,0.2
Eletrónica e Mecânica Industrial,3012-L194,148.5,148.5,0.0
Enfermagem,3013-9500,163.2,163.0,-0.2
Fisioterapia,3013-9504,171.0,171.0,0.0
Terapia da Fala,3013-9890,144.6,144.5,-0.1
Imagem Médica e Radioterapia,3013-L066,157.4,157.2,-0.2
Design de Produto e Tecnologia,3014-L138,145.2,145.2,0.0
Agronomia,3021-9003,105.8,106.5,0.7
Engenharia do Ambiente,3021-9099,,95.0,
Ciência e Tecnologia dos Alimentos,3021-9350,128.5,128.5,0.0
Audiovisual e Multimédia,3022-9010,130.1,130.2,0.1
Serviço Social,3022-9238,125.3,125.5,0.2
Desporto,3022-9563,135.7,135.8,0.1
Educação Básica,3022-9853,120.4,120.2,-0.2
Engenharia Informática,3023-9119,116.2,116.2,0.0
Gestão de Empresas,3023-9152,129.1,129.2,0.1
Solicitadoria,3023-9242,139.3,139.5,0.2
Turismo,3023-9254,105.0,106.5,1.5
Gestão de Empresas (regime pós-laboral),3023-9994,150.4,150.8,0.4
Solicitadoria (regime pós-laboral),3031-8015,134.7,134.8,0.1
Contabilidade,3031-9056,149.8,149.8,0.0
Finanças,3031-9140,145.6,145.5,-0.1
Gestão de Empresas,3031-9152,157.5,157.5,0.0
Solicitadoria,3031-9242,155.8,156.0,0.2
Fiscalidade,3031-9759,138.4,138.5,0.1
Contabilidade (regime pós-laboral),3031-9869,127.8,127.8,0.0
Fiscalidade (regime pós-laboral),3031-9990,112.0,112.2,0.2
Gestão de Empresas (regime pós-laboral),3031-9994,141.3,141.2,-0.1
Gestão Pública,3031-L140,143.0,143.0,0.0
Engenharia em Desenvolvimento de Jogos Digitais,3032-8311,130.1,130.0,-0.1
Engenharia de Sistemas Informáticos,3032-8409,126.2,126.0,-0.2
Engenharia de Sistemas Informáticos (regime pós-laboral),3032-8417,127.8,127.8,0.0
Engenharia e Gestão Industrial,3032-9104,123.3,95.0,-28.3
