Curso,Codigo,Nota_Real,Nota_Simulada,Erro
Engenharia do Ambiente,0903-9099,130.6,126.5,-4.1
Engenharia e Gestão Industrial,0903-9104,161.8,163.0,1.2
Engenharia Física,0903-9113,174.4,200.0,25.6
Engenharia Geológica,0903-9116,128.6,128.5,-0.1
Engenharia Informática,0903-9119,161.6,163.0,1.4
Engenharia Mecânica,0903-9123,163.6,165.5,1.9
Engenharia Química e Biológica,0903-9126,135.2,131.5,-3.7
Matemática,0903-9209,167.5,171.0,3.5
Química Aplicada,0903-9224,144.8,144.5,-0.3
Biologia Celular e Molecular,0903-9348,171.2,171.0,-0.2
Engenharia Biomédica,0903-9455,167.0,166.0,-1.0
Matemática Aplicada à Gestão do Risco,0903-L167,172.6,200.0,27.4
Engenharia Eletrotécnica e de Computadores,0903-L209,117.4,113.5,-3.9
Engenharia de Micro e Nanotecnologias,0903-L231,119.6,114.5,-5.1
Tecnologia Agro-Industrial,0903-L286,125.9,127.5,1.6
Economia,0904-9081,173.5,182.5,9.0
Gestão,0904-9147,178.5,200.0,21.5
Sistemas e Tecnologias de Informação,0906-8259,166.9,173.5,6.6
Gestão de Informação,0906-9155,171.8,182.0,10.2
Ciência de Dados,0906-L188,174.6,200.0,25.4
Direito,0911-9078,173.6,194.8,21.2
Geografia e Planeamento,1000-8183,139.0,130.0,-9.0
Optometria e Ciências da Visão,1000-8184,117.8,115.0,-2.8
Direito (regime pós-laboral),1000-8358,173.2,200.0,26.8
Educação (regime pós-laboral),1000-8427,140.8,139.5,-1.3
Design de Produto,1000-8494,145.8,143.5,-2.3
Administração Pública,1000-9002,154.6,149.0,-5.6
Arqueologia,1000-9006,140.2,140.5,0.3
Biologia e Geologia,1000-9012,144.2,143.0,-1.2
Bioquímica,1000-9015,153.8,154.5,0.7
Ciência Política,1000-9019,158.8,159.5,0.7
Ciências da Comunicação,1000-9023,169.0,186.0,17.0
Contabilidade,1000-9056,161.2,163.5,2.3
Direito,1000-9078,177.4,199.0,21.6
Economia,1000-9081,167.6,170.0,2.4
Engenharia Civil,1000-9089,140.6,136.5,-4.1
Engenharia de Materiais,1000-9096,136.8,133.0,-3.8
Engenharia de Telecomunicações e Informática,1000-9098,116.4,112.0,-4.4
Engenharia e Gestão Industrial,1000-9104,173.8,199.5,25.7
Engenharia Física,1000-9113,148.4,145.5,-2.9
Engenharia Informática,1000-9119,165.6,171.5,5.9
Engenharia Mecânica,1000-9123,164.8,169.5,4.7
Engenharia Química e Biológica,1000-9126,140.8,134.5,-6.3
Engenharia Têxtil,1000-9127,123.4,123.5,0.1
Estudos Culturais,1000-9134,160.4,191.5,31.1
Filosofia,1000-9139,142.4,143.8,1.4
Física,1000-9141,117.6,113.0,-4.6
Geologia,1000-9146,132.8,133.0,0.2
Gestão,1000-9147,171.8,170.0,-1.8
História,1000-9181,157.6,184.0,26.4
Línguas Aplicadas,1000-9192,168.2,175.5,7.3
Línguas e Literaturas Europeias,1000-9195,161.6,190.5,28.9
Marketing,1000-9205,172.2,199.5,27.3
Matemática,1000-9209,151.0,151.2,0.2
Psicologia,1000-9219,171.2,200.0,28.8
Química,1000-9223,132.0,128.5,-3.5
Relações Internacionais,1000-9229,162.2,153.0,-9.2
Sociologia,1000-9240,151.4,152.5,1.1
Teatro,1000-9243,150.0,150.5,0.5
Arquitetura,1000-9257,167.5,170.5,3.0
Educação,1000-9353,151.0,155.0,4.0
Ciências do Ambiente,1000-9379,137.0,136.0,-1.0
Estatística Aplicada,1000-9381,136.4,135.0,-1.4
Ciências da Computação,1000-9397,148.6,144.8,-3.8
Engenharia Biomédica,1000-9455,171.2,192.5,21.3
Design e Marketing de Moda,1000-9499,164.0,198.5,34.5
Biologia Aplicada,1000-9688,154.2,155.5,1.3
Negócios Internacionais,1000-9785,160.0,161.5,1.5
Medicina,1000-9813,182.8,195.0,12.2
Artes Visuais,1000-9817,150.5,142.0,-8.5
Educação Básica,1000-9853,152.8,155.0,2.2
Estudos Portugueses,1000-9917,141.8,141.5,-0.3
Criminologia e Justiça Criminal,1000-L078,168.8,188.5,19.7
Proteção Civil e Gestão do Território,1000-L112,126.0,126.5,0.5
Estudos Orientais: Estudos Chineses e Japoneses,1000-L147,152.2,145.5,-6.7
Ciência de Dados,1000-L188,146.0,145.2,-0.8
Engenharia e Gestão de Sistemas de Informação,1000-L215,142.0,139.8,-2.2
Engenharia Eletrónica Industrial e Computadores,1000-L218,114.8,95.0,-19.8
Engenharia Aeroespacial,1000-L221,188.6,200.0,11.4
Engenharia de Polímeros,1000-L229,127.4,126.0,-1.4
Ciências da Nutrição,1101-9554,152.0,143.5,-8.5
Arquitetura,1102-9257,184.5,200.0,15.5
Arquitetura Paisagista,1103-8258,152.5,155.5,3.0
Biologia,1103-9011,158.0,153.0,-5.0
Bioquímica,1103-9015,166.5,160.5,-6.0
Engenharia Agronómica,1103-9086,129.5,124.5,-5.0
Engenharia Física,1103-9113,147.0,138.5,-8.5
Física,1103-9141,125.3,115.0,-10.3
Geologia,1103-9146,127.0,122.0,-5.0
Matemática,1103-9209,159.5,160.0,0.5
Química,1103-9223,120.8,120.0,-0.8
Matemática Aplicada,1103-9385,140.5,95.0,-45.5
Bioinformática,1103-9687,165.3,174.5,9.2
Ciência de Computadores,1103-9696,159.0,161.5,2.5
Ciências e Tecnologia do Ambiente,1103-9709,137.5,136.5,-1.0
Engenharia Geoespacial,1103-L096,139.0,137.8,-1.2
Inteligência Artificial e Ciência de Dados,1103-L227,179.5,200.0,20.5
Economia,1104-9081,173.0,184.0,11.0
Gestão,1104-9147,179.0,199.0,20.0
Engenharia Civil,1105-9089,136.5,134.0,-2.5
Engenharia de Materiais,1105-9096,148.8,149.0,0.2
Engenharia do Ambiente,1105-9099,133.5,129.0,-4.5
Engenharia e Gestão Industrial,1105-9104,185.5,200.0,14.5
Engenharia Mecânica,1105-9123,175.3,196.5,21.2
Engenharia Química,1105-9125,159.8,160.0,0.2
Bioengenharia,1105-9540,184.5,200.0,15.5
Engenharia Eletrotécnica e de Computadores,1105-L209,145.3,143.0,-2.3
Engenharia Informática e Computação,1105-L224,171.3,189.5,18.2
Engenharia de Minas e Geo-Ambiente,1105-L236,121.0,118.0,-3.0
Ciências Farmacêuticas,1106-9494,152.8,139.5,-13.3
Arqueologia,1107-9006,143.8,143.5,-0.3
Ciências da Comunicação,1107-9023,175.6,200.0,24.4
Ciências da Linguagem,1107-9040,148.0,95.0,-53.0
Filosofia,1107-9139,145.8,142.8,-3.0
Geografia,1107-9143,144.0,161.0,17.0
História,1107-9181,160.2,172.5,12.3
História da Arte,1107-9182,146.6,151.5,4.9
Línguas Aplicadas,1107-9192,172.4,95.0,-77.4
Línguas e Relações Internacionais,1107-9197,182.8,95.0,-87.8
"Línguas, Literaturas e Culturas",1107-9204,169.8,95.0,-74.8
Sociologia,1107-9240,154.4,95.0,-59.4
Ciência da Informação,1107-9694,152.0,152.2,0.2
Literatura e Estudos Interartes,1107-L251,156.8,95.0,-61.8
Medicina,1108-9813,183.5,185.5,2.0
Ciências da Educação,1109-9026,161.5,192.0,30.5
Psicologia,1109-9219,168.8,199.2,30.4
Ciências do Meio Aquático,1110-9708,153.5,150.5,-3.0
Medicina,1110-9813,186.8,200.0,13.2
Medicina Veterinária,1110-9847,172.8,194.0,21.2
Ciências do Desporto,1111-9707,151.5,149.8,-1.7
Medicina Dentária,1113-9548,176.8,200.0,23.2
Criminologia,1114-9066,174.4,196.0,21.6
Direito,1114-9078,181.4,199.2,17.8
Engenharia Agronómica,1201-9086,128.0,127.0,-1.0
Engenharia Zootécnica,1201-9129,141.6,140.0,-1.6
Enologia,1201-9752,119.4,120.5,1.1
Medicina Veterinária,1201-9847,170.2,175.5,5.3
Engenharia e Biotecnologia Florestal,1201-L237,154.7,181.5,26.8
Animação Sociocultural,1202-9005,127.7,123.5,-4.2
Ciências da Comunicação,1202-9023,152.7,95.0,-57.7
Economia,1202-9081,143.8,95.0,-48.8
Gestão,1202-9147,163.4,165.5,2.1
Línguas e Relações Empresariais,1202-9196,155.4,95.0,-60.4
"Línguas, Literaturas e Culturas",1202-9204,152.8,95.0,-57.8
Psicologia,1202-9219,166.3,193.5,27.2
Serviço Social,1202-9238,150.0,152.0,2.0
Turismo,1202-9254,135.2,133.5,-1.7
Teatro e Artes Performativas,1202-9803,137.2,133.0,-4.2
Educação Básica,1202-9853,143.8,142.5,-1.3
Cultura e Transformação Digital,1202-L312,118.3,95.0,-23.3
Comunicação e Multimédia,1203-9052,139.0,138.5,-0.5
Engenharia Civil,1203-9089,121.1,119.5,-1.6
Engenharia e Gestão Industrial,1203-9104,125.8,124.5,-1.3
Engenharia Física,1203-9113,154.7,156.0,1.3
Engenharia Informática,1203-9119,129.7,131.0,1.3
Engenharia Mecânica,1203-9123,133.0,134.5,1.5
Engenharia Biomédica,1203-9455,138.4,138.0,-0.4
Matemática Aplicada e Ciência de Dados,1203-L193,125.6,123.0,-2.6
Engenharia Eletrotécnica e de Computadores,1203-L209,122.5,121.0,-1.5
Design Sustentável,1203-L253,126.0,120.5,-5.5
Biologia,1204-9011,123.3,119.0,-4.3
Biologia e Geologia,1204-9012,121.6,120.0,-1.6
Bioquímica,1204-9015,129.8,126.5,-3.3
Ciências Biomédicas,1204-9351,142.1,138.0,-4.1
Ciências do Ambiente,1204-9379,116.8,114.0,-2.8
Bioengenharia,1204-9540,131.2,131.5,0.3
Ciências da Nutrição,1204-9554,140.5,137.0,-3.5
Ciências do Desporto,1204-9707,145.1,146.0,0.9
Genética e Biotecnologia,1204-9761,113.6,104.5,-9.1
Design,1306-9069,129.9,131.5,1.6
Línguas e Relações Empresariais,1306-9196,146.5,142.5,-4.0
Psicologia,1306-9219,155.9,162.0,6.1
"Comunicação, Cultura e Organizações",1306-9720,131.8,128.0,-3.8
Artes Visuais,1306-9817,122.3,123.0,0.7
Estudos de Cultura,1306-L150,96.0,95.0,-1.0
Bioquímica,1307-9015,97.0,98.0,1.0
Engenharia Civil,1307-9089,126.1,122.0,-4.1
Engenharia Eletrónica e Telecomunicações,1307-9107,161.6,165.8,4.2
Engenharia Informática,1307-9119,120.2,119.8,-0.4
Matemática,1307-9209,,144.2,
Engenharia de Computadores,1307-L208,,126.5,
Ciências da Educação,1308-9026,136.6,133.0,-3.6
Economia,1308-9081,109.3,109.5,0.2
Gestão,1308-9147,150.4,149.0,-1.4
Educação Física e Desporto,1308-9736,145.5,144.5,-1.0
Educação Básica,1308-9853,140.0,138.8,-1.2
Ciclo Básico de Medicina,1309-8083,177.5,175.0,-2.5
Biologia,1309-9011,140.3,138.5,-1.8
Enfermagem,1320-9500,156.5,158.0,1.5
Direção e Gestão Hoteleira,1321-9076,113.6,106.5,-7.1
Design,1501-9069,171.5,199.0,27.5
Design de Moda,1501-9071,165.5,176.0,10.5
Arquitetura,1501-9257,160.0,174.0,14.0
Desenho,1502-8399,174.0,195.8,21.8
Design de Comunicação,1502-9070,164.5,151.0,-13.5
Design de Equipamento,1502-9072,158.0,168.0,10.0
Escultura,1502-9754,151.5,152.0,0.5
Pintura,1502-9790,168.0,180.0,12.0
Arte Multimédia,1502-9904,164.5,153.5,-11.0
Ciências da Arte e do Património,1502-L010,151.0,149.5,-1.5
Biologia,1503-9011,160.5,160.0,-0.5
Bioquímica,1503-9015,152.5,152.0,-0.5
Engenharia Física,1503-9113,155.0,156.0,1.0
Engenharia Informática,1503-9119,158.5,161.8,3.3
Física,1503-9141,154.0,151.5,-2.5
Geologia,1503-9146,137.0,136.0,-1.0
Matemática,1503-9209,152.0,151.8,-0.2
"Meteorologia, Oceanografia e Geofísica",1503-9212,123.3,115.0,-8.3
Química,1503-9223,145.0,145.5,0.5
Química Tecnológica,1503-9226,109.8,109.5,-0.3
Estatística Aplicada,1503-9381,145.5,147.0,1.5
Matemática Aplicada,1503-9385,157.0,159.2,2.2
Tecnologias de Informação,1503-L079,147.5,149.8,2.3
Engenharia Geoespacial,1503-L096,123.0,122.5,-0.5
Engenharia Biomédica e Biofísica,1503-L204,147.0,139.5,-7.5
Engenharia da Energia e Ambiente,1503-L214,123.3,119.0,-4.3
Direito (regime pós-laboral),1504-8358,155.0,174.8,19.8
Direito,1504-9078,159.8,185.2,25.4
Ciências Farmacêuticas,1505-9494,151.3,143.0,-8.3
"Estudos Artísticos, variante de Artes do Espetáculo",1506-8104,158.0,164.5,6.5
Artes e Humanidades,1506-8413,141.0,139.5,-1.5
Estudos Gerais,1506-8458,153.5,155.5,2.0
Arqueologia,1506-9006,141.0,140.5,-0.5
Ciências da Linguagem,1506-9040,139.5,140.0,0.5
Estudos Africanos,1506-9131,132.5,132.5,0.0
Estudos Clássicos,1506-9133,140.5,139.5,-1.0
Estudos Europeus,1506-9135,153.5,153.5,0.0
Filosofia,1506-9139,146.5,146.0,-0.5
História,1506-9181,153.5,149.5,-4.0
História da Arte,1506-9182,140.5,139.5,-1.0
"Línguas, Literaturas e Culturas",1506-9204,130.0,121.0,-9.0
Tradução,1506-9252,151.5,151.0,-0.5
Estudos Asiáticos,1506-9914,148.5,144.5,-4.0
Estudos Portugueses,1506-9917,141.5,141.0,-0.5
Estudos Comparatistas,1506-L097,147.0,146.5,-0.5
Estudos de Cultura e Comunicação Intercultural,1506-L288,152.0,155.5,3.5
Ciências da Nutrição,1507-9554,164.8,185.0,20.2
Medicina,1507-9813,179.5,191.0,11.5
Medicina Dentária,1508-9548,178.3,181.5,3.2
Higiene Oral,1508-9556,151.3,152.0,0.7
Prótese Dentária,1508-9791,144.8,146.0,1.2
Medicina Veterinária,1509-9847,163.5,151.0,-12.5
Dança,1510-9068,120.5,122.0,1.5
Gestão do Desporto,1510-9162,156.0,156.5,0.5
Ciências do Desporto,1510-9707,132.0,130.2,-1.8
Reabilitação Psicomotora,1510-9841,140.0,136.0,-4.0
Psicologia,1511-9219,165.0,194.0,29.0
Educação e Formação,1513-L040,140.0,134.5,-5.5
Planeamento e Gestão do Território,1514-8411,139.0,137.0,-2.0
Geografia,1514-9143,137.0,129.5,-7.5
Arquitetura Paisagista,1515-8258,145.5,148.0,2.5
Engenharia Florestal e dos Recursos Naturais,1515-8377,116.8,111.5,-5.3
Biologia,1515-9011,144.5,144.0,-0.5
Engenharia Agronómica,1515-9086,115.5,112.0,-3.5
Engenharia Alimentar,1515-9087,117.8,116.5,-1.3
Engenharia do Ambiente,1515-9099,122.5,113.0,-9.5
Engenharia Zootécnica,1515-9129,123.3,120.0,-3.3
Serviço Social (regime pós-laboral),1516-8014,137.5,135.5,-2.0
Administração Pública (regime pós-laboral),1516-8102,138.5,136.0,-2.5
Sociologia (regime pós-laboral),1516-8109,133.5,133.5,0.0
Gestão de Recursos Humanos (regime pós-laboral),1516-8111,148.0,147.0,-1.0
Administração Pública e Políticas do Território (regime pós-laboral),1516-8363,131.0,131.5,0.5
Relações Internacionais (regime pós-laboral),1516-8364,155.0,157.0,2.0
Administração Pública,1516-9002,149.0,147.5,-1.5
Ciência Política,1516-9019,159.0,158.0,-1.0
Ciências da Comunicação,1516-9023,167.5,186.5,19.0
Gestão de Recursos Humanos,1516-9157,159.0,155.0,-4.0
Relações Internacionais,1516-9229,168.0,188.0,20.0
Serviço Social,1516-9238,151.0,149.5,-1.5
Sociologia,1516-9240,146.5,145.5,-1.0
Antropologia,1516-9448,137.0,135.5,-1.5
