Curso,Codigo,Nota_Real,Nota_Simulada,Erro
Gestão,0400-9147,160.0,160.0,0.0
Marketing,0400-9205,143.0,138.8,-4.2
Psicologia,0400-9219,166.0,153.0,-13.0
Química Industrial,0400-9225,126.0,130.5,4.5
Sociologia,0400-9240,147.0,141.0,-6.0
Arquitetura,0400-9257,167.0,178.0,11.0
Ciências Biomédicas,0400-9351,155.0,155.0,0.0
Ciências Farmacêuticas,0400-9494,160.0,161.5,1.5
Ciências do Desporto,0400-9707,146.0,141.5,-4.5
Engenharia Aeronáutica,0400-9740,165.0,164.5,-0.5
Medicina,0400-9813,180.0,172.0,-8.0
Matemática e Aplicações,0400-9835,169.0,174.0,5.0
Estudos Portugueses e Espanhóis,0400-9918,139.0,140.0,1.0
Inteligência Artificial e Ciência de Dados,0400-L227,147.0,143.8,-3.2
Tecnologia e Produto de Moda Sustentável,0400-L258,129.0,129.5,0.5
Engenharia Mecânica Computacional,0400-L295,166.0,165.5,-0.5
"Informática Web, Móvel e na Nuvem",0400-L303,134.0,133.2,-0.8
Computação Criativa e Realidade Virtual,0400-L331,146.0,145.0,-1.0
Química Medicinal,0501-8408,135.0,138.0,3.0
Biologia,0501-9011,155.0,158.0,3.0
Bioquímica,0501-9015,159.0,162.5,3.5
Engenharia Civil,0501-9089,141.0,141.0,0.0
Engenharia do Ambiente,0501-9099,133.0,136.0,3.0
Engenharia e Gestão Industrial,0501-9104,165.0,169.0,4.0
Engenharia Física,0501-9113,163.0,166.5,3.5
Engenharia Informática,0501-9119,166.0,169.8,3.8
Engenharia Mecânica,0501-9123,152.0,152.5,0.5
Engenharia Química,0501-9125,140.0,134.8,-5.2
Física,0501-9141,168.0,184.0,16.0
Geologia,0501-9146,126.0,130.0,4.0
Matemática,0501-9209,169.0,179.0,10.0
Química,0501-9223,150.0,155.5,5.5
Arquitetura,0501-9257,170.0,198.0,28.0
Antropologia,0501-9448,134.0,137.5,3.5
Engenharia Biomédica,0501-9455,172.0,187.0,15.0
Design e Multimédia,0501-9891,165.0,183.5,18.5
Engenharia Eletrotécnica e de Computadores,0501-L209,137.0,136.5,-0.5
Gestão de Cidades Sustentáveis e Inteligentes,0501-L285,132.0,118.0,-14.0
Direito,0502-9078,176.0,178.5,2.5
Economia,0503-9081,165.0,168.5,3.5
Gestão,0503-9147,176.0,192.5,16.5
Relações Internacionais,0503-9229,174.0,168.5,-5.5
Sociologia,0503-9240,156.0,160.0,4.0
Ciências Farmacêuticas,0504-9494,162.0,170.0,8.0
Ciências Bioanalíticas,0504-9819,141.0,142.5,1.5
Farmácia Biomédica,0504-9832,150.0,151.0,1.0
Português,0505-8393,155.0,159.5,4.5
Arqueologia,0505-9006,151.0,153.5,2.5
Estudos Artísticos,0505-9132,162.0,188.5,26.5
Estudos Clássicos,0505-9133,143.0,145.0,2.0
Estudos Europeus,0505-9135,164.0,180.0,16.0
Filosofia,0505-9139,154.0,154.5,0.5
Geografia,0505-9143,149.0,152.5,3.5
História,0505-9181,168.0,180.0,12.0
História da Arte,0505-9182,159.0,177.5,18.5
Ciência da Informação,0505-9694,145.0,146.0,1.0
Jornalismo e Comunicação,0505-9773,168.0,163.0,-5.0
Línguas Modernas,0505-9779,168.0,179.0,11.0
"Turismo, Território e Patrimónios",0505-L109,149.0,151.2,2.2
Medicina Dentária,0506-9548,180.0,178.0,-2.0
Medicina,0506-9813,184.0,187.5,3.5
Ciências da Educação,0507-9026,154.0,155.5,1.5
Psicologia,0507-9219,175.0,193.0,18.0
Serviço Social,0507-9238,163.0,166.0,3.0
Ciências do Desporto,0508-9707,148.0,146.5,-1.5
Biologia Humana,0602-8262,139.0,142.5,3.5
Agronomia,0602-9003,132.0,136.0,4.0
Biologia,0602-9011,144.0,145.5,1.5
Biologia e Geologia,0602-9012,139.0,140.5,1.5
Bioquímica,0602-9015,139.0,143.0,4.0
Biotecnologia,0602-9016,135.0,138.0,3.0
Engenharia Informática,0602-9119,152.0,149.8,-2.2
Geografia,0602-9143,141.0,143.0,2.0
Matemática,0602-9209,145.0,146.2,1.2
Matemática Aplicada à Economia e à Gestão,0602-9210,145.0,147.0,2.0
Engenharia Mecatrónica,0602-9751,146.0,149.2,3.2
Enologia,0602-9752,128.0,133.5,5.5
Ciência e Tecnologia Animal,0602-9818,141.0,145.0,4.0
Medicina Veterinária,0602-9847,168.0,158.0,-10.0
Engenharia de Energias Renováveis,0602-9910,138.0,143.0,5.0
Inteligência Artificial e Ciência de Dados,0602-L227,141.0,141.8,0.8
Design,0603-9069,165.0,189.2,24.2
Arquitetura,0603-9257,163.0,169.8,6.8
Artes Plásticas e Multimédia,0603-9347,154.0,152.5,-1.5
História e Arqueologia,0604-8251,152.0,154.5,2.5
Ciências da Educação,0604-9026,140.0,142.0,2.0
Economia,0604-9081,143.0,141.2,-1.8
Gestão,0604-9147,158.0,160.8,2.8
Psicologia,0604-9219,167.0,166.5,-0.5
Relações Internacionais,0604-9229,157.0,172.0,15.0
Sociologia,0604-9240,145.0,146.5,1.5
Turismo,0604-9254,135.0,136.5,1.5
Património Cultural,0604-9787,131.0,134.5,3.5
Educação Básica,0604-9853,144.0,144.5,0.5
Línguas e Literaturas,0604-L047,152.0,155.5,3.5
Ciências Farmacêuticas,0605-9494,164.0,187.0,23.0
Ciências do Desporto,0605-9707,143.0,140.0,-3.0
Reabilitação Psicomotora,0605-9841,137.0,138.5,1.5
Ciências Biomédicas e da Saúde,0605-L256,149.0,149.5,0.5
Ciências da Nutrição,0901-9554,166.0,165.0,-1.0
Medicina,0901-9813,184.0,184.5,0.5
Sociologia (regime pós-laboral),0902-8109,141.0,142.0,1.0
Arqueologia,0902-9006,150.0,150.5,0.5
Ciência Política e Relações Internacionais,0902-9020,179.0,193.0,14.0
Ciências da Comunicação,0902-9023,178.0,191.0,13.0
Ciências da Linguagem,0902-9040,155.0,155.0,0.0
Ciências Musicais,0902-9046,149.0,150.0,1.0
Filosofia,0902-9139,167.0,186.0,19.0
Geografia e Planeamento Regional,0902-9145,148.0,149.0,1.0
História,0902-9181,171.0,180.5,9.5
História da Arte,0902-9182,159.0,174.5,15.5
"Línguas, Literaturas e Culturas",0902-9204,171.0,95.0,-76.0
Sociologia,0902-9240,155.0,155.5,0.5
Tradução,0902-9252,167.0,95.0,-72.0
Antropologia,0902-9448,146.0,164.5,18.5
Estudos Portugueses,0902-9917,149.0,150.5,1.5
Conservação - Restauro,0903-8036,166.0,193.0,27.0
Bioquímica,0903-9015,169.0,169.0,0.0
Engenharia Civil,0903-9089,150.0,156.0,6.0
Engenharia de Materiais,0903-9096,152.0,154.0,2.0
Engenharia do Ambiente,0903-9099,140.0,144.0,4.0
Engenharia e Gestão Industrial,0903-9104,169.0,173.5,4.5
Engenharia Física,0903-9113,178.0,185.5,7.5
Engenharia Informática,0903-9119,172.0,188.5,16.5
Engenharia Mecânica,0903-9123,172.0,183.5,11.5
Engenharia Química e Biológica,0903-9126,152.0,155.5,3.5
Matemática,0903-9209,171.0,171.0,0.0
Química Aplicada,0903-9224,156.0,159.5,3.5
Biologia Celular e Molecular,0903-9348,175.0,173.5,-1.5
Engenharia Biomédica,0903-9455,175.0,178.5,3.5
Matemática Aplicada à Gestão do Risco,0903-L167,181.0,193.5,12.5
Engenharia Eletrotécnica e de Computadores,0903-L209,146.0,142.0,-4.0
Engenharia de Micro e Nanotecnologias,0903-L231,139.0,140.0,1.0
Tecnologia Agro-Industrial,0903-L286,136.0,138.5,2.5
Economia,0904-9081,183.0,187.5,4.5
Gestão,0904-9147,186.0,189.0,3.0
Sistemas e Tecnologias de Informação,0906-8259,173.0,174.8,1.8
Gestão de Informação,0906-9155,178.0,178.5,0.5
Ciência de Dados,0906-L188,181.0,199.2,18.2
Direito,0911-9078,179.0,193.5,14.5
Geografia e Planeamento,1000-8183,148.0,149.0,1.0
Optometria e Ciências da Visão,1000-8184,141.0,143.5,2.5
Direito (regime pós-laboral),1000-8358,171.0,167.0,-4.0
Educação (regime pós-laboral),1000-8427,143.0,142.5,-0.5
Design de Produto,1000-8494,169.0,193.8,24.8
Administração Pública,1000-9002,165.0,155.0,-10.0
Arqueologia,1000-9006,156.0,162.0,6.0
Biologia e Geologia,1000-9012,142.0,136.5,-5.5
Bioquímica,1000-9015,167.0,167.0,0.0
Ciência Política,1000-9019,164.0,153.5,-10.5
Ciências da Comunicação,1000-9023,174.0,170.5,-3.5
Contabilidade,1000-9056,170.0,169.8,-0.2
Direito,1000-9078,179.0,189.5,10.5
Economia,1000-9081,175.0,169.2,-5.8
Engenharia Civil,1000-9089,163.0,166.0,3.0
Engenharia de Materiais,1000-9096,151.0,152.5,1.5
Engenharia de Telecomunicações e Informática,1000-9098,138.0,138.5,0.5
Engenharia e Gestão Industrial,1000-9104,181.0,175.0,-6.0
Engenharia Física,1000-9113,171.0,174.0,3.0
Engenharia Informática,1000-9119,178.0,180.5,2.5
Engenharia Mecânica,1000-9123,176.0,180.5,4.5
Engenharia Química e Biológica,1000-9126,161.0,164.0,3.0
Engenharia Têxtil,1000-9127,144.0,147.0,3.0
Estudos Culturais,1000-9134,159.0,152.0,-7.0
Filosofia,1000-9139,160.0,181.2,21.2
Física,1000-9141,137.0,139.5,2.5
Geologia,1000-9146,134.0,136.0,2.0
Gestão,1000-9147,181.0,172.2,-8.8
História,1000-9181,167.0,179.2,12.2
Línguas Aplicadas,1000-9192,166.0,152.0,-14.0
Línguas e Literaturas Europeias,1000-9195,169.0,162.5,-6.5
Marketing,1000-9205,173.0,162.8,-10.2
Matemática,1000-9209,178.0,194.8,16.8
Psicologia,1000-9219,173.0,183.5,10.5
Química,1000-9223,149.0,152.0,3.0
Relações Internacionais,1000-9229,172.0,161.0,-11.0
Sociologia,1000-9240,154.0,151.5,-2.5
Teatro,1000-9243,159.0,158.0,-1.0
Arquitetura,1000-9257,183.0,191.0,8.0
Educação,1000-9353,156.0,152.5,-3.5
Ciências do Ambiente,1000-9379,137.0,136.0,-1.0
Estatística Aplicada,1000-9381,141.0,140.8,-0.2
Ciências da Computação,1000-9397,158.0,161.5,3.5
Engenharia Biomédica,1000-9455,179.0,174.0,-5.0
Design e Marketing de Moda,1000-9499,179.0,200.0,21.0
Biologia Aplicada,1000-9688,161.0,163.5,2.5
Negócios Internacionais,1000-9785,170.0,167.5,-2.5
Medicina,1000-9813,187.0,179.5,-7.5
Artes Visuais,1000-9817,173.0,185.0,12.0
Educação Básica,1000-9853,163.0,164.8,1.8
Estudos Portugueses,1000-9917,149.0,149.5,0.5
Criminologia e Justiça Criminal,1000-L078,172.0,163.0,-9.0
Proteção Civil e Gestão do Território,1000-L112,141.0,141.5,0.5
Estudos Orientais: Estudos Chineses e Japoneses,1000-L147,158.0,151.0,-7.0
Ciência de Dados,1000-L188,161.0,164.5,3.5
Engenharia e Gestão de Sistemas de Informação,1000-L215,157.0,152.5,-4.5
Engenharia Eletrónica Industrial e Computadores,1000-L218,142.0,95.0,-47.0
Engenharia Aeroespacial,1000-L221,193.0,200.0,7.0
Engenharia de Polímeros,1000-L229,142.0,144.0,2.0
Ciências da Nutrição,1101-9554,159.0,154.5,-4.5
Arquitetura,1102-9257,188.0,195.5,7.5
Arquitetura Paisagista,1103-8258,162.0,184.5,22.5
Biologia,1103-9011,164.0,167.0,3.0
Bioquímica,1103-9015,171.0,168.5,-2.5
Engenharia Agronómica,1103-9086,134.0,137.0,3.0
Engenharia Física,1103-9113,166.0,170.5,4.5
Física,1103-9141,161.0,162.0,1.0
Geologia,1103-9146,138.0,140.5,2.5
Matemática,1103-9209,181.0,200.0,19.0
Química,1103-9223,139.0,145.0,6.0
Matemática Aplicada,1103-9385,177.0,181.4,4.4
Bioinformática,1103-9687,173.0,186.0,13.0
Ciência de Computadores,1103-9696,172.0,182.0,10.0
Ciências e Tecnologia do Ambiente,1103-9709,145.0,145.0,0.0
Engenharia Geoespacial,1103-L096,129.0,130.5,1.5
Inteligência Artificial e Ciência de Dados,1103-L227,189.0,200.0,11.0
Economia,1104-9081,185.0,198.0,13.0
Gestão,1104-9147,187.0,188.5,1.5
Engenharia Civil,1105-9089,157.0,161.0,4.0
Engenharia de Materiais,1105-9096,165.0,168.5,3.5
Engenharia do Ambiente,1105-9099,154.0,159.5,5.5
Engenharia e Gestão Industrial,1105-9104,190.0,200.0,10.0
Engenharia Mecânica,1105-9123,184.0,188.5,4.5
Engenharia Química,1105-9125,173.0,182.0,9.0
Bioengenharia,1105-9540,187.0,200.0,13.0
Engenharia Eletrotécnica e de Computadores,1105-L209,164.0,166.5,2.5
Engenharia Aeroespacial,1105-L221,193.0,200.0,7.0
Engenharia Informática e Computação,1105-L224,181.0,193.2,12.2
Engenharia de Minas e Geo-Ambiente,1105-L236,134.0,137.0,3.0
Ciências Farmacêuticas,1106-9494,163.0,161.0,-2.0
Arqueologia,1107-9006,157.0,184.8,27.8
Ciências da Comunicação,1107-9023,175.0,198.0,23.0
Ciências da Linguagem,1107-9040,154.0,95.0,-59.0
Filosofia,1107-9139,161.0,189.0,28.0
Geografia,1107-9143,160.0,166.5,6.5
História,1107-9181,174.0,190.8,16.8
História da Arte,1107-9182,162.0,166.0,4.0
Línguas Aplicadas,1107-9192,176.0,95.0,-81.0
Línguas e Relações Internacionais,1107-9197,185.0,95.0,-90.0
"Línguas, Literaturas e Culturas",1107-9204,178.0,95.0,-83.0
Sociologia,1107-9240,162.0,95.0,-67.0
Ciência da Informação,1107-9694,156.0,167.2,11.2
Literatura e Estudos Interartes,1107-L251,165.0,169.5,4.5
Medicina,1108-9813,189.0,189.5,0.5
Saúde Digital e Inovação Biomédica,1108-L307,182.0,197.3,15.3
Ciências da Educação,1109-9026,163.0,160.5,-2.5
Psicologia,1109-9219,173.0,191.8,18.8
Ciências do Meio Aquático,1110-9708,160.0,160.5,0.5
Medicina Veterinária,1110-9847,176.0,188.5,12.5
Ciências do Desporto,1111-9707,163.0,186.8,23.8
Medicina Dentária,1113-9548,177.0,190.5,13.5
Criminologia,1114-9066,177.0,190.5,13.5
Direito,1114-9078,185.0,196.8,11.8
Enologia,1201-9752,135.0,140.5,5.5
Medicina Veterinária,1201-9847,170.0,155.0,-15.0
Animação Sociocultural,1202-9005,130.0,134.0,4.0
Ciências da Comunicação,1202-9023,156.0,95.0,-61.0
Economia,1202-9081,153.0,95.0,-58.0
Gestão,1202-9147,168.0,171.0,3.0
Línguas e Relações Empresariais,1202-9196,158.0,95.0,-63.0
"Línguas, Literaturas e Culturas",1202-9204,153.0,95.0,-58.0
Psicologia,1202-9219,169.0,95.0,-74.0
Serviço Social,1202-9238,153.0,155.0,2.0
Turismo,1202-9254,140.0,132.5,-7.5
Teatro e Artes Performativas,1202-9803,136.0,139.5,3.5
Educação Básica,1202-9853,151.0,150.8,-0.2
Cultura e Transformação Digital,1202-L312,134.0,95.0,-39.0
Comunicação e Multimédia,1203-9052,142.0,140.0,-2.0
Engenharia Civil,1203-9089,131.0,132.5,1.5
Engenharia e Gestão Industrial,1203-9104,149.0,153.5,4.5
Engenharia Física,1203-9113,143.0,147.5,4.5
Engenharia Informática,1203-9119,146.0,144.0,-2.0
Engenharia Mecânica,1203-9123,148.0,151.0,3.0
Engenharia Biomédica,1203-9455,161.0,166.5,5.5
Matemática Aplicada e Ciência de Dados,1203-L193,142.0,144.2,2.2
Engenharia Eletrotécnica e de Computadores,1203-L209,136.0,137.5,1.5
Design Sustentável,1203-L253,143.0,140.0,-3.0
Cidades Sustentáveis e Inteligentes,1203-L345,118.0,127.0,9.0
Biologia,1204-9011,144.0,145.5,1.5
Biologia e Geologia,1204-9012,132.0,134.5,2.5
Bioquímica,1204-9015,144.0,144.0,0.0
Ciências Biomédicas,1204-9351,159.0,172.0,13.0
Ciências do Ambiente,1204-9379,131.0,137.0,6.0
Bioengenharia,1204-9540,150.0,154.0,4.0
Ciências da Nutrição,1204-9554,142.0,142.5,0.5
Ciências do Desporto,1204-9707,149.0,149.5,0.5
Genética e Biotecnologia,1204-9761,141.0,139.5,-1.5
Design,1306-9069,153.0,155.5,2.5
Línguas e Relações Empresariais,1306-9196,155.0,159.0,4.0
Psicologia,1306-9219,161.0,159.5,-1.5
"Comunicação, Cultura e Organizações",1306-9720,147.0,151.0,4.0
Artes Visuais,1306-9817,144.0,143.0,-1.0
Estudos de Cultura,1306-L150,131.0,140.5,9.5
Bioquímica,1307-9015,136.0,135.0,-1.0
Engenharia Civil,1307-9089,147.0,149.0,2.0
Engenharia Eletrónica e Telecomunicações,1307-9107,149.0,151.0,2.0
Engenharia Informática,1307-9119,149.0,145.5,-3.5
Matemática,1307-9209,158.0,162.5,4.5
Ciências da Educação,1308-9026,145.0,147.5,2.5
Economia,1308-9081,139.0,138.8,-0.2
Gestão,1308-9147,161.0,182.2,21.2
Educação Física e Desporto,1308-9736,151.0,152.0,1.0
Educação Básica,1308-9853,148.0,149.5,1.5
Ciclo Básico de Medicina,1309-8083,182.0,187.0,5.0
Biologia,1309-9011,136.0,138.5,2.5
Enfermagem,1320-9500,154.0,152.5,-1.5
Direção e Gestão Hoteleira,1321-9076,145.0,149.0,4.0
Design,1501-9069,177.0,184.0,7.0
Design de Moda,1501-9071,178.0,195.5,17.5
Arquitetura,1501-9257,169.0,193.0,24.0
Desenho,1502-8399,173.0,163.0,-10.0
Design de Comunicação,1502-9070,170.0,166.5,-3.5
Design de Equipamento,1502-9072,172.0,197.0,25.0
Escultura,1502-9754,157.0,163.0,6.0
Pintura,1502-9790,172.0,175.0,3.0
Arte Multimédia,1502-9904,161.0,152.5,-8.5
Ciências da Arte e do Património,1502-L010,160.0,176.5,16.5
Biologia,1503-9011,148.0,152.5,4.5
Bioquímica,1503-9015,168.0,174.0,6.0
Engenharia Física,1503-9113,169.0,173.0,4.0
Engenharia Informática,1503-9119,167.0,175.5,8.5
Física,1503-9141,169.0,170.5,1.5
Geologia,1503-9146,144.0,149.0,5.0
Matemática,1503-9209,165.0,167.2,2.2
"Meteorologia, Oceanografia e Geofísica",1503-9212,129.0,131.5,2.5
Química,1503-9223,160.0,162.5,2.5
Química Tecnológica,1503-9226,135.0,137.0,2.0
Estatística Aplicada,1503-9381,154.0,158.8,4.8
Matemática Aplicada,1503-9385,174.0,195.5,21.5
Tecnologias de Informação,1503-L079,156.0,160.5,4.5
Engenharia Geoespacial,1503-L096,128.0,132.0,4.0
Engenharia Biomédica e Biofísica,1503-L204,166.0,168.0,2.0
Engenharia da Energia e Ambiente,1503-L214,138.0,140.5,2.5
Direito (regime pós-laboral),1504-8358,157.0,160.8,3.8
Direito,1504-9078,167.0,188.0,21.0
Ciências Farmacêuticas,1505-9494,160.0,161.5,1.5
Artes e Humanidades,1506-8413,152.0,153.5,1.5
Estudos Gerais,1506-8458,164.0,189.5,25.5
Arqueologia,1506-9006,148.0,149.0,1.0
Ciências da Linguagem,1506-9040,145.0,147.0,2.0
Estudos Africanos,1506-9131,133.0,135.5,2.5
Estudos Clássicos,1506-9133,143.0,144.0,1.0
Estudos Europeus,1506-9135,160.0,164.5,4.5
Filosofia,1506-9139,160.0,188.0,28.0
História,1506-9181,166.0,184.0,18.0
História da Arte,1506-9182,157.0,163.5,6.5
"Línguas, Literaturas e Culturas",1506-9204,145.0,141.0,-4.0
Tradução,1506-9252,154.0,154.5,0.5
Estudos Asiáticos,1506-9914,154.0,152.5,-1.5
Estudos Portugueses,1506-9917,149.0,149.5,0.5
Estudos Comparatistas,1506-L097,141.0,142.0,1.0
Estudos de Cultura e Comunicação Intercultural,1506-L288,160.0,177.5,17.5
Ciências da Nutrição,1507-9554,164.0,154.0,-10.0
Medicina,1507-9813,183.0,181.0,-2.0
Medicina Dentária,1508-9548,180.0,174.0,-6.0
Higiene Oral,1508-9556,157.0,159.5,2.5
Prótese Dentária,1508-9791,145.0,148.0,3.0
Medicina Veterinária,1509-9847,170.0,168.0,-2.0
Dança,1510-9068,149.0,153.0,4.0
Gestão do Desporto,1510-9162,163.0,165.0,2.0
Ciências do Desporto,1510-9707,150.0,149.0,-1.0
Reabilitação Psicomotora,1510-9841,141.0,142.5,1.5
Psicologia,1511-9219,170.0,186.0,16.0
Educação e Formação,1513-L040,150.0,152.5,2.5
Planeamento e Gestão do Território,1514-8411,146.0,147.0,1.0
Geografia,1514-9143,143.0,146.5,3.5
Arquitetura Paisagista,1515-8258,157.0,178.0,21.0
Engenharia Florestal e dos Recursos Naturais,1515-8377,130.0,135.0,5.0
Engenharia Agronómica,1515-9086,140.0,145.5,5.5
Engenharia Alimentar,1515-9087,133.0,138.0,5.0
Engenharia do Ambiente,1515-9099,155.0,160.5,5.5
Engenharia Zootécnica,1515-9129,141.0,144.0,3.0
Serviço Social (regime pós-laboral),1516-8014,143.0,144.5,1.5
Administração Pública (regime pós-laboral),1516-8102,142.0,142.5,0.5
Sociologia (regime pós-laboral),1516-8109,138.0,140.0,2.0
Gestão de Recursos Humanos (regime pós-laboral),1516-8111,150.0,149.5,-0.5
Administração Pública e Políticas do Território (regime pós-laboral),1516-8363,135.0,137.5,2.5
Relações Internacionais (regime pós-laboral),1516-8364,159.0,160.0,1.0
Administração Pública,1516-9002,155.0,156.0,1.0
Ciência Política,1516-9019,166.0,174.0,8.0
Ciências da Comunicação,1516-9023,170.0,164.5,-5.5
Gestão de Recursos Humanos,1516-9157,161.0,158.5,-2.5
Relações Internacionais,1516-9229,173.0,169.0,-4.0
Serviço Social,1516-9238,153.0,153.0,0.0
Sociologia,1516-9240,149.0,149.0,0.0
Antropologia,1516-9448,141.0,143.0,2.0
Economia,1517-9081,172.0,181.5,9.5
Gestão,1517-9147,176.0,184.5,8.5
Matemática Aplicada à Economia e à Gestão,1517-9210,191.0,196.2,5.2
Gestão (ensino em Inglês),1517-A001,177.0,175.8,-1.2
Economia (ensino em Inglês),1517-A006,175.0,176.0,1.0
Finanças (ensino em inglês),1517-A013,168.0,170.2,2.2
Engenharia Civil,1518-9089,157.0,159.5,2.5
Engenharia de Materiais,1518-9096,162.0,165.5,3.5
Engenharia Informática e de Computadores,1518-9121,179.0,175.0,-4.0
Engenharia Mecânica,1518-9123,183.0,189.0,6.0
Engenharia Química,1518-9125,168.0,173.0,5.0
Matemática Aplicada e Computação,1518-9345,187.0,196.0,9.0
Engenharia Biomédica,1518-9455,182.0,190.5,8.5
Engenharia Biológica,1518-9474,174.0,187.0,13.0
