Fase,Curso,Codigo,Nota_Real,Nota_Simulada,Erro
1,Estudos Portugueses,0902-9917,140.0,140.0,0.0
1,Conservação - Restauro,0903-8036,156.6,158.0,1.4
1,Bioquímica,0903-9015,175.0,189.0,14.0
1,Engenharia Civil,0903-9089,132.0,126.5,-5.5
1,Engenharia de Materiais,0903-9096,156.2,157.5,1.3
1,Engenharia do Ambiente,0903-9099,142.8,138.0,-4.8
1,Engenharia e Gestão Industrial,0903-9104,166.6,169.5,2.9
1,Engenharia Física,0903-9113,176.0,200.0,24.0
1,Engenharia Geológica,0903-9116,113.0,112.5,-0.5
1,Engenharia Informática,0903-9119,157.0,154.5,-2.5
1,Engenharia Mecânica,0903-9123,167.4,170.0,2.6
1,Engenharia Química e Biológica,0903-9126,154.8,153.5,-1.3
1,Matemática,0903-9209,155.4,151.5,-3.9
1,Química Aplicada,0903-9224,152.6,152.0,-0.6
1,Biologia Celular e Molecular,0903-9348,178.0,200.0,22.0
1,Engenharia Biomédica,0903-9455,177.6,200.0,22.4
1,Matemática Aplicada à Gestão do Risco,0903-L167,161.8,159.8,-2.0
1,Engenharia Eletrotécnica e de Computadores,0903-L209,145.6,135.2,-10.4
1,Engenharia de Micro e Nanotecnologias,0903-L231,155.0,154.5,-0.5
1,Economia,0904-9081,168.5,155.0,-13.5
1,Gestão,0904-9147,172.5,158.2,-14.3
1,Sistemas e Tecnologias de Informação,0906-8259,162.6,161.0,-1.6
1,Gestão de Informação,0906-9155,170.3,166.5,-3.8
1,Ciência de Dados,0906-L188,160.6,161.5,0.9
1,Direito,0911-9078,174.4,194.5,20.1
1,Geografia e Planeamento,1000-8183,146.4,146.5,0.1
1,Optometria e Ciências da Visão,1000-8184,135.2,135.5,0.3
1,Direito (regime pós-laboral),1000-8358,168.2,180.5,12.3
1,Educação (regime pós-laboral),1000-8427,132.8,130.5,-2.3
1,Design de Produto,1000-8494,154.0,148.5,-5.5
1,Administração Pública,1000-9002,160.2,159.0,-1.2
1,Arqueologia,1000-9006,139.0,139.2,0.2
1,Biologia e Geologia,1000-9012,144.0,142.5,-1.5
1,Bioquímica,1000-9015,165.4,165.5,0.1
1,Ciência Política,1000-9019,159.8,156.5,-3.3
1,Ciências da Comunicação,1000-9023,170.0,175.5,5.5
1,Contabilidade,1000-9056,162.8,171.5,8.7
1,Direito,1000-9078,176.0,195.5,19.5
1,Economia,1000-9081,165.6,162.2,-3.4
1,Engenharia Civil,1000-9089,122.8,120.5,-2.3
1,Engenharia de Materiais,1000-9096,148.0,145.5,-2.5
1,Engenharia de Telecomunicações e Informática,1000-9098,119.6,117.0,-2.6
1,Engenharia e Gestão Industrial,1000-9104,179.4,200.0,20.6
1,Engenharia Física,1000-9113,168.2,171.5,3.3
1,Engenharia Informática,1000-9119,154.0,148.0,-6.0
1,Engenharia Mecânica,1000-9123,163.0,162.5,-0.5
1,Engenharia Química e Biológica,1000-9126,146.4,141.0,-5.4
1,Engenharia Têxtil,1000-9127,118.6,108.5,-10.1
1,Estudos Culturais,1000-9134,151.8,152.0,0.2
1,Filosofia,1000-9139,139.6,139.5,-0.1
1,Física,1000-9141,131.6,125.5,-6.1
1,Geologia,1000-9146,125.4,122.0,-3.4
1,Gestão,1000-9147,169.4,160.2,-9.2
1,História,1000-9181,154.8,155.0,0.2
1,Línguas Aplicadas,1000-9192,171.0,186.5,15.5
1,Línguas e Literaturas Europeias,1000-9195,153.8,153.0,-0.8
1,Marketing,1000-9205,168.4,189.0,20.6
1,Matemática,1000-9209,137.4,132.8,-4.6
1,Psicologia,1000-9219,168.2,198.5,30.3
1,Química,1000-9223,127.4,121.5,-5.9
1,Relações Internacionais,1000-9229,168.4,165.0,-3.4
1,Sociologia,1000-9240,153.4,153.5,0.1
1,Teatro,1000-9243,141.8,141.5,-0.3
1,Arquitetura,1000-9257,172.3,196.5,24.2
1,Educação,1000-9353,148.8,148.0,-0.8
1,Ciências do Ambiente,1000-9379,140.0,135.5,-4.5
1,Estatística Aplicada,1000-9381,118.0,112.2,-5.8
1,Ciências da Computação,1000-9397,120.4,119.5,-0.9
1,Engenharia Biomédica,1000-9455,176.8,200.0,23.2
1,Design e Marketing de Moda,1000-9499,162.4,159.0,-3.4
1,Biologia Aplicada,1000-9688,160.4,161.5,1.1
1,Negócios Internacionais,1000-9785,170.2,175.0,4.8
1,Medicina,1000-9813,187.8,200.0,12.2
1,Artes Visuais,1000-9817,152.5,149.0,-3.5
1,Educação Básica,1000-9853,143.8,140.0,-3.8
1,Estudos Portugueses,1000-9917,133.2,132.5,-0.7
1,Criminologia e Justiça Criminal,1000-L078,170.0,182.0,12.0
1,Proteção Civil e Gestão do Território,1000-L112,125.2,125.0,-0.2
1,Estudos Orientais: Estudos Chineses e Japoneses,1000-L147,164.4,165.5,1.1
1,Engenharia e Gestão de Sistemas de Informação,1000-L215,128.0,121.0,-7.0
1,Engenharia Eletrónica Industrial e Computadores,1000-L218,128.2,95.0,-33.2
1,Engenharia de Polímeros,1000-L229,130.6,128.0,-2.6
1,Ciências da Nutrição,1101-9554,166.5,182.5,16.0
1,Arquitetura,1102-9257,184.0,200.0,16.0
1,Arquitetura Paisagista,1103-8258,151.5,153.0,1.5
1,Biologia,1103-9011,165.0,187.0,22.0
1,Bioquímica,1103-9015,180.5,192.5,12.0
1,Engenharia Física,1103-9113,169.5,173.5,4.0
1,Física,1103-9141,162.0,154.5,-7.5
1,Geologia,1103-9146,132.5,132.5,0.0
1,Matemática,1103-9209,165.5,165.2,-0.3
1,Química,1103-9223,123.3,118.5,-4.8
1,Ciência de Computadores,1103-9696,146.5,144.2,-2.3
1,Ciências e Tecnologia do Ambiente,1103-9709,144.0,143.0,-1.0
1,Engenharia Geoespacial,1103-L096,128.0,126.0,-2.0
1,Inteligência Artificial e Ciência de Dados,1103-L227,163.5,164.2,0.7
1,Economia,1104-9081,169.5,157.8,-11.7
1,Gestão,1104-9147,175.8,165.0,-10.8
1,Engenharia Civil,1105-9089,117.5,112.5,-5.0
1,Engenharia de Materiais,1105-9096,145.5,146.5,1.0
1,Engenharia do Ambiente,1105-9099,129.5,124.0,-5.5
1,Engenharia e Gestão Industrial,1105-9104,189.8,200.0,10.2
1,Engenharia Mecânica,1105-9123,179.8,200.0,20.2
1,Engenharia Química,1105-9125,170.8,175.5,4.7
1,Bioengenharia,1105-9540,187.5,200.0,12.5
1,Engenharia Eletrotécnica e de Computadores,1105-L209,124.5,117.5,-7.0
1,Engenharia Informática e Computação,1105-L224,172.5,173.5,1.0
1,Engenharia de Minas e Geo-Ambiente,1105-L236,123.0,119.0,-4.0
1,Ciências Farmacêuticas,1106-9494,169.3,187.5,18.2
1,Arqueologia,1107-9006,142.8,140.2,-2.6
1,Ciências da Linguagem,1107-9040,138.2,95.0,-43.2
1,Filosofia,1107-9139,141.2,130.8,-10.4
1,Geografia,1107-9143,149.0,95.0,-54.0
1,História,1107-9181,161.8,177.8,16.0
1,História da Arte,1107-9182,145.6,95.0,-50.6
1,Línguas Aplicadas,1107-9192,178.8,95.0,-83.8
1,Línguas e Relações Internacionais,1107-9197,185.4,95.0,-90.4
1,"Línguas, Literaturas e Culturas",1107-9204,170.0,95.0,-75.0
1,Sociologia,1107-9240,162.4,95.0,-67.4
1,Ciência da Informação,1107-9694,145.4,144.5,-0.9
1,Medicina,1108-9813,188.2,200.0,11.8
1,Ciências da Educação,1109-9026,155.5,157.0,1.5
1,Psicologia,1109-9219,176.5,200.0,23.5
1,Ciências do Meio Aquático,1110-9708,162.0,177.5,15.5
1,Medicina,1110-9813,190.3,200.0,9.7
1,Medicina Veterinária,1110-9847,181.0,200.0,19.0
1,Ciências do Desporto,1111-9707,157.5,152.8,-4.7
1,Medicina Dentária,1113-9548,184.8,200.0,15.2
1,Criminologia,1114-9066,172.0,191.5,19.5
1,Direito,1114-9078,177.2,195.5,18.3
1,Engenharia Agronómica,1201-9086,128.1,126.5,-1.6
1,Engenharia Zootécnica,1201-9129,141.4,141.5,0.1
1,Enologia,1201-9752,107.4,97.5,-9.9
1,Medicina Veterinária,1201-9847,175.1,194.0,18.9
1,Engenharia e Biotecnologia Florestal,1201-L237,140.9,140.5,-0.4
1,Animação Sociocultural,1202-9005,117.8,110.5,-7.3
1,Ciências da Comunicação,1202-9023,149.0,95.0,-54.0
1,Economia,1202-9081,130.4,95.0,-35.4
1,Gestão,1202-9147,160.2,154.5,-5.7
1,Línguas e Relações Empresariais,1202-9196,146.8,95.0,-51.8
1,"Línguas, Literaturas e Culturas",1202-9204,141.8,95.0,-46.8
1,Psicologia,1202-9219,164.1,95.0,-69.1
1,Serviço Social,1202-9238,147.0,144.8,-2.2
1,Turismo,1202-9254,136.6,132.5,-4.1
1,Teatro e Artes Performativas,1202-9803,128.5,126.8,-1.7
1,Educação Básica,1202-9853,129.6,130.0,0.4
1,Comunicação e Multimédia,1203-9052,136.3,134.2,-2.1
1,Engenharia Civil,1203-9089,119.3,114.5,-4.8
1,Engenharia e Gestão Industrial,1203-9104,116.3,114.5,-1.8
1,Engenharia Informática,1203-9119,115.8,116.2,0.4
1,Engenharia Mecânica,1203-9123,127.8,128.5,0.7
1,Engenharia Biomédica,1203-9455,145.6,144.0,-1.6
1,Matemática Aplicada e Ciência de Dados,1203-L193,125.6,124.8,-0.8
1,Engenharia Eletrotécnica e de Computadores,1203-L209,126.2,120.2,-6.0
1,Biologia,1204-9011,143.9,144.5,0.6
1,Biologia e Geologia,1204-9012,139.1,138.5,-0.6
1,Bioquímica,1204-9015,147.1,146.5,-0.6
1,Ciências do Ambiente,1204-9379,127.7,127.0,-0.7
1,Bioengenharia,1204-9540,132.4,129.5,-2.9
1,Ciências da Nutrição,1204-9554,155.5,157.0,1.5
1,Ciências do Desporto,1204-9707,144.9,143.0,-1.9
1,Genética e Biotecnologia,1204-9761,150.6,150.5,-0.1
1,Design,1306-9069,130.3,130.0,-0.3
1,Línguas e Relações Empresariais,1306-9196,138.9,133.0,-5.9
1,Psicologia,1306-9219,156.9,158.0,1.1
1,"Comunicação, Cultura e Organizações",1306-9720,123.1,121.0,-2.1
1,Artes Visuais,1306-9817,124.3,119.5,-4.8
1,Estudos de Cultura,1306-L150,106.8,95.5,-11.3
1,Bioquímica,1307-9015,127.1,122.5,-4.6
1,Engenharia Civil,1307-9089,,98.5,
1,Engenharia Eletrónica e Telecomunicações,1307-9107,124.2,120.0,-4.2
1,Engenharia Informática,1307-9119,112.5,112.2,-0.3
1,Matemática,1307-9209,112.1,104.8,-7.3
1,Engenharia de Computadores,1307-L208,,112.0,
1,Ciências da Educação,1308-9026,125.8,122.5,-3.3
1,Economia,1308-9081,123.6,118.5,-5.1
1,Gestão,1308-9147,134.8,130.5,-4.3
1,Educação Física e Desporto,1308-9736,141.5,140.5,-1.0
1,Educação Básica,1308-9853,124.8,117.8,-7.0
1,Ciclo Básico de Medicina,1309-8083,182.8,199.0,16.2
1,Biologia,1309-9011,136.8,136.0,-0.8
1,Enfermagem,1320-9500,159.5,160.5,1.0
1,Direção e Gestão Hoteleira,1321-9076,130.8,126.0,-4.8
1,Design,1501-9069,175.0,200.0,25.0
1,Design de Moda,1501-9071,169.0,192.5,23.5
1,Arquitetura,1501-9257,163.5,168.0,4.5
1,Desenho,1502-8399,177.0,192.0,15.0
1,Design de Comunicação,1502-9070,181.0,200.0,19.0
1,Design de Equipamento,1502-9072,163.5,160.5,-3.0
1,Escultura,1502-9754,160.0,157.5,-2.5
1,Pintura,1502-9790,175.5,198.5,23.0
1,Arte Multimédia,1502-9904,174.5,173.5,-1.0
1,Ciências da Arte e do Património,1502-L010,161.0,159.5,-1.5
1,Biologia,1503-9011,169.5,173.0,3.5
1,Bioquímica,1503-9015,165.3,166.5,1.2
1,Engenharia Física,1503-9113,168.3,173.0,4.7
1,Engenharia Informática,1503-9119,152.0,144.0,-8.0
1,Física,1503-9141,169.8,170.0,0.2
1,Geologia,1503-9146,148.0,148.0,0.0
1,Matemática,1503-9209,151.0,149.0,-2.0
1,"Meteorologia, Oceanografia e Geofísica",1503-9212,108.5,107.5,-1.0
1,Química,1503-9223,153.0,152.0,-1.0
1,Química Tecnológica,1503-9226,140.3,139.5,-0.8
1,Estatística Aplicada,1503-9381,129.0,127.5,-1.5
1,Matemática Aplicada,1503-9385,155.5,151.8,-3.7
1,Tecnologias de Informação,1503-L079,137.5,133.8,-3.7
1,Engenharia Geoespacial,1503-L096,110.0,110.0,0.0
1,Engenharia Biomédica e Biofísica,1503-L204,174.8,199.5,24.7
1,Engenharia da Energia e Ambiente,1503-L214,120.8,119.0,-1.8
1,Direito (regime pós-laboral),1504-8358,155.5,154.0,-1.5
1,Direito,1504-9078,162.5,165.2,2.7
1,Ciências Farmacêuticas,1505-9494,166.0,189.5,23.5
1,"Estudos Artísticos, variante de Artes do Espetáculo",1506-8104,156.0,157.5,1.5
1,Artes e Humanidades,1506-8413,143.5,142.5,-1.0
1,Estudos Gerais,1506-8458,155.5,155.0,-0.5
1,Arqueologia,1506-9006,142.5,143.0,0.5
1,Ciências da Linguagem,1506-9040,136.0,136.5,0.5
1,Estudos Africanos,1506-9131,132.0,132.5,0.5
1,Estudos Clássicos,1506-9133,136.0,136.5,0.5
1,Estudos Europeus,1506-9135,158.5,159.0,0.5
1,Filosofia,1506-9139,153.0,152.8,-0.2
1,História,1506-9181,154.5,151.5,-3.0
1,História da Arte,1506-9182,144.5,145.0,0.5
1,"Línguas, Literaturas e Culturas",1506-9204,151.5,144.5,-7.0
1,Tradução,1506-9252,150.8,151.0,0.2
1,Estudos Asiáticos,1506-9914,161.0,161.0,0.0
1,Estudos Portugueses,1506-9917,138.0,139.0,1.0
1,Estudos Comparatistas,1506-L097,140.5,141.0,0.5
1,Ciências da Nutrição,1507-9554,175.3,200.0,24.7
1,Medicina,1507-9813,183.5,182.0,-1.5
1,Medicina Dentária,1508-9548,182.8,192.5,9.7
1,Higiene Oral,1508-9556,149.5,149.5,0.0
1,Prótese Dentária,1508-9791,145.0,146.5,1.5
1,Medicina Veterinária,1509-9847,175.8,196.0,20.2
1,Dança,1510-9068,108.5,108.5,0.0
1,Gestão do Desporto,1510-9162,157.0,155.8,-1.2
1,Ciências do Desporto,1510-9707,145.0,142.5,-2.5
1,Reabilitação Psicomotora,1510-9841,149.5,149.5,0.0
1,Psicologia,1511-9219,165.3,192.0,26.7
1,Educação e Formação,1513-L040,137.0,136.2,-0.8
1,Planeamento e Gestão do Território,1514-8411,146.0,146.8,0.8
1,Geografia,1514-9143,146.5,147.0,0.5
1,Arquitetura Paisagista,1515-8258,156.0,158.5,2.5
1,Engenharia Florestal e dos Recursos Naturais,1515-8377,116.3,116.0,-0.3
1,Biologia,1515-9011,156.5,157.0,0.5
1,Engenharia Agronómica,1515-9086,127.0,122.5,-4.5
1,Engenharia Alimentar,1515-9087,119.5,118.0,-1.5
1,Engenharia do Ambiente,1515-9099,126.5,125.5,-1.0
1,Engenharia Zootécnica,1515-9129,126.5,126.5,0.0
1,Serviço Social (regime pós-laboral),1516-8014,144.5,145.5,1.0
1,Administração Pública (regime pós-laboral),1516-8102,142.0,142.5,0.5
1,Sociologia (regime pós-laboral),1516-8109,133.5,133.0,-0.5
1,Gestão de Recursos Humanos (regime pós-laboral),1516-8111,146.5,146.0,-0.5
1,Administração Pública e Políticas do Território (regime pós-laboral),1516-8363,133.0,133.5,0.5
1,Relações Internacionais (regime pós-laboral),1516-8364,156.5,156.0,-0.5
1,Administração Pública,1516-9002,156.0,156.0,0.0
1,Ciência Política,1516-9019,164.5,164.5,0.0
1,Ciências da Comunicação,1516-9023,175.0,196.5,21.5
1,Gestão de Recursos Humanos,1516-9157,166.0,171.5,5.5
1,Relações Internacionais,1516-9229,174.0,194.5,20.5
1,Serviço Social,1516-9238,159.0,160.0,1.0
1,Sociologia,1516-9240,149.0,149.0,0.0
1,Antropologia,1516-9448,136.0,135.5,-0.5
1,Economia,1517-9081,157.0,151.8,-5.2
1,Gestão,1517-9147,161.3,155.8,-5.5
1,Matemática Aplicada à Economia e à Gestão,1517-9210,181.5,181.5,0.0
