Fase,Curso,Codigo,Nota_Real,Nota_Simulada,Erro
1,Gestão de Informação,0906-9155,169.9,200.0,30.1
1,Direito,0911-9078,158.0,177.2,19.2
1,Geografia e Planeamento,1000-8183,122.0,123.0,1.0
1,Optometria e Ciências da Visão,1000-8184,117.2,113.0,-4.2
1,Direito (regime pós-laboral),1000-8358,160.8,187.5,26.7
1,Educação (regime pós-laboral),1000-8427,123.0,122.5,-0.5
1,Design de Produto,1000-8494,139.0,133.5,-5.5
1,Administração Pública,1000-9002,150.8,148.5,-2.3
1,Arqueologia,1000-9006,117.4,115.2,-2.2
1,Biologia e Geologia,1000-9012,106.0,99.5,-6.5
1,Bioquímica,1000-9015,144.0,143.0,-1.0
1,Ciência Política,1000-9019,152.6,153.0,0.4
1,Ciências da Comunicação,1000-9023,157.2,157.0,-0.2
1,Direito,1000-9078,166.8,192.0,25.2
1,Economia,1000-9081,161.4,160.0,-1.4
1,Estudos Culturais,1000-9134,130.6,124.0,-6.6
1,Filosofia,1000-9139,111.2,108.2,-3.0
1,Física,1000-9141,140.4,144.5,4.1
1,Geologia,1000-9146,103.0,104.5,1.5
1,Gestão,1000-9147,165.4,161.5,-3.9
1,História,1000-9181,131.0,122.5,-8.5
1,Línguas Aplicadas,1000-9192,162.4,187.0,24.6
1,Línguas e Literaturas Europeias,1000-9195,136.8,126.5,-10.3
1,Matemática,1000-9209,132.0,129.5,-2.5
1,Química,1000-9223,132.6,135.5,2.9
1,Relações Internacionais,1000-9229,158.6,179.5,20.9
1,Sociologia,1000-9240,136.4,134.5,-1.9
1,Teatro,1000-9243,126.0,123.0,-3.0
1,Arquitetura,1000-9257,153.8,143.0,-10.8
1,Educação,1000-9353,133.2,131.0,-2.2
1,Ciências do Ambiente,1000-9379,123.8,122.5,-1.3
1,Estatística Aplicada,1000-9381,126.2,127.5,1.3
1,Ciências da Computação,1000-9397,131.8,133.5,1.7
1,Design e Marketing de Moda,1000-9499,150.8,145.0,-5.8
1,Biologia Aplicada,1000-9688,139.8,141.5,1.7
1,Medicina,1000-9813,180.5,200.0,19.5
1,Artes Visuais,1000-9817,151.5,144.5,-7.0
1,Educação Básica,1000-9853,114.8,107.0,-7.8
1,Criminologia e Justiça Criminal,1000-L078,160.0,181.5,21.5
1,Proteção Civil e Gestão do Território,1000-L112,118.2,118.0,-0.2
1,Estudos Orientais: Estudos Chineses e Japoneses,1000-L147,143.8,138.0,-5.8
1,Ciências da Nutrição,1101-9554,153.5,183.0,29.5
1,Arquitetura,1102-9257,175.5,196.0,20.5
1,Arquitetura Paisagista,1103-8258,122.5,120.5,-2.0
1,Biologia,1103-9011,141.5,139.5,-2.0
1,Bioquímica,1103-9015,168.5,199.0,30.5
1,Física,1103-9141,167.8,200.0,32.2
1,Geologia,1103-9146,115.5,117.5,2.0
1,Matemática,1103-9209,159.3,186.0,26.7
1,Química,1103-9223,120.0,124.0,4.0
1,Ciência de Computadores,1103-9696,142.5,145.0,2.5
1,Ciências e Tecnologia do Ambiente,1103-9709,125.0,126.5,1.5
1,Economia,1104-9081,168.3,189.5,21.2
1,Gestão,1104-9147,175.0,197.5,22.5
1,Ciências Farmacêuticas,1106-9494,153.3,182.0,28.7
1,Arqueologia,1107-9006,124.6,124.3,-0.3
1,Ciências da Linguagem,1107-9040,124.6,95.0,-29.6
1,Filosofia,1107-9139,126.0,128.0,2.0
1,Geografia,1107-9143,129.6,141.0,11.4
1,História,1107-9181,143.4,133.0,-10.4
1,História da Arte,1107-9182,136.4,190.5,54.1
1,Línguas Aplicadas,1107-9192,174.6,95.0,-79.6
1,Línguas e Relações Internacionais,1107-9197,180.0,95.0,-85.0
1,"Línguas, Literaturas e Culturas",1107-9204,160.6,95.0,-65.6
1,Sociologia,1107-9240,146.8,95.0,-51.8
1,Ciência da Informação,1107-9694,141.2,144.5,3.3
1,Medicina,1108-9813,181.0,200.0,19.0
1,Ciências da Educação,1109-9026,137.5,133.0,-4.5
1,Ciências do Meio Aquático,1110-9708,136.5,135.5,-1.0
1,Medicina,1110-9813,182.2,200.0,17.8
1,Medicina Veterinária,1110-9847,168.3,200.0,31.7
1,Ciências do Desporto,1111-9707,136.0,129.8,-6.2
1,Medicina Dentária,1113-9548,171.8,200.0,28.2
1,Criminologia,1114-9066,162.2,187.0,24.8
1,Direito,1114-9078,171.8,197.2,25.4
1,Engenharia Agronómica,1201-9086,110.4,109.5,-0.9
1,Engenharia Zootécnica,1201-9129,126.9,128.0,1.1
1,Enologia,1201-9752,95.0,99.0,4.0
1,Medicina Veterinária,1201-9847,162.8,186.0,23.2
1,Ciências da Comunicação,1202-9023,134.8,95.0,-39.8
1,Economia,1202-9081,139.9,95.0,-44.9
1,Gestão,1202-9147,150.9,154.5,3.6
1,Línguas e Relações Empresariais,1202-9196,140.6,95.0,-45.6
1,"Línguas, Literaturas e Culturas",1202-9204,127.8,95.0,-32.8
1,Psicologia,1202-9219,144.9,95.0,-49.9
1,Serviço Social,1202-9238,132.2,135.0,2.8
1,Turismo,1202-9254,127.1,129.5,2.4
1,Teatro e Artes Performativas,1202-9803,96.3,99.0,2.7
1,Educação Básica,1202-9853,119.2,117.5,-1.7
1,Comunicação e Multimédia,1203-9052,129.1,132.0,2.9
1,Engenharia Civil,1203-9089,136.4,139.5,3.1
1,Engenharia Informática,1203-9119,121.1,119.0,-2.1
1,Engenharia Mecânica,1203-9123,127.5,130.0,2.5
1,Engenharia Biomédica,1203-9455,126.4,129.5,3.1
1,Biologia,1204-9011,122.8,125.0,2.2
1,Biologia e Geologia,1204-9012,95.0,98.5,3.5
1,Bioquímica,1204-9015,125.9,128.0,2.1
1,Ciências do Ambiente,1204-9379,95.0,99.0,4.0
1,Bioengenharia,1204-9540,117.0,117.5,0.5
1,Ciências da Nutrição,1204-9554,124.0,125.5,1.5
1,Ciências do Desporto,1204-9707,126.5,128.0,1.5
1,Genética e Biotecnologia,1204-9761,136.6,143.0,6.4
1,Design,1306-9069,106.6,96.0,-10.6
1,Línguas e Relações Empresariais,1306-9196,130.7,133.5,2.8
1,Psicologia,1306-9219,132.1,128.5,-3.6
1,"Comunicação, Cultura e Organizações",1306-9720,123.0,127.0,4.0
1,Artes Visuais,1306-9817,156.6,196.5,39.9
1,Estudos de Cultura,1306-L150,107.0,115.2,8.2
1,Bioquímica,1307-9015,129.5,132.5,3.0
1,Engenharia Informática,1307-9119,100.0,97.0,-3.0
1,Ciências da Educação,1308-9026,115.9,118.0,2.1
1,Economia,1308-9081,119.8,120.8,1.0
1,Gestão,1308-9147,132.3,134.5,2.2
1,Educação Física e Desporto,1308-9736,130.8,132.5,1.7
1,Educação Básica,1308-9853,157.9,200.0,42.1
1,Ciclo Básico de Medicina,1309-8083,174.2,200.0,25.8
1,Biologia,1309-9011,116.0,118.0,2.0
1,Enfermagem,1320-9500,136.0,135.5,-0.5
1,Direção e Gestão Hoteleira,1321-9076,131.4,138.0,6.6
1,Design,1501-9069,158.5,149.0,-9.5
1,Design de Moda,1501-9071,154.5,148.0,-6.5
1,Arquitetura,1501-9257,113.8,101.5,-12.3
1,Desenho,1502-8399,165.5,191.5,26.0
1,Design de Comunicação,1502-9070,177.0,200.0,23.0
1,Design de Equipamento,1502-9072,152.5,152.5,0.0
1,Escultura,1502-9754,135.5,137.0,1.5
1,Pintura,1502-9790,159.0,157.0,-2.0
1,Arte Multimédia,1502-9904,163.5,193.5,30.0
1,Ciências da Arte e do Património,1502-L010,146.0,151.5,5.5
1,Biologia,1503-9011,147.5,150.0,2.5
1,Bioquímica,1503-9015,148.3,151.5,3.2
1,Engenharia Informática,1503-9119,144.0,148.0,4.0
1,Física,1503-9141,156.0,162.0,6.0
1,Geologia,1503-9146,115.5,116.5,1.0
1,Matemática,1503-9209,148.0,151.0,3.0
1,"Meteorologia, Oceanografia e Geofísica",1503-9212,130.3,134.0,3.7
1,Química,1503-9223,140.3,143.0,2.7
1,Química Tecnológica,1503-9226,131.0,133.0,2.0
1,Estatística Aplicada,1503-9381,130.0,132.5,2.5
1,Matemática Aplicada,1503-9385,145.0,148.5,3.5
1,Tecnologias de Informação,1503-L079,133.0,136.0,3.0
1,Engenharia Geoespacial,1503-L096,115.0,115.5,0.5
1,Direito (regime pós-laboral),1504-8358,140.5,144.8,4.3
1,Direito,1504-9078,149.3,175.2,25.9
1,Ciências Farmacêuticas,1505-9494,146.5,159.0,12.5
1,"Estudos Artísticos, variante de Artes do Espetáculo",1506-8104,137.5,134.5,-3.0
1,Artes e Humanidades,1506-8413,129.0,130.0,1.0
1,Estudos Gerais,1506-8458,140.0,141.0,1.0
1,Arqueologia,1506-9006,113.5,113.5,0.0
1,Ciências da Linguagem,1506-9040,121.0,123.0,2.0
1,Estudos Africanos,1506-9131,114.5,114.5,0.0
1,Estudos Clássicos,1506-9133,118.5,119.5,1.0
1,Estudos Europeus,1506-9135,140.0,140.0,0.0
1,Filosofia,1506-9139,131.0,132.2,1.2
1,História,1506-9181,135.0,131.0,-4.0
1,História da Arte,1506-9182,109.0,108.5,-0.5
1,"Línguas, Literaturas e Culturas",1506-9204,141.5,168.0,26.5
1,Tradução,1506-9252,133.0,133.0,0.0
1,Estudos Asiáticos,1506-9914,150.0,184.5,34.5
1,Estudos Portugueses,1506-9917,124.0,125.5,1.5
1,Estudos Comparatistas,1506-L097,131.5,132.5,1.0
1,Ciências da Nutrição,1507-9554,153.5,174.5,21.0
1,Medicina,1507-9813,175.2,197.5,22.3
1,Medicina Dentária,1508-9548,172.0,196.0,24.0
1,Higiene Oral,1508-9556,124.0,123.5,-0.5
1,Prótese Dentária,1508-9791,110.5,111.5,1.0
1,Medicina Veterinária,1509-9847,155.8,172.0,16.2
1,Dança,1510-9068,107.0,110.0,3.0
1,Gestão do Desporto,1510-9162,147.5,150.0,2.5
1,Ciências do Desporto,1510-9707,120.5,120.0,-0.5
1,Reabilitação Psicomotora,1510-9841,119.0,120.0,1.0
1,Educação e Formação,1513-L040,103.8,105.0,1.2
1,Planeamento e Gestão do Território,1514-8411,121.0,122.5,1.5
1,Geografia,1514-9143,120.5,124.0,3.5
1,Arquitetura Paisagista,1515-8258,112.5,112.5,0.0
1,Engenharia Florestal e dos Recursos Naturais,1515-8377,110.5,114.0,3.5
1,Biologia,1515-9011,136.0,139.0,3.0
1,Engenharia Agronómica,1515-9086,114.0,115.0,1.0
1,Engenharia Alimentar,1515-9087,106.5,109.0,2.5
1,Engenharia do Ambiente,1515-9099,106.3,109.5,3.2
1,Engenharia Zootécnica,1515-9129,110.0,112.0,2.0
1,Serviço Social (regime pós-laboral),1516-8014,126.5,128.5,2.0
1,Administração Pública (regime pós-laboral),1516-8102,125.5,126.5,1.0
1,Sociologia (regime pós-laboral),1516-8109,118.5,119.5,1.0
1,Gestão de Recursos Humanos (regime pós-laboral),1516-8111,133.0,134.0,1.0
1,Administração Pública e Políticas do Território (regime pós-laboral),1516-8363,116.5,118.0,1.5
1,Relações Internacionais (regime pós-laboral),1516-8364,142.0,144.5,2.5
1,Administração Pública,1516-9002,137.0,138.0,1.0
1,Ciência Política,1516-9019,149.5,157.0,7.5
1,Ciências da Comunicação,1516-9023,156.5,158.0,1.5
1,Gestão de Recursos Humanos,1516-9157,150.5,177.0,26.5
1,Relações Internacionais,1516-9229,156.5,155.2,-1.3
1,Serviço Social,1516-9238,139.5,141.5,2.0
1,Sociologia,1516-9240,130.5,132.0,1.5
1,Antropologia,1516-9448,115.0,115.5,0.5
1,Economia,1517-9081,149.0,151.0,2.0
1,Gestão,1517-9147,154.5,154.5,0.0
1,Matemática Aplicada à Economia e à Gestão,1517-9210,178.5,200.0,21.5
1,Gestão (ensino em Inglês),1517-A001,159.8,161.5,1.7
1,Economia (ensino em Inglês),1517-A006,153.0,153.0,0.0
1,Engenharia Informática e de Computadores,1518-9121,171.5,190.5,19.0
1,Arquitetura,1518-9257,146.5,146.0,-0.5
1,Matemática Aplicada e Computação,1518-9345,183.5,200.0,16.5
1,Engenharia Naval e Oceânica,1518-L162,160.3,162.0,1.7
1,Engenharia de Telecomunicações e Informática,1519-9098,142.0,145.0,3.0
1,Engenharia e Gestão Industrial,1519-9104,168.8,200.0,31.2
1,Engenharia Informática e de Computadores,1519-9121,162.5,163.5,1.0
1,Engenharia Eletrónica,1519-9912,149.3,153.5,4.2
1,Marketing (regime pós-laboral),3011-8005,126.2,127.5,1.3
1,Contabilidade,3011-9056,134.7,137.5,2.8
1,Finanças,3011-9140,146.5,151.0,4.5
1,Marketing,3011-9205,142.8,138.5,-4.3
1,Contabilidade (regime pós-laboral),3011-9869,120.8,122.0,1.2
1,Finanças (regime pós-laboral),3011-9888,100.6,103.5,2.9
1,Gestão da Qualidade,3012-8405,125.8,128.0,2.2
1,Secretariado e Comunicação Empresarial,3012-9235,134.0,136.5,2.5
1,Gestão Comercial,3012-L021,133.6,135.0,1.4
1,Enfermagem,3013-9500,138.8,142.0,3.2
1,Fisioterapia,3013-9504,152.4,156.5,4.1
1,Terapia da Fala,3013-9890,111.4,110.5,-0.9
1,Imagem Médica e Radioterapia,3013-L066,134.0,136.0,2.0
1,Design de Produto e Tecnologia,3014-L138,137.6,141.0,3.4
1,Agronomia,3021-9003,128.7,132.5,3.8
1,Engenharia do Ambiente,3021-9099,,96.0,
1,Ciência e Tecnologia dos Alimentos,3021-9350,,106.5,
1,Serviço Social,3022-9238,107.0,106.5,-0.5
1,Desporto,3022-9563,95.0,98.0,3.0
1,Educação Básica,3022-9853,126.9,129.5,2.6
1,Engenharia Informática,3023-9119,112.9,110.2,-2.7
1,Gestão de Empresas,3023-9152,95.0,96.5,1.5
1,Solicitadoria,3023-9242,112.8,110.5,-2.3
1,Turismo,3023-9254,98.0,100.5,2.5
1,Gestão de Empresas (regime pós-laboral),3023-9994,,99.0,
1,Solicitadoria (regime pós-laboral),3031-8015,124.2,126.0,1.8
1,Contabilidade,3031-9056,136.1,139.5,3.4
1,Finanças,3031-9140,132.3,134.5,2.2
1,Gestão de Empresas,3031-9152,149.0,151.5,2.5
1,Solicitadoria,3031-9242,137.2,133.5,-3.7
1,Fiscalidade,3031-9759,123.1,125.0,1.9
1,Contabilidade (regime pós-laboral),3031-9869,123.6,126.5,2.9
1,Fiscalidade (regime pós-laboral),3031-9990,113.1,114.5,1.4
1,Gestão de Empresas (regime pós-laboral),3031-9994,136.7,140.5,3.8
1,Gestão Pública,3031-L140,128.8,130.5,1.7
1,Engenharia em Desenvolvimento de Jogos Digitais,3032-8311,124.1,127.0,2.9
1,Engenharia de Sistemas Informáticos,3032-8409,125.6,127.2,1.6
1,Engenharia de Sistemas Informáticos (regime pós-laboral),3032-8417,115.7,120.0,4.3
1,Engenharia e Gestão Industrial,3032-9104,118.1,95.0,-23.1
1,Engenharia Eletrotécnica e de Computadores,3032-9112,114.6,118.5,3.9
1,Design Industrial,3033-9074,133.1,133.0,-0.1
1,Design Gráfico,3033-9470,146.4,142.5,-3.9
1,Design Gráfico (regime pós-laboral),3033-9873,125.3,126.0,0.7
1,Gestão de Atividades Turísticas,3034-8156,134.5,137.5,3.0
1,Gestão de Atividades Turísticas (regime pós-laboral),3034-8341,120.8,122.2,1.4
1,Enfermagem Veterinária,3041-9085,129.6,132.5,2.9
1,Engenharia Agronómica,3041-9086,,95.0,
1,Engenharia Alimentar,3041-9087,,96.0,
1,Engenharia do Ambiente,3041-9099,,98.5,
1,Engenharia Zootécnica,3041-9129,,96.0,
1,Biologia e Biotecnologia,3041-L029,110.9,112.0,1.1
1,Línguas Estrangeiras: Inglês e Espanhol,3042-8323,113.7,114.5,0.8
1,Línguas para Relações Internacionais,3042-8374,103.5,95.0,-8.5
1,Educação Ambiental,3042-9082,,103.5,
1,Educação Social,3042-9084,97.6,97.5,-0.1
1,Desporto,3042-9563,104.1,98.0,-6.1
1,Educação Básica,3042-9853,115.5,112.0,-3.5
1,Arte e Design,3042-9898,110.0,102.5,-7.5
1,Animação e Produção Artística,3042-9933,111.1,112.0,0.9
1,Relações Lusófonas e Língua Portuguesa,3042-L088,124.4,127.0,2.6
1,Música em Contextos Comunitários,3042-L175,114.5,111.0,-3.5
1,Contabilidade,3043-9056,104.5,106.5,2.0
1,Engenharia Civil,3043-9089,,95.0,
1,Engenharia Eletrotécnica e de Computadores,3043-9112,,98.5,
1,Engenharia Informática,3043-9119,108.0,107.0,-1.0
1,Engenharia Mecânica,3043-9123,132.0,132.0,0.0
1,Engenharia Química,3043-9125,112.1,110.5,-1.6
1,Gestão,3043-9147,123.8,123.5,-0.3
1,Informática de Gestão,3043-9186,109.3,105.5,-3.8
1,Engenharia de Energias Renováveis,3043-9910,,95.0,
1,"Gestão de Negócios Internacionais (Curso Europeu, ensino em Inglês)",3043-A004,95.0,99.0,4.0
1,Tecnologia Biomédica,3043-L069,111.3,114.5,3.2
1,Design de Jogos Digitais,3045-8309,105.0,100.5,-4.5
1,Gestão e Administração Pública,3045-9165,98.3,99.5,1.2
1,Informática e Comunicações,3045-9188,,96.0,
1,Marketing,3045-9205,102.0,103.5,1.5
1,Multimédia,3045-9213,114.8,115.5,0.7
1,Solicitadoria,3045-9242,95.0,97.5,2.5
1,Turismo,3045-9254,100.7,102.5,1.8
1,Engenharia de Proteção Civil,3051-8397,,122.0,
1,Agronomia,3051-9003,117.8,118.5,0.7
1,Enfermagem Veterinária,3051-9085,108.7,109.5,0.8
1,Biotecnologia Alimentar,3051-L093,,103.5,
1,Serviço Social,3052-9238,114.8,113.5,-1.3
1,Secretariado,3052-9485,104.9,106.5,1.6
1,Desporto e Atividade Física,3052-9850,95.0,98.5,3.5
1,Educação Básica,3052-9853,,115.5,
