Curso,Codigo,Nota_Real,Nota_Simulada,Erro
Engenharia Civil,1000-9089,135.0,135.0,0.0
Engenharia de Materiais,1000-9096,134.0,134.0,0.0
Engenharia de Telecomunicações e Informática,1000-9098,118.2,118.2,0.0
Engenharia e Gestão Industrial,1000-9104,174.2,173.8,-0.4
Engenharia Física,1000-9113,154.8,154.5,-0.3
Engenharia Informática,1000-9119,167.0,167.0,0.0
Engenharia Mecânica,1000-9123,161.2,160.8,-0.4
Engenharia Química e Biológica,1000-9126,144.6,144.5,-0.1
Engenharia Têxtil,1000-9127,117.8,117.8,0.0
Estudos Culturais,1000-9134,153.2,153.5,0.3
Filosofia,1000-9139,142.2,142.5,0.3
Física,1000-9141,116.0,116.0,0.0
Geologia,1000-9146,131.4,131.5,0.1
Gestão,1000-9147,173.8,174.0,0.2
História,1000-9181,156.6,157.0,0.4
Línguas Aplicadas,1000-9192,166.8,178.5,11.7
Línguas e Literaturas Europeias,1000-9195,161.2,162.0,0.8
Marketing,1000-9205,169.4,170.5,1.1
Matemática,1000-9209,158.4,158.5,0.1
Psicologia,1000-9219,171.6,182.8,11.2
Química,1000-9223,128.2,128.2,0.0
Relações Internacionais,1000-9229,166.4,168.8,2.4
Sociologia,1000-9240,145.4,145.5,0.1
Teatro,1000-9243,147.4,147.5,0.1
Arquitetura,1000-9257,177.5,194.5,17.0
Educação,1000-9353,145.2,145.2,0.0
Ciências do Ambiente,1000-9379,135.8,135.8,0.0
Estatística Aplicada,1000-9381,134.6,134.5,-0.1
Ciências da Computação,1000-9397,145.2,145.0,-0.2
Engenharia Biomédica,1000-9455,172.0,172.0,0.0
Design e Marketing de Moda,1000-9499,164.6,164.5,-0.1
Biologia Aplicada,1000-9688,157.8,157.7,-0.1
Negócios Internacionais,1000-9785,160.0,160.0,0.0
Medicina,1000-9813,185.8,193.5,7.7
Artes Visuais,1000-9817,161.5,161.5,0.0
Educação Básica,1000-9853,150.2,150.2,0.0
Estudos Portugueses,1000-9917,143.8,144.0,0.2
Criminologia e Justiça Criminal,1000-L078,167.0,177.0,10.0
Proteção Civil e Gestão do Território,1000-L112,122.2,122.5,0.3
Estudos Orientais: Estudos Chineses e Japoneses,1000-L147,148.8,149.0,0.2
Ciência de Dados,1000-L188,142.0,142.0,0.0
Engenharia e Gestão de Sistemas de Informação,1000-L215,141.6,141.5,-0.1
Engenharia Eletrónica Industrial e Computadores,1000-L218,120.8,95.0,-25.8
Engenharia Aeroespacial,1000-L221,186.2,195.2,9.0
Engenharia de Polímeros,1000-L229,134.4,134.5,0.1
Ciências da Nutrição,1101-9554,159.3,161.8,2.5
Arquitetura,1102-9257,185.5,199.0,13.5
Arquitetura Paisagista,1103-8258,146.5,150.2,3.7
Biologia,1103-9011,162.0,163.2,1.2
Bioquímica,1103-9015,174.0,175.7,1.7
Engenharia Agronómica,1103-9086,116.3,120.0,3.7
Engenharia Física,1103-9113,166.8,169.8,3.0
Física,1103-9141,122.3,125.2,2.9
Geologia,1103-9146,140.0,142.8,2.8
Matemática,1103-9209,161.0,164.2,3.2
Química,1103-9223,121.3,124.2,2.9
Matemática Aplicada,1103-9385,156.0,95.0,-61.0
Ciência de Computadores,1103-9696,157.0,160.5,3.5
Ciências e Tecnologia do Ambiente,1103-9709,141.0,144.0,3.0
Engenharia Geoespacial,1103-L096,126.0,129.1,3.1
Inteligência Artificial e Ciência de Dados,1103-L227,173.8,179.8,6.0
Economia,1104-9081,174.0,176.2,2.2
Gestão,1104-9147,180.5,192.2,11.7
Engenharia Civil,1105-9089,133.0,135.0,2.0
Engenharia de Materiais,1105-9096,150.3,154.0,3.7
Engenharia do Ambiente,1105-9099,141.5,142.5,1.0
Engenharia e Gestão Industrial,1105-9104,187.3,196.5,9.2
Engenharia Mecânica,1105-9123,178.8,180.5,1.7
Engenharia Química,1105-9125,170.8,173.8,3.0
Bioengenharia,1105-9540,186.5,194.5,8.0
Engenharia Eletrotécnica e de Computadores,1105-L209,142.0,143.0,1.0
Engenharia Informática e Computação,1105-L224,173.8,174.5,0.7
Engenharia de Minas e Geo-Ambiente,1105-L236,118.5,122.0,3.5
Ciências Farmacêuticas,1106-9494,155.0,155.2,0.2
Arqueologia,1107-9006,146.4,149.3,2.9
Ciências da Comunicação,1107-9023,171.6,189.0,17.4
Ciências da Linguagem,1107-9040,143.8,95.0,-48.8
Filosofia,1107-9139,147.0,150.5,3.5
Geografia,1107-9143,145.0,95.0,-50.0
História,1107-9181,161.6,162.5,0.9
História da Arte,1107-9182,152.0,95.0,-57.0
Línguas Aplicadas,1107-9192,179.4,95.0,-84.4
Línguas e Relações Internacionais,1107-9197,183.2,95.0,-88.2
"Línguas, Literaturas e Culturas",1107-9204,174.0,95.0,-79.0
Sociologia,1107-9240,159.2,95.0,-64.2
Ciência da Informação,1107-9694,144.8,148.5,3.7
Literatura e Estudos Interartes,1107-L251,142.4,95.0,-47.4
Medicina,1108-9813,187.2,194.0,6.8
Ciências da Educação,1109-9026,156.5,160.5,4.0
Psicologia,1109-9219,179.0,191.2,12.2
Ciências do Meio Aquático,1110-9708,154.5,157.2,2.7
Medicina,1110-9813,189.0,197.8,8.8
Medicina Veterinária,1110-9847,175.5,178.2,2.7
Ciências do Desporto,1111-9707,155.0,152.2,-2.8
Medicina Dentária,1113-9548,179.5,184.0,4.5
Criminologia,1114-9066,170.2,188.2,18.0
Direito,1114-9078,176.8,195.8,19.0
Medicina Veterinária,1201-9847,171.5,171.5,0.0
Animação Sociocultural,1202-9005,122.6,123.0,0.4
Ciências da Comunicação,1202-9023,146.9,95.0,-51.9
Economia,1202-9081,145.7,95.0,-50.7
Gestão,1202-9147,160.5,160.5,0.0
Línguas e Relações Empresariais,1202-9196,152.6,95.0,-57.6
"Línguas, Literaturas e Culturas",1202-9204,144.9,95.0,-49.9
Psicologia,1202-9219,164.0,95.0,-69.0
Serviço Social,1202-9238,143.9,144.0,0.1
Turismo,1202-9254,132.4,132.5,0.1
Teatro e Artes Performativas,1202-9803,123.1,123.5,0.4
Educação Básica,1202-9853,138.8,138.8,0.0
Comunicação e Multimédia,1203-9052,134.5,134.5,0.0
Engenharia Civil,1203-9089,123.3,123.5,0.2
Engenharia e Gestão Industrial,1203-9104,128.9,129.0,0.1
Engenharia Física,1203-9113,137.7,137.8,0.1
Engenharia Informática,1203-9119,134.6,134.5,-0.1
Engenharia Mecânica,1203-9123,129.7,129.8,0.1
Engenharia Biomédica,1203-9455,149.3,149.2,-0.1
Matemática Aplicada e Ciência de Dados,1203-L193,111.3,111.8,0.5
Engenharia Eletrotécnica e de Computadores,1203-L209,122.5,122.5,0.0
Design Sustentável,1203-L253,113.6,113.8,0.2
Biologia,1204-9011,148.9,148.8,-0.1
Biologia e Geologia,1204-9012,138.2,138.2,0.0
Bioquímica,1204-9015,140.3,140.2,-0.1
Ciências do Ambiente,1204-9379,132.5,132.5,0.0
Bioengenharia,1204-9540,143.4,143.2,-0.2
Ciências da Nutrição,1204-9554,144.0,144.0,0.0
Ciências do Desporto,1204-9707,140.8,140.5,-0.3
Genética e Biotecnologia,1204-9761,145.9,145.5,-0.4
Design,1306-9069,111.9,111.5,-0.4
Línguas e Relações Empresariais,1306-9196,138.1,138.0,-0.1
Psicologia,1306-9219,153.3,153.5,0.2
"Comunicação, Cultura e Organizações",1306-9720,118.9,119.0,0.1
Artes Visuais,1306-9817,95.0,100.0,5.0
Estudos de Cultura,1306-L150,117.6,118.0,0.4
Bioquímica,1307-9015,109.9,110.5,0.6
Engenharia Civil,1307-9089,,99.0,
Engenharia Eletrónica e Telecomunicações,1307-9107,,99.0,
Ciências da Educação,1308-9026,124.7,125.0,0.3
Economia,1308-9081,118.6,118.5,-0.1
Gestão,1308-9147,139.1,139.0,-0.1
Educação Física e Desporto,1308-9736,142.9,143.0,0.1
Educação Básica,1308-9853,106.5,107.5,1.0
Ciclo Básico de Medicina,1309-8083,181.8,181.3,-0.5
Biologia,1309-9011,136.0,136.0,0.0
Enfermagem,1320-9500,152.5,152.5,0.0
Direção e Gestão Hoteleira,1321-9076,119.6,120.0,0.4
Design,1501-9069,173.0,173.2,0.2
Design de Moda,1501-9071,172.0,172.0,0.0
Arquitetura,1501-9257,167.5,167.2,-0.3
Desenho,1502-8399,176.0,191.8,15.8
Design de Comunicação,1502-9070,170.0,169.5,-0.5
Design de Equipamento,1502-9072,159.5,159.2,-0.3
Escultura,1502-9754,155.0,154.2,-0.8
Pintura,1502-9790,168.5,168.2,-0.3
Arte Multimédia,1502-9904,171.0,170.8,-0.2
Ciências da Arte e do Património,1502-L010,153.5,153.0,-0.5
Biologia,1503-9011,167.0,166.5,-0.5
Bioquímica,1503-9015,162.3,162.0,-0.3
Engenharia Física,1503-9113,165.3,165.2,-0.1
Engenharia Informática,1503-9119,162.5,162.5,0.0
Física,1503-9141,170.0,170.0,0.0
Geologia,1503-9146,144.0,143.8,-0.2
Matemática,1503-9209,157.0,157.0,0.0
"Meteorologia, Oceanografia e Geofísica",1503-9212,126.5,126.5,0.0
Química,1503-9223,144.8,144.8,0.0
Química Tecnológica,1503-9226,138.3,95.0,-43.3
Estatística Aplicada,1503-9381,143.5,143.5,0.0
Matemática Aplicada,1503-9385,160.0,160.0,0.0
Tecnologias de Informação,1503-L079,149.0,149.0,0.0
Engenharia Geoespacial,1503-L096,113.0,113.2,0.2
Engenharia Biomédica e Biofísica,1503-L204,167.0,167.0,0.0
Engenharia da Energia e Ambiente,1503-L214,131.5,131.5,0.0
Direito (regime pós-laboral),1504-8358,153.8,154.0,0.2
Direito,1504-9078,160.0,159.0,-1.0
Ciências Farmacêuticas,1505-9494,158.3,158.0,-0.3
Artes e Humanidades,1506-8413,144.5,144.5,0.0
Estudos Gerais,1506-8458,150.0,150.5,0.5
Arqueologia,1506-9006,139.0,139.0,0.0
Ciências da Linguagem,1506-9040,140.5,140.5,0.0
Estudos Africanos,1506-9131,132.0,132.0,0.0
Estudos Clássicos,1506-9133,140.0,140.0,0.0
Estudos Europeus,1506-9135,154.0,154.5,0.5
Filosofia,1506-9139,151.0,151.2,0.2
História,1506-9181,158.0,158.5,0.5
História da Arte,1506-9182,146.0,146.2,0.2
"Línguas, Literaturas e Culturas",1506-9204,154.0,154.0,0.0
Tradução,1506-9252,147.8,148.0,0.2
Estudos Asiáticos,1506-9914,150.0,150.5,0.5
Estudos Portugueses,1506-9917,140.5,140.5,0.0
Estudos Comparatistas,1506-L097,142.0,142.5,0.5
Estudos de Cultura e Comunicação Intercultural,1506-L288,148.5,148.5,0.0
Ciências da Nutrição,1507-9554,167.5,167.5,0.0
Medicina,1507-9813,182.5,182.5,0.0
Medicina Dentária,1508-9548,181.0,181.5,0.5
Higiene Oral,1508-9556,150.5,150.5,0.0
Prótese Dentária,1508-9791,142.8,142.8,0.0
Medicina Veterinária,1509-9847,169.5,169.2,-0.3
Dança,1510-9068,126.5,127.0,0.5
Gestão do Desporto,1510-9162,158.0,158.0,0.0
Ciências do Desporto,1510-9707,140.0,140.0,0.0
Reabilitação Psicomotora,1510-9841,145.5,145.2,-0.3
Psicologia,1511-9219,163.3,162.8,-0.5
Educação e Formação,1513-L040,138.0,138.0,0.0
Planeamento e Gestão do Território,1514-8411,140.5,140.5,0.0
Geografia,1514-9143,134.5,134.2,-0.3
Arquitetura Paisagista,1515-8258,151.5,151.5,0.0
Engenharia Florestal e dos Recursos Naturais,1515-8377,117.0,117.0,0.0
Biologia,1515-9011,153.0,153.0,0.0
Engenharia Agronómica,1515-9086,124.3,124.2,-0.1
Engenharia Alimentar,1515-9087,126.3,126.2,-0.1
Engenharia do Ambiente,1515-9099,136.8,136.8,0.0
Engenharia Zootécnica,1515-9129,135.5,135.5,0.0
Serviço Social (regime pós-laboral),1516-8014,141.5,141.5,0.0
Administração Pública (regime pós-laboral),1516-8102,137.0,137.0,0.0
Sociologia (regime pós-laboral),1516-8109,135.5,135.5,0.0
Gestão de Recursos Humanos (regime pós-laboral),1516-8111,145.0,145.0,0.0
Administração Pública e Políticas do Território (regime pós-laboral),1516-8363,133.0,133.0,0.0
Relações Internacionais (regime pós-laboral),1516-8364,149.0,149.0,0.0
Administração Pública,1516-9002,146.5,146.5,0.0
Ciência Política,1516-9019,159.0,159.5,0.5
Ciências da Comunicação,1516-9023,165.0,165.5,0.5
Gestão de Recursos Humanos,1516-9157,155.5,156.0,0.5
Relações Internacionais,1516-9229,164.5,165.0,0.5
Serviço Social,1516-9238,149.5,150.0,0.5
Sociologia,1516-9240,146.0,146.0,0.0
Antropologia,1516-9448,135.5,135.5,0.0
Engenharia Civil,1518-9089,120.3,120.0,-0.3
Engenharia de Materiais,1518-9096,148.0,147.8,-0.2
Engenharia do Ambiente,1518-9099,149.5,149.5,0.0
Engenharia Informática e de Computadores,1518-9121,181.0,180.8,-0.2
Engenharia Mecânica,1518-9123,174.3,174.5,0.2
Engenharia Química,1518-9125,159.0,159.0,0.0
Arquitetura,1518-9257,163.3,162.8,-0.5
Matemática Aplicada e Computação,1518-9345,187.0,199.5,12.5
Engenharia Biomédica,1518-9455,178.5,179.0,0.5
Engenharia Biológica,1518-9474,170.5,170.5,0.0
Engenharia Naval e Oceânica,1518-L162,158.8,158.8,0.0
Engenharia Eletrotécnica e de Computadores,1518-L209,131.8,131.5,-0.3
Engenharia Aeroespacial,1518-L221,188.5,198.5,10.0
Engenharia Física Tecnológica,1518-L233,187.8,196.2,8.4
Engenharia de Minas e Recursos Energéticos,1518-L239,124.8,124.8,0.0
Engenharia de Telecomunicações e Informática,1519-9098,136.8,136.8,0.0
Engenharia e Gestão Industrial,1519-9104,173.3,173.2,-0.1
Engenharia Informática e de Computadores,1519-9121,172.0,171.2,-0.8
Engenharia Eletrónica,1519-9912,136.3,136.2,-0.1
Marketing (regime pós-laboral),3011-8005,141.1,141.0,-0.1
Contabilidade,3011-9056,141.3,141.5,0.2
Finanças,3011-9140,157.0,157.5,0.5
Marketing,3011-9205,157.6,158.0,0.4
Contabilidade (regime pós-laboral),3011-9869,128.4,128.5,0.1
Finanças (regime pós-laboral),3011-9888,127.5,127.5,0.0
Gestão da Qualidade,3012-8405,125.8,126.0,0.2
Secretariado e Comunicação Empresarial,3012-9235,134.5,134.5,0.0
Gestão Comercial,3012-L021,143.6,143.5,-0.1
Gestão Pública,3012-L140,135.6,136.0,0.4
Eletrónica e Mecânica Industrial,3012-L194,130.0,130.0,0.0
Enfermagem,3013-9500,152.8,152.8,0.0
Fisioterapia,3013-9504,163.4,163.0,-0.4
Terapia da Fala,3013-9890,145.6,145.8,0.2
Imagem Médica e Radioterapia,3013-L066,146.0,146.0,0.0
Design de Produto e Tecnologia,3014-L138,146.1,146.0,-0.1
Agronomia,3021-9003,104.0,105.2,1.2
Engenharia do Ambiente,3021-9099,,95.0,
Ciência e Tecnologia dos Alimentos,3021-9350,114.7,114.8,0.1
Audiovisual e Multimédia,3022-9010,112.7,114.0,1.3
Serviço Social,3022-9238,114.2,114.5,0.3
