Fase,Curso,Codigo,Nota_Real,Nota_Simulada,Erro
1,Sociologia,0604-9240,123.7,124.0,0.3
1,Turismo,0604-9254,132.3,135.0,2.7
1,Património Cultural,0604-9787,98.9,98.5,-0.4
1,Educação Básica,0604-9853,118.0,118.8,0.8
1,Línguas e Literaturas,0604-L047,127.2,128.0,0.8
1,Medicina,0901-9813,178.3,200.0,21.7
1,Sociologia (regime pós-laboral),0902-8109,128.5,133.0,4.5
1,Arqueologia,0902-9006,120.0,123.0,3.0
1,Ciência Política e Relações Internacionais,0902-9020,169.5,199.5,30.0
1,Ciências da Comunicação,0902-9023,168.5,200.0,31.5
1,Ciências da Linguagem,0902-9040,128.5,132.5,4.0
1,Ciências Musicais,0902-9046,120.5,123.0,2.5
1,Filosofia,0902-9139,138.0,142.5,4.5
1,Geografia e Planeamento Regional,0902-9145,132.0,135.0,3.0
1,História,0902-9181,148.0,154.5,6.5
1,História da Arte,0902-9182,118.5,120.5,2.0
1,"Línguas, Literaturas e Culturas",0902-9204,141.5,95.0,-46.5
1,Sociologia,0902-9240,140.0,144.0,4.0
1,Tradução,0902-9252,156.0,95.0,-61.0
1,Antropologia,0902-9448,123.5,95.0,-28.5
1,Estudos Portugueses,0902-9917,104.0,107.0,3.0
1,Conservação - Restauro,0903-8036,130.4,134.0,3.6
1,Bioquímica,0903-9015,148.4,149.0,0.6
1,Engenharia Geológica,0903-9116,121.0,125.0,4.0
1,Matemática,0903-9209,153.6,157.5,3.9
1,Química Aplicada,0903-9224,144.8,147.5,2.7
1,Biologia Celular e Molecular,0903-9348,163.2,167.5,4.3
1,Economia,0904-9081,169.5,174.0,4.5
1,Gestão,0904-9147,174.0,196.0,22.0
1,Sistemas e Tecnologias de Informação,0906-8259,160.7,166.0,5.3
1,Gestão de Informação,0906-9155,166.0,172.0,6.0
1,Direito,0911-9078,160.5,192.2,31.7
1,Geografia e Planeamento,1000-8183,117.4,118.5,1.1
1,Optometria e Ciências da Visão,1000-8184,111.2,107.0,-4.2
1,Direito (regime pós-laboral),1000-8358,162.6,200.0,37.4
1,Educação (regime pós-laboral),1000-8427,119.8,122.0,2.2
1,Design de Produto,1000-8494,142.0,142.0,0.0
1,Administração Pública,1000-9002,148.4,154.5,6.1
1,Arqueologia,1000-9006,114.6,116.5,1.9
1,Biologia e Geologia,1000-9012,117.0,113.0,-4.0
1,Bioquímica,1000-9015,144.8,145.0,0.2
1,Ciência Política,1000-9019,150.8,159.0,8.2
1,Ciências da Comunicação,1000-9023,158.8,183.5,24.7
1,Direito,1000-9078,164.4,195.0,30.6
1,Economia,1000-9081,163.6,168.0,4.4
1,Estudos Culturais,1000-9134,141.6,148.0,6.4
1,Filosofia,1000-9139,118.0,119.0,1.0
1,Física,1000-9141,139.4,142.0,2.6
1,Geologia,1000-9146,103.6,102.5,-1.1
1,Gestão,1000-9147,166.0,171.0,5.0
1,História,1000-9181,126.6,128.0,1.4
1,Línguas Aplicadas,1000-9192,160.4,191.0,30.6
1,Línguas e Literaturas Europeias,1000-9195,143.0,146.5,3.5
1,Matemática,1000-9209,130.8,131.8,1.0
1,Química,1000-9223,135.4,137.0,1.6
1,Relações Internacionais,1000-9229,155.2,169.5,14.3
1,Sociologia,1000-9240,137.8,140.5,2.7
1,Teatro,1000-9243,133.2,137.0,3.8
1,Arquitetura,1000-9257,150.0,152.0,2.0
1,Educação,1000-9353,129.8,132.0,2.2
1,Ciências do Ambiente,1000-9379,118.2,118.0,-0.2
1,Estatística Aplicada,1000-9381,129.8,131.0,1.2
1,Ciências da Computação,1000-9397,140.0,140.0,0.0
1,Design e Marketing de Moda,1000-9499,148.6,148.0,-0.6
1,Biologia Aplicada,1000-9688,139.6,140.5,0.9
1,Medicina,1000-9813,181.3,200.0,18.7
1,Educação Básica,1000-9853,131.2,131.0,-0.2
1,Criminologia e Justiça Criminal,1000-L078,159.8,191.5,31.7
1,Estudos Orientais: Estudos Chineses e Japoneses,1000-L147,158.2,189.0,30.8
1,Ciências da Nutrição,1101-9554,159.0,189.0,30.0
1,Arquitetura,1102-9257,178.5,200.0,21.5
1,Arquitetura Paisagista,1103-8258,128.0,131.5,3.5
1,Biologia,1103-9011,140.5,142.0,1.5
1,Bioquímica,1103-9015,167.5,173.5,6.0
1,Física,1103-9141,157.5,162.5,5.0
1,Geologia,1103-9146,113.0,114.0,1.0
1,Matemática,1103-9209,148.5,150.0,1.5
1,Química,1103-9223,120.0,117.5,-2.5
1,Ciência de Computadores,1103-9696,143.5,145.0,1.5
1,Ciências e Tecnologia do Ambiente,1103-9709,126.5,129.5,3.0
1,Economia,1104-9081,171.0,177.0,6.0
1,Gestão,1104-9147,175.0,199.0,24.0
1,Ciências Farmacêuticas,1106-9494,155.8,168.0,12.2
1,Arqueologia,1107-9006,125.8,123.0,-2.8
1,Ciências da Linguagem,1107-9040,127.6,95.0,-32.6
1,Filosofia,1107-9139,129.2,130.0,0.8
1,Geografia,1107-9143,128.4,95.0,-33.4
1,História,1107-9181,143.6,142.0,-1.6
1,História da Arte,1107-9182,135.6,136.3,0.7
1,Línguas Aplicadas,1107-9192,171.2,95.0,-76.2
1,Línguas e Relações Internacionais,1107-9197,179.0,95.0,-84.0
1,"Línguas, Literaturas e Culturas",1107-9204,159.2,95.0,-64.2
1,Sociologia,1107-9240,147.4,95.0,-52.4
1,Ciência da Informação,1107-9694,140.0,142.2,2.2
1,Medicina,1108-9813,183.3,200.0,16.7
1,Ciências da Educação,1109-9026,139.0,143.0,4.0
1,Ciências do Meio Aquático,1110-9708,130.5,134.0,3.5
1,Medicina,1110-9813,182.3,200.0,17.7
1,Medicina Veterinária,1110-9847,170.8,200.0,29.2
1,Ciências do Desporto,1111-9707,139.0,134.0,-5.0
1,Medicina Dentária,1113-9548,173.0,200.0,27.0
1,Criminologia,1114-9066,162.4,199.5,37.1
1,Direito,1114-9078,170.6,197.2,26.6
1,Engenharia Agronómica,1201-9086,112.6,111.0,-1.6
1,Engenharia Zootécnica,1201-9129,131.6,133.5,1.9
1,Enologia,1201-9752,100.2,95.0,-5.2
1,Medicina Veterinária,1201-9847,160.6,188.0,27.4
1,Ciências da Comunicação,1202-9023,136.9,95.0,-41.9
1,Economia,1202-9081,145.0,95.0,-50.0
1,Gestão,1202-9147,155.9,158.5,2.6
1,Línguas e Relações Empresariais,1202-9196,140.2,95.0,-45.2
1,"Línguas, Literaturas e Culturas",1202-9204,128.3,95.0,-33.3
1,Psicologia,1202-9219,147.0,95.0,-52.0
1,Serviço Social,1202-9238,131.6,132.8,1.2
1,Turismo,1202-9254,135.6,138.0,2.4
1,Teatro e Artes Performativas,1202-9803,103.9,103.5,-0.4
1,Educação Básica,1202-9853,122.0,120.0,-2.0
1,Comunicação e Multimédia,1203-9052,130.3,131.0,0.7
1,Engenharia Civil,1203-9089,,107.5,
1,Engenharia Informática,1203-9119,129.9,127.0,-2.9
1,Engenharia Mecânica,1203-9123,119.2,116.0,-3.2
1,Engenharia Biomédica,1203-9455,128.8,128.5,-0.3
1,Biologia,1204-9011,119.7,119.5,-0.2
1,Biologia e Geologia,1204-9012,105.5,104.5,-1.0
1,Bioquímica,1204-9015,123.0,123.5,0.5
1,Ciências do Ambiente,1204-9379,98.5,99.0,0.5
1,Bioengenharia,1204-9540,111.7,110.0,-1.7
1,Ciências do Desporto,1204-9707,127.2,122.0,-5.2
1,Genética e Biotecnologia,1204-9761,133.2,134.0,0.8
1,Enfermagem,1320-9500,132.0,134.5,2.5
1,Design,1501-9069,150.3,150.5,0.2
1,Design de Moda,1501-9071,144.5,143.0,-1.5
1,Arquitetura,1501-9257,108.3,100.5,-7.8
1,Desenho,1502-8399,164.0,192.0,28.0
1,Design de Comunicação,1502-9070,177.5,200.0,22.5
1,Design de Equipamento,1502-9072,156.0,156.5,0.5
1,Escultura,1502-9754,144.5,137.0,-7.5
1,Pintura,1502-9790,159.0,159.0,0.0
1,Arte Multimédia,1502-9904,168.5,195.5,27.0
1,Ciências da Arte e do Património,1502-L010,139.0,135.5,-3.5
1,Biologia,1503-9011,146.0,144.5,-1.5
1,Bioquímica,1503-9015,146.8,148.5,1.7
1,Engenharia Informática,1503-9119,150.0,150.5,0.5
1,Física,1503-9141,145.5,147.5,2.0
1,Geologia,1503-9146,115.5,110.5,-5.0
1,Matemática,1503-9209,148.0,149.5,1.5
1,"Meteorologia, Oceanografia e Geofísica",1503-9212,124.5,125.2,0.7
1,Química,1503-9223,136.3,138.5,2.2
1,Química Tecnológica,1503-9226,126.3,127.0,0.7
1,Estatística Aplicada,1503-9381,136.0,137.5,1.5
1,Matemática Aplicada,1503-9385,146.5,146.8,0.3
1,Tecnologias de Informação,1503-L079,137.5,139.0,1.5
1,Engenharia Geoespacial,1503-L096,113.5,115.0,1.5
1,Direito,1504-9078,145.5,136.5,-9.0
1,Ciências Farmacêuticas,1505-9494,145.5,147.5,2.0
1,"Estudos Artísticos, variante de Artes do Espetáculo",1506-8104,136.0,139.5,3.5
1,Artes e Humanidades,1506-8413,134.5,137.5,3.0
1,Estudos Gerais,1506-8458,141.5,145.5,4.0
1,Arqueologia,1506-9006,119.0,121.5,2.5
1,Ciências da Linguagem,1506-9040,114.0,115.0,1.0
1,Estudos Africanos,1506-9131,107.0,109.5,2.5
1,Estudos Clássicos,1506-9133,116.0,119.5,3.5
1,Estudos Europeus,1506-9135,144.0,148.2,4.2
1,Filosofia,1506-9139,133.0,136.5,3.5
1,História,1506-9181,134.0,137.0,3.0
1,História da Arte,1506-9182,120.5,122.5,2.0
1,"Línguas, Literaturas e Culturas",1506-9204,140.5,141.5,1.0
1,Tradução,1506-9252,139.5,143.0,3.5
1,Estudos Asiáticos,1506-9914,151.0,161.0,10.0
1,Estudos Portugueses,1506-9917,110.5,112.0,1.5
1,Estudos Comparatistas,1506-L097,116.5,119.5,3.0
1,Medicina,1507-9813,177.5,200.0,22.5
1,Medicina Dentária,1508-9548,174.0,200.0,26.0
1,Higiene Oral,1508-9556,125.3,128.5,3.2
1,Prótese Dentária,1508-9791,118.8,119.5,0.7
1,Medicina Veterinária,1509-9847,159.3,187.0,27.7
1,Dança,1510-9068,104.0,106.8,2.8
1,Gestão do Desporto,1510-9162,152.0,155.5,3.5
1,Ciências do Desporto,1510-9707,128.5,123.5,-5.0
1,Reabilitação Psicomotora,1510-9841,123.0,125.0,2.0
1,Educação e Formação,1513-L040,109.3,109.5,0.2
1,Planeamento e Gestão do Território,1514-8411,124.2,126.8,2.6
1,Geografia,1514-9143,118.6,118.5,-0.1
1,Arquitetura Paisagista,1515-8258,115.0,115.5,0.5
1,Engenharia Florestal e dos Recursos Naturais,1515-8377,120.8,122.5,1.7
1,Biologia,1515-9011,131.8,133.0,1.2
1,Engenharia Agronómica,1515-9086,128.5,129.0,0.5
1,Engenharia Alimentar,1515-9087,109.8,108.5,-1.3
1,Engenharia do Ambiente,1515-9099,117.3,118.0,0.7
1,Engenharia Zootécnica,1515-9129,124.0,125.0,1.0
1,Serviço Social (regime pós-laboral),1516-8014,127.0,131.0,4.0
1,Administração Pública (regime pós-laboral),1516-8102,126.0,129.0,3.0
1,Sociologia (regime pós-laboral),1516-8109,120.0,123.0,3.0
1,Gestão de Recursos Humanos (regime pós-laboral),1516-8111,134.0,137.0,3.0
1,Administração Pública e Políticas do Território (regime pós-laboral),1516-8363,115.0,117.2,2.2
1,Relações Internacionais (regime pós-laboral),1516-8364,139.0,143.0,4.0
1,Administração Pública,1516-9002,136.0,138.5,2.5
1,Ciência Política,1516-9019,148.5,155.0,6.5
1,Ciências da Comunicação,1516-9023,157.5,183.5,26.0
1,Gestão de Recursos Humanos,1516-9157,149.0,154.5,5.5
1,Relações Internacionais,1516-9229,157.5,181.0,23.5
1,Serviço Social,1516-9238,140.0,143.5,3.5
1,Sociologia,1516-9240,131.5,134.0,2.5
1,Antropologia,1516-9448,117.0,118.2,1.2
1,Economia,1517-9081,155.3,156.5,1.2
1,Gestão,1517-9147,157.8,159.0,1.2
1,Matemática Aplicada à Economia e à Gestão,1517-9210,176.5,200.0,23.5
1,Gestão (ensino em Inglês),1517-A001,158.0,163.0,5.0
1,Economia (ensino em Inglês),1517-A006,155.0,160.0,5.0
1,Engenharia Informática e de Computadores,1518-9121,171.5,185.0,13.5
1,Arquitetura,1518-9257,154.3,147.8,-6.5
1,Matemática Aplicada e Computação,1518-9345,181.3,200.0,18.7
1,Engenharia Naval e Oceânica,1518-L162,164.8,172.0,7.2
1,Engenharia de Telecomunicações e Informática,1519-9098,148.8,151.5,2.7
1,Engenharia e Gestão Industrial,1519-9104,167.5,174.0,6.5
1,Engenharia Informática e de Computadores,1519-9121,164.0,168.0,4.0
1,Engenharia Eletrónica,1519-9912,154.3,159.0,4.7
1,Marketing (regime pós-laboral),3011-8005,127.9,131.0,3.1
1,Contabilidade,3011-9056,133.0,134.0,1.0
1,Finanças,3011-9140,143.0,148.0,5.0
1,Marketing,3011-9205,142.7,148.5,5.8
1,Contabilidade (regime pós-laboral),3011-9869,113.9,115.5,1.6
1,Finanças (regime pós-laboral),3011-9888,105.0,105.0,0.0
1,Gestão da Qualidade,3012-8405,123.1,125.5,2.4
1,Secretariado e Comunicação Empresarial,3012-9235,130.1,133.2,3.1
1,Gestão Comercial,3012-L021,130.7,133.5,2.8
1,Enfermagem,3013-9500,138.2,138.0,-0.2
1,Fisioterapia,3013-9504,150.0,153.0,3.0
1,Terapia da Fala,3013-9890,125.0,125.5,0.5
1,Imagem Médica e Radioterapia,3013-L066,129.8,130.5,0.7
1,Design de Produto e Tecnologia,3014-L138,135.4,137.0,1.6
1,Agronomia,3021-9003,,108.5,
1,Engenharia do Ambiente,3021-9099,,100.2,
1,Ciência e Tecnologia dos Alimentos,3021-9350,,98.0,
1,Serviço Social,3022-9238,106.1,100.0,-6.1
1,Desporto,3022-9563,100.0,97.5,-2.5
1,Educação Básica,3022-9853,103.6,100.0,-3.6
1,Engenharia Informática,3023-9119,106.7,101.5,-5.2
1,Gestão de Empresas,3023-9152,110.1,104.0,-6.1
1,Solicitadoria,3023-9242,120.0,120.5,0.5
1,Turismo,3023-9254,95.0,95.0,0.0
1,Gestão de Empresas (regime pós-laboral),3023-9994,120.4,121.0,0.6
1,Solicitadoria (regime pós-laboral),3031-8015,124.6,126.5,1.9
1,Contabilidade,3031-9056,133.1,134.2,1.1
1,Finanças,3031-9140,129.6,130.5,0.9
1,Gestão de Empresas,3031-9152,143.8,147.5,3.7
1,Solicitadoria,3031-9242,138.5,143.0,4.5
1,Fiscalidade,3031-9759,123.8,125.5,1.7
1,Contabilidade (regime pós-laboral),3031-9869,121.6,122.0,0.4
1,Fiscalidade (regime pós-laboral),3031-9990,102.2,95.0,-7.2
1,Gestão de Empresas (regime pós-laboral),3031-9994,126.1,126.2,0.1
1,Gestão Pública,3031-L140,125.4,126.5,1.1
1,Engenharia em Desenvolvimento de Jogos Digitais,3032-8311,126.7,126.8,0.1
1,Engenharia de Sistemas Informáticos,3032-8409,131.0,131.5,0.5
1,Engenharia de Sistemas Informáticos (regime pós-laboral),3032-8417,121.6,121.8,0.2
1,Engenharia Eletrotécnica e de Computadores,3032-9112,123.8,124.5,0.7
1,Design Industrial,3033-9074,132.7,136.0,3.3
1,Design Gráfico,3033-9470,150.9,158.5,7.6
1,Design Gráfico (regime pós-laboral),3033-9873,133.1,136.5,3.4
1,Gestão de Atividades Turísticas,3034-8156,133.8,136.0,2.2
1,Gestão de Atividades Turísticas (regime pós-laboral),3034-8341,124.9,126.8,1.9
1,Enfermagem Veterinária,3041-9085,121.0,122.0,1.0
1,Engenharia Agronómica,3041-9086,,96.0,
1,Engenharia Alimentar,3041-9087,,97.5,
1,Engenharia do Ambiente,3041-9099,,96.5,
1,Engenharia Zootécnica,3041-9129,,151.0,
1,Biologia e Biotecnologia,3041-L029,102.0,101.5,-0.5
1,Línguas Estrangeiras: Inglês e Espanhol,3042-8323,111.3,111.0,-0.3
1,Línguas para Relações Internacionais,3042-8374,99.7,96.5,-3.2
1,Educação Ambiental,3042-9082,,106.5,
1,Educação Social,3042-9084,100.2,95.0,-5.2
1,Desporto,3042-9563,96.8,96.0,-0.8
1,Educação Básica,3042-9853,95.7,95.0,-0.7
1,Arte e Design,3042-9898,108.5,108.0,-0.5
1,Animação e Produção Artística,3042-9933,115.0,116.5,1.5
1,Relações Lusófonas e Língua Portuguesa,3042-L088,125.8,128.0,2.2
1,Contabilidade,3043-9056,108.0,102.5,-5.5
1,Engenharia Civil,3043-9089,,95.0,
1,Engenharia Eletrotécnica e de Computadores,3043-9112,,116.5,
1,Engenharia Informática,3043-9119,103.6,98.8,-4.8
1,Engenharia Mecânica,3043-9123,128.2,127.0,-1.2
1,Engenharia Química,3043-9125,146.7,149.5,2.8
1,Gestão,3043-9147,123.0,123.0,0.0
1,Informática de Gestão,3043-9186,,119.0,
1,Engenharia de Energias Renováveis,3043-9910,,95.0,
1,"Gestão de Negócios Internacionais (Curso Europeu, ensino em Inglês)",3043-A004,105.6,100.5,-5.1
1,Tecnologia Biomédica,3043-L069,107.1,107.0,-0.1
1,Design de Jogos Digitais,3045-8309,95.0,95.0,0.0
1,Gestão e Administração Pública,3045-9165,101.0,95.0,-6.0
1,Informática e Comunicações,3045-9188,,118.0,
1,Marketing,3045-9205,100.0,98.5,-1.5
1,Multimédia,3045-9213,110.0,104.5,-5.5
1,Solicitadoria,3045-9242,113.9,113.8,-0.1
1,Turismo,3045-9254,100.0,98.5,-1.5
1,Engenharia de Proteção Civil,3051-8397,116.5,115.0,-1.5
1,Agronomia,3051-9003,100.6,100.0,-0.6
1,Enfermagem Veterinária,3051-9085,118.1,119.0,0.9
1,Biotecnologia Alimentar,3051-L093,,117.0,
1,Serviço Social,3052-9238,117.2,116.5,-0.7
1,Secretariado,3052-9485,97.0,98.0,1.0
1,Desporto e Atividade Física,3052-9850,95.0,95.0,0.0
1,Educação Básica,3052-9853,103.5,100.5,-3.0
1,Engenharia das Energias Renováveis,3053-8463,,96.5,
1,Engenharia Civil,3053-9089,,95.0,
1,Engenharia Eletrotécnica e das Telecomunicações,3053-9111,,130.0,
1,Engenharia Informática,3053-9119,107.1,103.2,-3.9
1,Solicitadoria,3054-9242,101.8,97.0,-4.8
1,Gestão Comercial,3054-L021,,97.5,
1,Design de Interiores e Equipamento,3055-9725,113.1,108.5,-4.6
1,Design de Moda e Têxtil,3055-9726,119.4,119.5,0.1
1,Design de Comunicação e Audiovisual,3055-L158,117.5,115.0,-2.5
1,Biotecnologia,3061-9016,124.0,120.5,-3.5
1,Ciências Florestais e Recursos Naturais,3061-L009,116.2,118.5,2.3
1,Tecnologia Alimentar,3061-L015,105.4,103.5,-1.9
1,Tecnologia e Gestão Ambiental,3061-L024,110.4,110.0,-0.4
1,Animação Socioeducativa (regime pós-laboral),3062-8093,103.9,104.5,0.6
1,Turismo (regime pós-laboral),3062-8114,125.5,127.5,2.0
1,Comunicação Organizacional (regime pós-laboral),3062-8342,117.1,118.5,1.4
1,Comunicação Social,3062-9054,140.6,144.5,3.9
1,Turismo,3062-9254,140.3,143.5,3.2
1,Gerontologia Social,3062-9668,110.3,105.0,-5.3
1,Animação Socioeducativa,3062-9675,112.6,112.5,-0.1
1,Comunicação Organizacional,3062-9717,134.4,136.0,1.6
1,Desporto e Lazer,3062-9731,121.7,122.8,1.1
1,Língua Gestual Portuguesa,3062-9774,107.2,106.5,-0.7
1,Educação Básica,3062-9853,125.8,121.8,-4.0
1,Comunicação e Design Multimédia,3062-9894,145.1,147.2,2.1
1,Arte e Design,3062-9898,147.7,144.0,-3.7
1,Gastronomia,3062-L095,118.4,120.0,1.6
1,Secretariado de Direção e Administração,3063-8519,126.0,126.5,0.5
1,Contabilidade e Auditoria,3063-9061,127.9,120.5,-7.4
