Fase,Curso,Codigo,Nota_Real,Nota_Simulada,Erro
1,Arquitetura,0501-9257,162.3,165.8,3.5
1,Antropologia,0501-9448,120.0,119.5,-0.5
1,Engenharia Biomédica,0501-9455,164.3,158.5,-5.8
1,Design e Multimédia,0501-9891,154.5,152.0,-2.5
1,Engenharia e Ciência de Dados,0501-L192,146.0,149.5,3.5
1,Engenharia Eletrotécnica e de Computadores,0501-L209,111.0,108.0,-3.0
1,Gestão de Cidades Sustentáveis e Inteligentes,0501-L285,113.0,109.0,-4.0
1,Administração Público-Privada,0502-8067,166.5,188.0,21.5
1,Direito,0502-9078,170.5,182.5,12.0
1,Economia,0503-9081,159.0,159.5,0.5
1,Gestão,0503-9147,170.0,176.0,6.0
1,Relações Internacionais,0503-9229,175.0,189.0,14.0
1,Sociologia,0503-9240,144.0,142.5,-1.5
1,Ciências Farmacêuticas,0504-9494,148.8,138.5,-10.3
1,Ciências Bioanalíticas,0504-9819,132.4,133.0,0.6
1,Farmácia Biomédica,0504-9832,140.0,140.5,0.5
1,Português,0505-8393,141.0,142.0,1.0
1,Arqueologia,0505-9006,137.5,137.5,0.0
1,Estudos Artísticos,0505-9132,150.5,151.5,1.0
1,Estudos Clássicos,0505-9133,128.0,128.0,0.0
1,Estudos Europeus,0505-9135,156.0,159.5,3.5
1,Filosofia,0505-9139,145.0,146.2,1.2
1,Geografia,0505-9143,134.5,134.0,-0.5
1,História,0505-9181,161.0,180.5,19.5
1,História da Arte,0505-9182,151.5,156.5,5.0
1,Ciência da Informação,0505-9694,136.4,136.0,-0.4
1,Jornalismo e Comunicação,0505-9773,163.0,166.5,3.5
1,Línguas Modernas,0505-9779,158.0,166.0,8.0
1,"Turismo, Território e Patrimónios",0505-L109,137.5,135.2,-2.3
1,Medicina Dentária,0506-9548,178.3,167.5,-10.8
1,Medicina,0506-9813,180.2,165.5,-14.7
1,Ciências da Educação,0507-9026,148.0,153.5,5.5
1,Psicologia,0507-9219,173.6,200.0,26.4
1,Serviço Social,0507-9238,155.5,155.5,0.0
1,Ciências do Desporto,0508-9707,137.9,136.5,-1.4
1,Biologia Marinha,0520-9013,120.8,118.5,-2.3
1,Biologia Humana,0602-8262,123.5,119.0,-4.5
1,Agronomia,0602-9003,101.0,103.5,2.5
1,Biologia,0602-9011,122.5,117.5,-5.0
1,Biologia e Geologia,0602-9012,118.9,111.5,-7.4
1,Bioquímica,0602-9015,101.0,101.5,0.5
1,Biotecnologia,0602-9016,115.0,111.5,-3.5
1,Engenharia Informática,0602-9119,137.1,137.0,-0.1
1,Geografia,0602-9143,131.9,129.0,-2.9
1,Matemática,0602-9209,113.5,112.5,-1.0
1,Matemática Aplicada à Economia e à Gestão,0602-9210,123.4,124.2,0.8
1,Engenharia Mecatrónica,0602-9751,126.3,128.0,1.7
1,Enologia,0602-9752,116.9,115.0,-1.9
1,Física e Química,0602-9760,,100.0,
1,Ciência e Tecnologia Animal,0602-9818,121.5,124.0,2.5
1,Medicina Veterinária,0602-9847,164.4,162.0,-2.4
1,Engenharia de Energias Renováveis,0602-9910,128.3,130.5,2.2
1,Ecologia e Ambiente,0602-L090,,134.5,
1,Inteligência Artificial e Ciência de Dados,0602-L227,115.0,112.0,-3.0
1,Design,0603-9069,155.9,158.0,2.1
1,Teatro,0603-9243,138.3,137.0,-1.3
1,Arquitetura,0603-9257,158.3,164.0,5.7
1,Artes Plásticas e Multimédia,0603-9347,146.5,146.5,0.0
1,História e Arqueologia,0604-8251,140.5,144.0,3.5
1,Ciências da Educação,0604-9026,132.1,126.5,-5.6
1,Economia,0604-9081,134.5,135.0,0.5
1,Gestão,0604-9147,151.6,153.5,1.9
1,Psicologia,0604-9219,163.1,185.0,21.9
1,Relações Internacionais,0604-9229,152.8,154.0,1.2
1,Sociologia,0604-9240,134.6,134.0,-0.6
1,Turismo,0604-9254,126.4,126.2,-0.2
1,Património Cultural,0604-9787,122.6,123.0,0.4
1,Educação Básica,0604-9853,140.4,140.2,-0.2
1,Línguas e Literaturas,0604-L047,135.7,136.5,0.8
1,Estudos de Filosofia e de Cultura Contemporânea,0604-L173,120.3,121.0,0.7
1,Ciências Farmacêuticas,0605-9494,153.8,165.5,11.7
1,Ciências do Desporto,0605-9707,134.3,133.0,-1.3
1,Reabilitação Psicomotora,0605-9841,124.5,124.0,-0.5
1,Ciências Biomédicas e da Saúde,0605-L256,133.5,130.5,-3.0
1,Ciências da Nutrição,0901-9554,153.3,146.5,-6.8
1,Medicina,0901-9813,179.3,164.5,-14.8
1,Sociologia (regime pós-laboral),0902-8109,132.0,132.0,0.0
1,Arqueologia,0902-9006,137.5,138.5,1.0
1,Ciência Política e Relações Internacionais,0902-9020,177.0,196.2,19.2
1,Ciências da Comunicação,0902-9023,176.5,194.5,18.0
1,Ciências da Linguagem,0902-9040,149.0,149.0,0.0
1,Ciências Musicais,0902-9046,131.0,129.0,-2.0
1,Filosofia,0902-9139,159.5,153.0,-6.5
1,Geografia e Planeamento Regional,0902-9145,134.5,132.5,-2.0
1,História,0902-9181,164.5,180.0,15.5
1,História da Arte,0902-9182,148.0,149.5,1.5
1,"Línguas, Literaturas e Culturas",0902-9204,159.5,95.0,-64.5
1,Sociologia,0902-9240,147.5,146.5,-1.0
1,Tradução,0902-9252,156.0,95.0,-61.0
1,Antropologia,0902-9448,135.0,95.0,-40.0
1,Estudos Portugueses,0902-9917,130.0,129.5,-0.5
1,Conservação - Restauro,0903-8036,160.8,193.0,32.2
1,Bioquímica,0903-9015,159.8,152.5,-7.3
1,Engenharia Civil,0903-9089,140.0,139.0,-1.0
1,Engenharia de Materiais,0903-9096,138.8,132.0,-6.8
1,Engenharia do Ambiente,0903-9099,113.4,107.5,-5.9
1,Engenharia e Gestão Industrial,0903-9104,162.8,160.5,-2.3
1,Engenharia Física,0903-9113,170.0,165.0,-5.0
1,Engenharia Geológica,0903-9116,124.4,124.0,-0.4
1,Engenharia Informática,0903-9119,164.8,161.0,-3.8
1,Engenharia Mecânica,0903-9123,168.0,170.0,2.0
1,Engenharia Química e Biológica,0903-9126,138.8,139.0,0.2
1,Matemática,0903-9209,159.5,155.5,-4.0
1,Química Aplicada,0903-9224,143.4,137.5,-5.9
1,Biologia Celular e Molecular,0903-9348,169.2,160.0,-9.2
1,Engenharia Biomédica,0903-9455,170.4,164.5,-5.9
1,Matemática Aplicada à Gestão do Risco,0903-L167,175.2,200.0,24.8
1,Engenharia Eletrotécnica e de Computadores,0903-L209,127.8,127.5,-0.3
1,Engenharia de Micro e Nanotecnologias,0903-L231,109.8,101.5,-8.3
1,Tecnologia Agro-Industrial,0903-L286,129.5,129.0,-0.5
1,Economia,0904-9081,180.0,200.0,20.0
1,Gestão,0904-9147,183.0,200.0,17.0
1,Sistemas e Tecnologias de Informação,0906-8259,168.8,168.0,-0.8
1,Gestão de Informação,0906-9155,173.6,169.0,-4.6
1,Ciência de Dados,0906-L188,177.8,200.0,22.2
1,Direito,0911-9078,174.8,192.0,17.2
1,Geografia e Planeamento,1000-8183,139.8,141.0,1.2
1,Optometria e Ciências da Visão,1000-8184,126.4,127.0,0.6
1,Direito (regime pós-laboral),1000-8358,175.2,197.5,22.3
1,Educação (regime pós-laboral),1000-8427,138.8,139.0,0.2
1,Design de Produto,1000-8494,159.3,162.0,2.7
1,Administração Pública,1000-9002,160.4,180.5,20.1
1,Arqueologia,1000-9006,145.0,146.5,1.5
1,Biologia e Geologia,1000-9012,129.2,131.5,2.3
1,Bioquímica,1000-9015,160.0,155.0,-5.0
1,Ciência Política,1000-9019,163.0,182.0,19.0
1,Ciências da Comunicação,1000-9023,168.8,179.5,10.7
1,Contabilidade,1000-9056,167.6,193.0,25.4
1,Direito,1000-9078,177.6,192.5,14.9
1,Economia,1000-9081,172.2,177.5,5.3
1,Engenharia Civil,1000-9089,151.6,146.5,-5.1
1,Engenharia de Materiais,1000-9096,142.2,140.0,-2.2
1,Engenharia de Telecomunicações e Informática,1000-9098,123.0,120.0,-3.0
1,Engenharia e Gestão Industrial,1000-9104,175.6,170.5,-5.1
1,Engenharia Física,1000-9113,157.2,156.0,-1.2
1,Engenharia Informática,1000-9119,170.6,179.0,8.4
1,Engenharia Mecânica,1000-9123,169.6,172.5,2.9
1,Engenharia Química e Biológica,1000-9126,148.0,148.5,0.5
1,Engenharia Têxtil,1000-9127,123.8,123.5,-0.3
1,Estudos Culturais,1000-9134,143.8,140.5,-3.3
1,Filosofia,1000-9139,148.2,150.2,2.0
1,Física,1000-9141,111.2,109.0,-2.2
1,Geologia,1000-9146,115.2,111.5,-3.7
1,Gestão,1000-9147,176.8,200.0,23.2
1,História,1000-9181,162.2,175.2,13.0
1,Línguas Aplicadas,1000-9192,165.8,157.0,-8.8
1,Línguas e Literaturas Europeias,1000-9195,161.0,182.0,21.0
1,Marketing,1000-9205,173.0,193.8,20.8
1,Matemática,1000-9209,167.6,172.0,4.4
1,Psicologia,1000-9219,167.0,192.5,25.5
1,Química,1000-9223,133.0,134.5,1.5
1,Relações Internacionais,1000-9229,168.0,186.5,18.5
1,Sociologia,1000-9240,147.8,147.5,-0.3
1,Teatro,1000-9243,146.0,146.0,0.0
1,Arquitetura,1000-9257,179.0,200.0,21.0
1,Educação,1000-9353,149.2,150.0,0.8
1,Ciências do Ambiente,1000-9379,129.8,129.0,-0.8
1,Estatística Aplicada,1000-9381,122.0,123.0,1.0
1,Ciências da Computação,1000-9397,147.0,147.0,0.0
1,Engenharia Biomédica,1000-9455,171.8,164.5,-7.3
1,Design e Marketing de Moda,1000-9499,174.4,200.0,25.6
1,Biologia Aplicada,1000-9688,149.6,146.5,-3.1
1,Negócios Internacionais,1000-9785,164.8,163.5,-1.3
1,Medicina,1000-9813,183.8,169.0,-14.8
1,Artes Visuais,1000-9817,169.0,195.0,26.0
1,Educação Básica,1000-9853,155.8,168.0,12.2
1,Estudos Portugueses,1000-9917,138.0,138.5,0.5
1,Criminologia e Justiça Criminal,1000-L078,172.4,190.0,17.6
1,Proteção Civil e Gestão do Território,1000-L112,128.2,128.0,-0.2
1,Estudos Orientais: Estudos Chineses e Japoneses,1000-L147,145.2,140.0,-5.2
1,Ciência de Dados,1000-L188,150.4,150.0,-0.4
1,Engenharia e Gestão de Sistemas de Informação,1000-L215,146.2,147.0,0.8
1,Engenharia Eletrónica Industrial e Computadores,1000-L218,121.6,95.0,-26.6
1,Engenharia Aeroespacial,1000-L221,191.4,200.0,8.6
1,Engenharia de Polímeros,1000-L229,133.0,133.0,0.0
1,Ciências da Nutrição,1101-9554,148.0,141.0,-7.0
1,Arquitetura,1102-9257,186.0,197.0,11.0
1,Arquitetura Paisagista,1103-8258,154.5,177.0,22.5
1,Biologia,1103-9011,150.5,138.5,-12.0
1,Bioquímica,1103-9015,163.0,151.0,-12.0
1,Engenharia Agronómica,1103-9086,116.5,116.2,-0.3
1,Engenharia Física,1103-9113,145.8,141.5,-4.3
1,Física,1103-9141,125.0,116.5,-8.5
1,Geologia,1103-9146,131.5,127.5,-4.0
1,Matemática,1103-9209,166.5,166.0,-0.5
1,Química,1103-9223,127.3,129.0,1.7
1,Matemática Aplicada,1103-9385,162.5,170.4,7.9
1,Bioinformática,1103-9687,165.0,164.0,-1.0
1,Ciência de Computadores,1103-9696,163.5,163.0,-0.5
1,Ciências e Tecnologia do Ambiente,1103-9709,139.5,139.5,0.0
1,Engenharia Geoespacial,1103-L096,113.3,111.7,-1.6
1,Inteligência Artificial e Ciência de Dados,1103-L227,187.5,200.0,12.5
1,Economia,1104-9081,178.3,200.0,21.7
1,Gestão,1104-9147,183.5,200.0,16.5
1,Engenharia Civil,1105-9089,143.8,144.5,0.7
1,Engenharia de Materiais,1105-9096,150.5,150.0,-0.5
1,Engenharia do Ambiente,1105-9099,135.5,125.0,-10.5
1,Engenharia e Gestão Industrial,1105-9104,186.3,200.0,13.7
1,Engenharia Mecânica,1105-9123,178.8,183.0,4.2
1,Engenharia Química,1105-9125,164.0,161.5,-2.5
1,Bioengenharia,1105-9540,181.8,200.0,18.2
1,Engenharia Eletrotécnica e de Computadores,1105-L209,151.3,148.0,-3.3
1,Engenharia Aeroespacial,1105-L221,194.5,200.0,5.5
1,Engenharia Informática e Computação,1105-L224,170.8,162.0,-8.8
1,Engenharia de Minas e Geo-Ambiente,1105-L236,126.5,121.0,-5.5
1,Ciências Farmacêuticas,1106-9494,153.5,147.0,-6.5
1,Arqueologia,1107-9006,150.6,157.8,7.2
1,Ciências da Comunicação,1107-9023,173.0,200.0,27.0
1,Ciências da Linguagem,1107-9040,146.6,95.0,-51.6
1,Filosofia,1107-9139,150.8,153.5,2.7
1,Geografia,1107-9143,147.6,159.3,11.7
1,História,1107-9181,166.8,187.3,20.5
1,História da Arte,1107-9182,155.4,164.8,9.4
1,Línguas Aplicadas,1107-9192,174.4,95.0,-79.4
1,Línguas e Relações Internacionais,1107-9197,181.4,95.0,-86.4
1,"Línguas, Literaturas e Culturas",1107-9204,172.4,95.0,-77.4
1,Sociologia,1107-9240,158.6,95.0,-63.6
1,Ciência da Informação,1107-9694,144.0,141.5,-2.5
1,Literatura e Estudos Interartes,1107-L251,155.0,95.0,-60.0
1,Medicina,1108-9813,184.8,170.0,-14.8
1,Saúde Digital e Inovação Biomédica,1108-L307,179.0,200.0,21.0
1,Ciências da Educação,1109-9026,160.0,180.0,20.0
1,Psicologia,1109-9219,169.5,194.5,25.0
1,Ciências do Meio Aquático,1110-9708,148.0,144.0,-4.0
1,Medicina,1110-9813,185.5,172.5,-13.0
1,Medicina Veterinária,1110-9847,170.8,185.5,14.7
1,Ciências do Desporto,1111-9707,151.0,147.2,-3.8
1,Medicina Dentária,1113-9548,174.8,192.0,17.2
1,Criminologia,1114-9066,174.4,192.0,17.6
1,Direito,1114-9078,182.2,198.8,16.6
1,Engenharia Agronómica,1201-9086,129.7,132.0,2.3
1,Engenharia Zootécnica,1201-9129,135.1,133.5,-1.6
1,Enologia,1201-9752,118.4,119.5,1.1
1,Medicina Veterinária,1201-9847,167.1,154.0,-13.1
1,Engenharia e Biotecnologia Florestal,1201-L237,145.1,146.0,0.9
1,Animação Sociocultural,1202-9005,96.0,100.0,4.0
1,Ciências da Comunicação,1202-9023,149.8,95.0,-54.8
1,Economia,1202-9081,139.9,95.0,-44.9
1,Gestão,1202-9147,161.7,160.5,-1.2
1,Línguas e Relações Empresariais,1202-9196,146.8,95.0,-51.8
1,"Línguas, Literaturas e Culturas",1202-9204,144.3,95.0,-49.3
1,Psicologia,1202-9219,164.2,177.9,13.7
1,Serviço Social,1202-9238,143.4,142.0,-1.4
1,Turismo,1202-9254,130.6,131.5,0.9
1,Teatro e Artes Performativas,1202-9803,121.4,119.0,-2.4
1,Educação Básica,1202-9853,143.5,137.2,-6.3
1,Cultura e Transformação Digital,1202-L312,125.8,95.0,-30.8
1,Comunicação e Multimédia,1203-9052,134.4,132.5,-1.9
1,Engenharia Civil,1203-9089,111.9,111.5,-0.4
1,Engenharia e Gestão Industrial,1203-9104,132.2,131.0,-1.2
1,Engenharia Física,1203-9113,156.3,157.5,1.2
1,Engenharia Informática,1203-9119,128.3,128.5,0.2
1,Engenharia Mecânica,1203-9123,131.4,132.0,0.6
1,Engenharia Biomédica,1203-9455,133.5,133.5,0.0
1,Matemática Aplicada e Ciência de Dados,1203-L193,117.0,116.2,-0.8
1,Engenharia Eletrotécnica e de Computadores,1203-L209,127.7,127.2,-0.5
1,Design Sustentável,1203-L253,128.0,125.0,-3.0
1,Cidades Sustentáveis e Inteligentes,1203-L345,113.5,107.0,-6.5
1,Biologia,1204-9011,132.0,127.5,-4.5
1,Biologia e Geologia,1204-9012,120.8,120.0,-0.8
1,Bioquímica,1204-9015,132.7,131.0,-1.7
1,Ciências Biomédicas,1204-9351,148.0,148.5,0.5
1,Ciências do Ambiente,1204-9379,114.5,113.5,-1.0
1,Bioengenharia,1204-9540,129.7,131.5,1.8
1,Ciências da Nutrição,1204-9554,130.5,126.0,-4.5
1,Ciências do Desporto,1204-9707,141.6,140.5,-1.1
1,Genética e Biotecnologia,1204-9761,130.6,130.5,-0.1
1,Design,1306-9069,140.3,143.5,3.2
1,Línguas e Relações Empresariais,1306-9196,142.9,143.8,0.9
1,Psicologia,1306-9219,155.7,175.0,19.3
1,"Comunicação, Cultura e Organizações",1306-9720,135.4,133.0,-2.4
1,Artes Visuais,1306-9817,131.9,131.0,-0.9
1,Estudos de Cultura,1306-L150,112.7,102.0,-10.7
1,Bioquímica,1307-9015,117.3,117.5,0.2
1,Engenharia Civil,1307-9089,120.8,119.0,-1.8
1,Engenharia Eletrónica e Telecomunicações,1307-9107,147.2,145.5,-1.7
1,Engenharia Informática,1307-9119,124.2,126.0,1.8
1,Matemática,1307-9209,159.4,161.0,1.6
1,Engenharia de Computadores,1307-L208,,100.5,
1,Ciências da Educação,1308-9026,137.6,139.0,1.4
1,Economia,1308-9081,104.9,103.8,-1.1
1,Gestão,1308-9147,147.0,146.5,-0.5
1,Educação Física e Desporto,1308-9736,144.5,145.0,0.5
1,Educação Básica,1308-9853,138.2,136.5,-1.7
1,Ciclo Básico de Medicina,1309-8083,177.3,165.5,-11.8
1,Biologia,1309-9011,115.2,112.5,-2.7
1,Enfermagem,1320-9500,145.5,143.0,-2.5
1,Direção e Gestão Hoteleira,1321-9076,132.3,132.0,-0.3
1,Design,1501-9069,177.0,197.0,20.0
1,Design de Moda,1501-9071,171.5,176.5,5.0
1,Arquitetura,1501-9257,171.5,200.0,28.5
1,Desenho,1502-8399,160.3,146.5,-13.8
1,Design de Comunicação,1502-9070,159.3,145.0,-14.3
1,Design de Equipamento,1502-9072,165.5,191.0,25.5
1,Escultura,1502-9754,146.8,144.5,-2.3
1,Pintura,1502-9790,160.0,148.5,-11.5
1,Arte Multimédia,1502-9904,147.3,137.5,-9.8
1,Ciências da Arte e do Património,1502-L010,146.5,146.0,-0.5
1,Biologia,1503-9011,157.5,152.0,-5.5
1,Bioquímica,1503-9015,154.5,150.0,-4.5
1,Engenharia Física,1503-9113,156.5,154.5,-2.0
1,Engenharia Informática,1503-9119,159.3,156.5,-2.8
1,Física,1503-9141,150.5,146.0,-4.5
1,Geologia,1503-9146,129.5,131.0,1.5
1,Matemática,1503-9209,151.0,149.0,-2.0
1,"Meteorologia, Oceanografia e Geofísica",1503-9212,115.0,107.5,-7.5
1,Química,1503-9223,147.0,146.0,-1.0
1,Química Tecnológica,1503-9226,117.8,106.0,-11.8
1,Estatística Aplicada,1503-9381,147.0,147.5,0.5
1,Matemática Aplicada,1503-9385,162.0,161.0,-1.0
1,Tecnologias de Informação,1503-L079,147.0,143.8,-3.2
1,Engenharia Geoespacial,1503-L096,122.8,120.5,-2.3
1,Engenharia Biomédica e Biofísica,1503-L204,159.0,156.5,-2.5
1,Engenharia da Energia e Ambiente,1503-L214,123.8,123.5,-0.3
1,Direito (regime pós-laboral),1504-8358,153.8,152.5,-1.3
1,Direito,1504-9078,159.5,155.2,-4.3
1,Ciências Farmacêuticas,1505-9494,148.3,139.5,-8.8
1,"Estudos Artísticos, variante de Artes do Espetáculo",1506-8104,151.0,147.0,-4.0
1,Artes e Humanidades,1506-8413,136.0,135.0,-1.0
1,Estudos Gerais,1506-8458,152.5,159.0,6.5
1,Arqueologia,1506-9006,140.0,141.0,1.0
1,Ciências da Linguagem,1506-9040,135.0,135.8,0.8
1,Estudos Africanos,1506-9131,124.5,125.0,0.5
1,Estudos Clássicos,1506-9133,122.5,123.5,1.0
1,Estudos Europeus,1506-9135,154.0,156.5,2.5
1,Filosofia,1506-9139,151.0,152.0,1.0
1,História,1506-9181,158.5,177.0,18.5
1,História da Arte,1506-9182,146.5,148.0,1.5
1,"Línguas, Literaturas e Culturas",1506-9204,127.0,123.0,-4.0
1,Tradução,1506-9252,140.0,139.0,-1.0
1,Estudos Asiáticos,1506-9914,146.0,142.5,-3.5
